index,RECSYEAR,COUNTRY,DOEID,REGIONC,REGIONNAME,DIVISION,DIVISIONNAME,TYPEHUQ,CELLAR,STORIES,PRKGPLC1,YEARMADE,OCCUPYY,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,DOOR1SUM,WINDOWS,ADQINSUL,DRAFTY,UGASHERE,FUELPOOL,SIZRFRI1,TYPERFR1,AGERFRI1,ICE,SIZRFRI2,TYPERFR2,AGERFRI2,NUMFREEZ,SIZFREEZ,AGEFRZR,STOVENFUEL,OVENUSE,AMTMICRO,NUMMEAL,TOASTER,COFFEE,DWASHUSE,WASHLOAD,WASHTEMP,RNSETEMP,DRYRUSE,EQUIPM,FUELHEAT,EQUIPAGE,PROTHERM,TEMPHOME,TEMPGONE,TEMPNITE,EQUIPAUX,REVERSE,WARMAIR,STEAMR,PERMELEC,PIPELESS,ROOMHEAT,WOODKILN,CARRYEL,CARRYKER,CHIMNEY,RANGE,DIFEQUIP,ELECAUX,UGASAUX,LPGAUX,FOKRAUX,WOODAUX,OTHERAUX,ATTCHEAT,GARGHEAT,COOLTYPE,AGECENAC,USECENAC,NUMBERAC,WWACAGE,USEWWAC,NUMCFAN,FUELH2O,WHEATAGE,WHEATSIZ,LGTOUTNUM,ESDISHW,PGASHEAT,LPGPAY,FOPAY,HHSEX,HHAGE,EMPLOYHH,HOUSEHOLDER_RACE,NHSLDMEM,ATHOME,MONEYPY,ELWATER,LPOTHER,TOTCSQFT,TOTHSQFT,TOTUSQFT,NWEIGHT,CDD65,HDD65,GALLONLP,CUFEETNG,BTUEL,BTUELSPH,BTUELCOL,BTUELWTH,BTUELRFG,BTUELOTH,BTULP,BTULPSPH,BTULPWTH,BTULPOTH,BTUNG,BTUNGSPH,BTUNGWTH,BTUNGOTH,BTUFO,BTUFOSPH,BTUFOWTH,BTUFOOTH,DOLLARNG,DOLNGSPH,DOLNGWTH,DOLNGOTH,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,DOLLARLP,DOLLPSPH,DOLLPWTH,DOLLPOTH,DOLLARFO,DOLFOSPH,DOLFOWTH,DOLFOOTH,GALLONFO,TOTALBTU,TOTALDOLLAR,WOODAMT,PERIODFO,PERIODLP,PERIODEL,PERIODNG,KOWNRENT,SWIMPOOL,POOL,RECBATH,FUELTUB,NUMFRIG,UPRTFRZR,STOVEN,STOVE,OVEN,MICRO,DISHWASH,CWASHER,DRYER,DRYRFUEL,DNTHEAT,THERMAIN,AIRCOND,CENACHP,USEEL,ELWARM,ELCOOL,ELFOOD,ELOTHER,UGWARM,UGWATER,UGCOOK,UGOTH,USELP,LPWARM,LPWATER,LPCOOK,USEFO,FOWARM,FOWATER,USEWOOD,WOODLOGS,WDPELLET,WDOTHER,WDWARM,WDWATER,USESOLAR,SOLWATER,SOLOTHER,TVAUDIOEQUIP,PCOFFEQUIP,PHONE
6005,2009,United States,1438,1,Northeast,2,Middle Atlantic,3,1.0,31.0,0.0,1,6,3.0,1,0,2,6,0,41,1,4,1,1.0,3.0,21.0,2.0,1.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2,0,1,13.0,2.0,1.0,2.0,1.0,2.0,1.0,42.0,0.0,60.0,60.0,60.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,42.0,1.0,1.0,3.0,1.0,0,1.0,2.0,2.0,0.0,0,1.0,1.0,1.0,2,49,1,4,4,1,8,0,0,977,1465,488,11849.24,1296,4367,0.0,868.0,22635.0,1844.25,1979.24,0.0,4306.1,14505.42,0.0,0.0,0.0,0.0,88970.0,53785.06,18959.66,16225.28,0.0,0.0,0.0,0.0,1774.0,1072.44,378.04,323.52,1071.0,87.26,93.65,0.0,203.75,686.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111605.0,2845.0,1.0,1.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,2.0,1,0,0,1,0,1,1,1.0,1.0,1.0,1,0.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,8,4,2
3870,2001,United States,5018,1,Northeast,1,New England,2,1.0,20.0,0.0,1,9,4.0,3,0,4,11,0,5,1,4,1,1.0,3.0,2.0,2.0,1.0,9.0,9.0,4.0,0.0,9.0,4.0,1.0,2.0,4.0,3,0,0,13.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,0.0,72.0,65.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,2.0,4.0,9.0,2.0,4.0,1.0,1,1.0,1.0,1.0,0.0,0,9.0,9.0,1.0,1,78,0,1,2,1,3,0,0,690,1034,345,14587.0,696,5914,0.0,87.0,10458.0,0.0,691.0,0.0,1460.0,9725.0,0.0,0.0,0.0,0.0,8952.0,0.0,8952.0,0.0,66155.0,66155.0,0.0,0.0,225.0,0.0,225.0,0.0,454.0,0.0,30.0,0.0,63.0,423.0,0.0,0.0,0.0,0.0,549.0,549.0,0.0,0.0,477.0,85565.0,1228.0,0.0,1, ,1,1,1,0.0,9.0,0,5.0,1,9.0,1,0,0,1,0,1,1,5.0,9.0,1.0,1,9.0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,9.0,9.0,0.0,0,0,0,0,0,5,0,1
15994,2015,United States,10033,1,Northeast,2,Middle Atlantic,5,1.0,10.0,1.0,1,7,2.0,1,0,3,5,0,20,4,1,1,1.0,2.0,1.0,41.0,0.0,3.0,22.0,3.0,1.0,2.0,2.0,5.0,2.0,7.0,4,0,1,0.0,3.0,2.0,3.0,3.0,10.0,5.0,41.0,1.0,65.0,65.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0,1.0,41.0,2.0,1.0,0,1.0,1.0,1.0,1,50,0,2,1,3,1,0,0,0,994,0,27889.56399,774,5401,0.0,68.842,14562.306,6603.7930000000015,0.0,0.0,976.533,8601.662,0.0,0.0,0.0,0.0,6979.295,0.0,6979.295,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,723.85,328.26,0.0,0.0,48.54,427.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21541.601,806.85,0.5,5.0,5.0,1,5.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,0,0,5.0,1.0,0.0,0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,11,3,1
20733,2015,United States,14947,1,Northeast,2,Middle Atlantic,2,0.0,20.0,0.0,1,6,4.0,2,0,4,8,1,41,3,3,0,1.0,3.0,22.0,3.0,0.0,3.0,22.0,3.0,2.0,2.0,3.0,5.0,3.0,6.0,2,1,1,0.0,6.0,2.0,3.0,6.0,21.0,21.0,42.0,0.0,75.0,75.0,75.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1,5.0,5.0,3.0,0.0,0,1.0,1.0,1.0,2,52,1,1,7,5,4,1,0,0,1440,720,16254.81923,680,6386,0.0,0.0,53867.445,0.0,0.0,38508.319,815.6510000000002,16319.841999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.14,0.0,0.0,1147.47,24.3,486.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53867.445,1605.14,1.0,5.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,2.0,1,0,0,1,0,1,1,5.0,1.0,1.0,0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1,0,0,0,0,2,0,5
12315,2009,United States,8186,1,Northeast,2,Middle Atlantic,4,1.0,10.0,1.0,1,8,2.0,1,0,3,5,0,30,3,2,1,1.0,3.0,22.0,41.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,6.0,3.0,4,0,0,13.0,2.0,2.0,3.0,1.0,2.0,1.0,42.0,0.0,75.0,75.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,1,1.0,3.0,3.0,0.0,0,1.0,1.0,1.0,1,40,1,4,4,0,9,0,0,0,1428,0,8401.69,872,4771,0.0,988.0,20547.0,0.0,0.0,0.0,7840.94,12706.06,0.0,0.0,0.0,0.0,101270.0,69691.64,20229.91,11348.45,0.0,0.0,0.0,0.0,1478.0,1017.13,295.25,165.63,1544.0,0.0,0.0,0.0,589.21,954.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121817.0,3022.0,1.0,1.0,5.0,2,5.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,0,0,0,5.0,1.0,1.0,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,1,0,0
1252,2001,United States,2292,1,Northeast,2,Middle Atlantic,2,1.0,40.0,1.0,2,9,4.0,2,1,5,12,0,5,2,4,1,1.0,3.0,2.0,3.0,0.0,9.0,9.0,4.0,1.0,2.0,5.0,9.0,3.0,2.0,3,1,1,13.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,0.0,63.0,60.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,1.0,4.0,2.0,0.0,3.0,9.0,0,1.0,3.0,2.0,0.0,0,1.0,9.0,9.0,2,74,2,1,1,0,8,0,0,1245,1285,566,28997.0,1070,4484,0.0,1112.0,20025.0,0.0,3474.0,0.0,2429.0,18871.0,0.0,0.0,0.0,0.0,114425.0,97651.0,16774.0,0.0,0.0,0.0,0.0,0.0,1084.0,925.0,159.0,0.0,656.0,0.0,114.0,0.0,79.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134450.0,1740.0,0.0, , ,1,1,1,0.0,9.0,0,5.0,1,1.0,0,1,1,1,0,1,1,5.0,9.0,1.0,1,0.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0.0,0,0,0,0,0,4,3,3
10273,2009,United States,6009,1,Northeast,1,New England,4,1.0,10.0,1.0,1,4,3.0,1,0,3,6,0,41,2,3,1,1.0,3.0,22.0,41.0,0.0,3.0,22.0,3.0,1.0,1.0,42.0,5.0,6.0,3.0,3,1,1,11.0,2.0,3.0,3.0,1.0,2.0,1.0,41.0,0.0,67.0,62.0,67.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,3.0,2.0,41.0,1.0,1,1.0,1.0,2.0,0.0,0,1.0,1.0,1.0,2,79,0,1,2,1,8,0,0,423,1269,1269,4724.46,697,5770,0.0,854.0,12027.0,0.0,628.52,0.0,1992.57,9405.92,0.0,0.0,0.0,0.0,87535.0,65404.55,22130.46,0.0,0.0,0.0,0.0,0.0,1415.0,1057.26,357.74,0.0,609.0,0.0,31.83,0.0,100.9,476.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99562.0,2024.0,1.0,1.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,1.0,1,0,0,1,1,1,0,5.0,1.0,1.0,1,0.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,8,0,2
8517,2009,United States,4122,1,Northeast,1,New England,2,0.0,10.0,0.0,6,7,2.0,2,0,2,4,0,41,2,3,0,1.0,3.0,22.0,41.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,5.0,3.0,2.0,4,0,0,13.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,73.0,68.0,73.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,0,5.0,3.0,1.0,0.0,0,1.0,1.0,1.0,2,75,0,1,2,1,8,1,1,960,960,0,5629.1,393,6573,371.0,0.0,32687.0,0.0,1286.81,9209.79,3273.17,18917.12,33851.0,0.0,0.0,33851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.0,0.0,57.4,410.82,146.01,843.84,1109.0,0.0,0.0,1109.0,0.0,0.0,0.0,0.0,0.0,66538.0,2567.0,1.0,1.0,2.0,1,1.0,1,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,1,1,5.0,1.0,1.0,1,0.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,5,0,2
9976,2009,United States,5697,1,Northeast,1,New England,2,1.0,10.0,1.0,7,8,2.0,2,0,2,4,1,41,1,4,1,1.0,3.0,23.0,2.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,5.0,5.0,1.0,3,1,1,20.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,66.0,66.0,66.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,3,1.0,2.0,2.0,0.0,1,1.0,1.0,1.0,1,62,1,1,1,0,11,0,1,1262,1262,2878,6240.95,577,5778,0.0,535.0,35116.0,1967.03,2289.4,0.0,2103.43,28756.15,0.0,0.0,0.0,0.0,54838.0,41448.13,13389.87,0.0,0.0,0.0,0.0,0.0,839.0,634.14,204.86,0.0,2033.0,113.88,132.54,0.0,121.78,1664.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89954.0,2872.0,1.0,1.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,1,1,5.0,1.0,1.0,1,0.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,9,2,1
19011,2015,United States,13151,1,Northeast,2,Middle Atlantic,3,1.0,20.0,0.0,5,8,2.0,1,1,2,4,1,30,2,4,1,1.0,3.0,1.0,3.0,0.0,3.0,22.0,3.0,0.0,3.0,3.0,5.0,1.0,3.0,3,1,1,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,72.0,69.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0,5.0,3.0,3.0,1.0,1,1.0,1.0,1.0,2,56,1,1,2,5,2,1,0,913,913,0,33164.20248,911,5494,0.0,0.0,33628.19,13155.778,1655.384,9317.584,1434.506,10548.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412.83,552.72,69.55,391.46,60.27,443.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33628.19,1412.83,0.5,5.0,5.0,1,1.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,1,1,5.0,1.0,1.0,1,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,6,1,2
4037,2001,United States,5191,1,Northeast,2,Middle Atlantic,2,0.0,10.0,1.0,7,9,2.0,2,0,4,8,1,4,2,3,0,1.0,4.0,2.0,4.0,0.0,9.0,9.0,4.0,0.0,9.0,4.0,1.0,2.0,4.0,3,0,1,11.0,1.0,2.0,3.0,1.0,5.0,5.0,4.0,0.0,75.0,75.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,4.0,3.0,0.0,3.0,9.0,2,5.0,2.0,2.0,0.0,0,9.0,9.0,9.0,1,72,0,1,2,1,7,1,0,2689,1067,1872,15403.0,961,4850,0.0,0.0,66012.0,29505.0,6142.0,5823.0,6124.0,21543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120.0,948.0,197.0,187.0,197.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66012.0,2120.0,0.0, , ,1, ,1,0.0,9.0,0,5.0,1,9.0,1,0,0,1,1,1,1,5.0,9.0,1.0,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0.0,0,0,0,0,0,3,0,1
7753,2009,United States,3315,1,Northeast,2,Middle Atlantic,4,0.0,10.0,1.0,7,8,1.0,1,0,1,2,0,20,3,2,1,1.0,2.0,22.0,2.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,6.0,3.0,2,0,1,13.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,80.0,70.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,0,1.0,3.0,3.0,0.0,0,1.0,1.0,1.0,1,51,0,1,1,1,4,0,0,0,1122,0,12238.28,1044,4700,0.0,511.0,8254.0,0.0,0.0,0.0,1307.63,6946.37,0.0,0.0,0.0,0.0,52378.0,40331.7,8208.85,3837.46,0.0,0.0,0.0,0.0,765.0,589.06,119.89,56.05,415.0,0.0,0.0,0.0,65.75,349.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60632.0,1180.0,1.0,1.0,5.0,5,5.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,0,0,0,0,5.0,1.0,1.0,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,5,0,2
2216,2001,United States,3302,1,Northeast,2,Middle Atlantic,1,9.0,10.0,0.0,5,2,4.0,1,1,3,9,1,4,3,3,0,1.0,3.0,2.0,3.0,0.0,9.0,9.0,4.0,0.0,9.0,4.0,1.0,5.0,4.0,6,0,1,20.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,72.0,65.0,72.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.0,9.0,9.0,4.0,9.0,0.0,3.0,9.0,1,5.0,1.0,1.0,0.0,0,9.0,1.0,9.0,2,44,1,1,4,1,7,1,1,0,1108,0,13054.0,1251,4242,836.0,0.0,36106.0,0.0,0.0,11910.0,3137.0,23102.0,76352.0,67354.0,0.0,8998.0,0.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.0,0.0,0.0,412.0,109.0,799.0,1127.0,994.0,0.0,133.0,0.0,7.0,0.0,0.0,0.0,112458.0,2376.0,0.0, ,1,1, ,1,9.0,9.0,0,5.0,1,9.0,1,0,0,1,1,1,1,2.0,9.0,1.0,0,9.0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,9.0,9.0,0.0,0,0,0,0,0,8,3,3
13882,2009,United States,9855,1,Northeast,2,Middle Atlantic,5,0.0,10.0,1.0,3,8,2.0,1,0,2,4,1,10,2,4,0,1.0,3.0,21.0,42.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,5.0,5.0,3.0,4,0,0,13.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,0.0,70.0,70.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,1,5.0,3.0,1.0,0.0,0,1.0,1.0,1.0,1,55,0,1,2,1,5,1,0,474,949,0,11475.23,683,5688,0.0,0.0,57980.0,22690.14,1806.17,15900.74,5789.51,11793.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2742.0,1073.07,85.42,751.98,273.8,557.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57980.0,2742.0,1.0,1.0,5.0,1,1.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,0,0,5.0,1.0,1.0,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,1,0,0
11428,2009,United States,7245,1,Northeast,2,Middle Atlantic,1,0.0,10.0,0.0,5,6,2.0,1,0,2,4,0,41,1,3,1,1.0,3.0,22.0,41.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,5.0,0.0,1.0,2,1,1,13.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,68.0,65.0,62.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,5,1.0,3.0,3.0,0.0,0,1.0,1.0,1.0,1,80,0,1,1,0,11,0,0,980,980,0,59322.47,872,4687,0.0,503.0,19193.0,0.0,2398.69,0.0,3390.38,13403.93,0.0,0.0,0.0,0.0,51558.0,30062.71,18518.62,2976.66,0.0,0.0,0.0,0.0,870.0,507.28,312.49,50.23,918.0,0.0,114.73,0.0,162.16,641.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70751.0,1788.0,1.0,1.0,5.0,5,1.0,1,0.0,0.0,0,5.0,1,2.0,0,1,1,1,1,1,1,5.0,1.0,1.0,1,0.0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,9,3,2
11094,2009,United States,6893,1,Northeast,1,New England,4,1.0,10.0,1.0,1,8,3.0,1,0,2,5,0,41,3,3,1,1.0,3.0,22.0,3.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,4,1,0,20.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,0.0,68.0,65.0,68.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,2,1.0,3.0,3.0,0.0,0,1.0,1.0,1.0,1,21,2,1,3,0,3,0,0,0,1107,553,6356.48,603,5626,0.0,1010.0,12891.0,0.0,0.0,0.0,4315.17,8575.83,0.0,0.0,0.0,0.0,103525.0,73771.92,21199.53,8553.55,0.0,0.0,0.0,0.0,1722.0,1227.1,352.63,142.28,615.0,0.0,0.0,0.0,205.87,409.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116416.0,2337.0,1.0,1.0,5.0,1,5.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,0,0,5.0,1.0,1.0,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,3,0
4786,2009,United States,132,1,Northeast,1,New England,5,0.0,10.0,1.0,6,8,1.0,1,0,2,3,0,20,1,4,1,1.0,3.0,1.0,1.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,5.0,0.0,2.0,0,1,1,13.0,1.0,2.0,3.0,1.0,3.0,1.0,41.0,0.0,72.0,72.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,41.0,3.0,1.0,3.0,1.0,0,1.0,41.0,1.0,0.0,1,2.0,1.0,1.0,2,76,0,1,1,1,17,0,0,1009,1009,0,6038.37,601,6045,0.0,603.0,15357.0,0.0,2087.45,0.0,2225.48,11044.07,0.0,0.0,0.0,0.0,61808.0,43882.76,17925.24,0.0,0.0,0.0,0.0,0.0,895.0,635.44,259.56,0.0,750.0,0.0,101.95,0.0,108.69,539.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77165.0,1645.0,1.0,1.0,5.0,5,5.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,1,1,5.0,1.0,1.0,1,0.0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,3,0,2
9496,2009,United States,5186,1,Northeast,2,Middle Atlantic,4,0.0,10.0,1.0,4,8,2.0,1,0,2,4,0,41,3,1,1,1.0,3.0,22.0,1.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1,1,0,13.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,72.0,72.0,69.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,3,1.0,1.0,2.0,0.0,0,1.0,1.0,1.0,1,22,1,7,2,1,8,0,0,511,1022,0,19436.76,653,5659,0.0,967.0,14873.0,0.0,1580.42,0.0,1768.58,11524.0,0.0,0.0,0.0,0.0,99118.0,71232.56,12733.05,15152.4,0.0,0.0,0.0,0.0,1262.0,906.95,162.12,192.93,637.0,0.0,67.69,0.0,75.75,493.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113991.0,1899.0,1.0,1.0,5.0,1,1.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,0,0,0,5.0,1.0,1.0,1,0.0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,13,4,1
5345,2009,United States,729,1,Northeast,1,New England,5,0.0,10.0,1.0,1,8,3.0,1,0,2,5,0,41,3,4,1,1.0,3.0,22.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,3.0,2,1,0,13.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,0.0,66.0,60.0,55.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,0,5.0,3.0,2.0,0.0,0,1.0,1.0,1.0,2,22,2,1,3,0,1,1,0,0,1219,0,4310.36,583,5973,0.0,518.0,6978.0,0.0,0.0,3121.98,1222.95,2633.07,0.0,0.0,0.0,0.0,53095.0,44818.31,0.0,8276.69,0.0,0.0,0.0,0.0,770.0,649.97,0.0,120.03,453.0,0.0,0.0,202.67,79.39,170.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60073.0,1223.0,1.0,1.0,5.0,1,5.0,2,0.0,0.0,0,5.0,2,2.0,1,0,0,1,0,0,0,5.0,1.0,0.0,0,0.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,4,4,0
14859,2009,United States,10894,1,Northeast,1,New England,5,0.0,10.0,1.0,1,8,1.0,1,0,2,3,0,41,1,4,1,1.0,3.0,22.0,2.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,6.0,1.0,3,0,0,12.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,72.0,68.0,70.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,2,5.0,2.0,2.0,0.0,1,1.0,1.0,1.0,2,49,1,4,2,1,23,1,0,976,976,0,4470.66,596,5924,0.0,239.0,42486.0,3132.14,2394.45,13884.01,3313.66,19761.74,0.0,0.0,0.0,0.0,24498.0,21548.53,0.0,2949.47,0.0,0.0,0.0,0.0,513.0,451.24,0.0,61.76,1953.0,143.98,110.07,638.22,152.32,908.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66984.0,2466.0,1.0,1.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,1,1,5.0,1.0,1.0,1,0.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,3,5,1
