index,RECSYEAR,COUNTRY,DOEID,REGIONC,REGIONNAME,DIVISION,DIVISIONNAME,TYPEHUQ,CELLAR,STORIES,PRKGPLC1,YEARMADE,OCCUPYY,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,DOOR1SUM,WINDOWS,ADQINSUL,DRAFTY,UGASHERE,FUELPOOL,SIZRFRI1,TYPERFR1,AGERFRI1,ICE,SIZRFRI2,TYPERFR2,AGERFRI2,NUMFREEZ,SIZFREEZ,AGEFRZR,STOVENFUEL,OVENUSE,AMTMICRO,NUMMEAL,TOASTER,COFFEE,DWASHUSE,WASHLOAD,WASHTEMP,RNSETEMP,DRYRUSE,EQUIPM,FUELHEAT,EQUIPAGE,PROTHERM,TEMPHOME,TEMPGONE,TEMPNITE,EQUIPAUX,REVERSE,WARMAIR,STEAMR,PERMELEC,PIPELESS,ROOMHEAT,WOODKILN,CARRYEL,CARRYKER,CHIMNEY,RANGE,DIFEQUIP,ELECAUX,UGASAUX,LPGAUX,FOKRAUX,WOODAUX,OTHERAUX,ATTCHEAT,GARGHEAT,COOLTYPE,AGECENAC,USECENAC,NUMBERAC,WWACAGE,USEWWAC,NUMCFAN,FUELH2O,WHEATAGE,WHEATSIZ,LGTOUTNUM,ESDISHW,PGASHEAT,LPGPAY,FOPAY,HHSEX,HHAGE,EMPLOYHH,HOUSEHOLDER_RACE,NHSLDMEM,ATHOME,MONEYPY,ELWATER,LPOTHER,TOTCSQFT,TOTHSQFT,TOTUSQFT,NWEIGHT,CDD65,HDD65,GALLONLP,CUFEETNG,BTUEL,BTUELSPH,BTUELCOL,BTUELWTH,BTUELRFG,BTUELOTH,BTULP,BTULPSPH,BTULPWTH,BTULPOTH,BTUNG,BTUNGSPH,BTUNGWTH,BTUNGOTH,BTUFO,BTUFOSPH,BTUFOWTH,BTUFOOTH,DOLLARNG,DOLNGSPH,DOLNGWTH,DOLNGOTH,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,DOLLARLP,DOLLPSPH,DOLLPWTH,DOLLPOTH,DOLLARFO,DOLFOSPH,DOLFOWTH,DOLFOOTH,GALLONFO,TOTALBTU,TOTALDOLLAR,WOODAMT,PERIODFO,PERIODLP,PERIODEL,PERIODNG,KOWNRENT,SWIMPOOL,POOL,RECBATH,FUELTUB,NUMFRIG,UPRTFRZR,STOVEN,STOVE,OVEN,MICRO,DISHWASH,CWASHER,DRYER,DRYRFUEL,DNTHEAT,THERMAIN,AIRCOND,CENACHP,USEEL,ELWARM,ELCOOL,ELFOOD,ELOTHER,UGWARM,UGWATER,UGCOOK,UGOTH,USELP,LPWARM,LPWATER,LPCOOK,USEFO,FOWARM,FOWATER,USEWOOD,WOODLOGS,WDPELLET,WDOTHER,WDWARM,WDWATER,USESOLAR,SOLWATER,SOLOTHER,TVAUDIOEQUIP,PCOFFEQUIP,PHONE
4117,2001,United States,5272,1,Northeast,2,Middle Atlantic,3,1.0,20.0,0.0,1,9,3.0,1,0,2,6,0,4,2,3,0,1.0,3.0,2.0,4.0,0.0,3.0,1.0,5.0,1.0,3.0,5.0,1.0,5.0,4.0,3,0,1,13.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,72.0,68.0,68.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.0,9.0,4.0,9.0,0.0,3.0,9.0,0,5.0,3.0,3.0,0.0,0,9.0,9.0,1.0,2,97,0,1,2,1,4,1,0,0,1152,576,17515.0,881,5289,0.0,0.0,16721.0,0.0,0.0,3901.0,4523.0,12142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83609.0,83609.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,111.0,128.0,344.0,0.0,0.0,0.0,0.0,758.0,758.0,0.0,0.0,603.0,100330.0,1232.0,0.0,5, ,5, ,1,0.0,9.0,0,5.0,2,1.0,1,0,0,1,0,1,1,5.0,9.0,1.0,0,9.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,9.0,9.0,0.0,0,0,0,0,0,5,0,0
15518,2009,United States,11608,1,Northeast,2,Middle Atlantic,5,0.0,10.0,1.0,5,7,2.0,2,1,4,6,1,30,2,2,1,1.0,3.0,21.0,3.0,1.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,6.0,3.0,2,1,1,11.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,68.0,64.0,64.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,2,1.0,3.0,2.0,0.0,0,1.0,1.0,1.0,2,72,0,1,1,1,18,0,0,1035,1035,0,23078.96,969,4681,0.0,353.0,16429.0,0.0,2900.5,0.0,3032.44,10496.06,0.0,0.0,0.0,0.0,36183.0,21443.84,9950.17,4788.99,0.0,0.0,0.0,0.0,571.0,338.4,157.02,75.57,878.0,0.0,155.01,0.0,162.06,560.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52612.0,1449.0,1.0,1.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,1,1,1.0,1.0,1.0,1,0.0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,9,3,2
10728,2009,United States,6495,1,Northeast,2,Middle Atlantic,4,0.0,10.0,1.0,1,6,3.0,1,0,1,1,0,41,3,1,1,1.0,3.0,23.0,42.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,4,1,1,13.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,70.0,70.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,2.0,0,1.0,42.0,3.0,0.0,0,2.0,1.0,1.0,2,67,1,1,2,1,8,0,0,1000,1000,0,9121.98,319,6870,0.0,1095.0,10987.0,0.0,442.05,0.0,3809.98,6734.97,0.0,0.0,0.0,0.0,112238.0,90002.81,15920.16,6315.03,0.0,0.0,0.0,0.0,1638.0,1313.5,232.34,92.16,553.0,0.0,22.25,0.0,191.77,338.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123225.0,2191.0,1.0,1.0,5.0,5,5.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,0,0,0,5.0,1.0,0.0,1,0.0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,1,0,0
20148,2015,United States,14338,1,Northeast,1,New England,3,1.0,10.0,1.0,8,8,2.0,2,0,4,6,1,30,1,4,1,1.0,3.0,5.0,2.0,0.0,1.0,22.0,2.0,0.0,3.0,3.0,5.0,1.0,7.0,3,1,1,5.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,70.0,70.0,70.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3,1.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1,60,1,1,2,0,8,0,0,982,982,250,8941.855053,516,7246,0.0,547.11,13375.46,0.0,672.1239999999998,0.0,1782.517,13787.601999999999,0.0,0.0,0.0,0.0,55816.05,37813.145,18002.905,0.0,0.0,0.0,0.0,0.0,854.5,578.89,275.61,0.0,910.19,0.0,45.74,0.0,121.3,937.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69191.51000000001,1764.69,0.5,5.0,5.0,1,1.0,1,0.0,0.0,0,5.0,2,2.0,1,0,0,2,1,1,1,5.0,1.0,1.0,1,0.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,7,7,2
1824,2001,United States,2891,1,Northeast,1,New England,1,9.0,10.0,0.0,7,9,2.0,1,0,3,6,0,4,2,4,0,1.0,3.0,2.0,3.0,0.0,9.0,9.0,4.0,1.0,1.0,4.0,9.0,5.0,4.0,4,1,1,13.0,2.0,2.0,3.0,1.0,5.0,5.0,4.0,0.0,70.0,68.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,2.0,4.0,9.0,1.0,3.0,1.0,0,5.0,4.0,2.0,0.0,0,9.0,9.0,9.0,1,97,1,1,1,0,6,1,0,372,930,0,11005.0,887,5456,0.0,0.0,52678.0,27170.0,1865.0,7574.0,4418.0,17705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,766.0,52.0,214.0,125.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52678.0,1486.0,0.0, , ,1, ,1,9.0,9.0,0,5.0,1,2.0,0,1,1,1,1,1,1,5.0,9.0,1.0,1,9.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0.0,0,0,0,0,0,4,0,2
8130,2009,United States,3714,1,Northeast,2,Middle Atlantic,3,0.0,20.0,0.0,7,7,2.0,2,1,2,4,0,30,2,3,1,1.0,3.0,1.0,3.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3,0,1,13.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,68.0,68.0,68.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,0,1.0,3.0,2.0,0.0,1,1.0,1.0,1.0,2,61,1,1,2,0,24,0,0,1184,1184,0,11253.33,992,4609,0.0,462.0,23341.0,0.0,4501.96,0.0,2419.14,16419.91,0.0,0.0,0.0,0.0,47355.0,27313.65,12812.15,7229.2,0.0,0.0,0.0,0.0,738.0,425.67,199.67,112.66,1249.0,0.0,240.9,0.0,129.45,878.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70696.0,1987.0,1.0,1.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,1,1,1.0,1.0,1.0,1,0.0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,10,3,2
19242,2015,United States,13395,1,Northeast,1,New England,5,1.0,10.0,1.0,4,8,2.0,2,0,2,4,1,20,2,4,1,1.0,5.0,23.0,3.0,0.0,3.0,22.0,3.0,1.0,2.0,1.0,5.0,1.0,6.0,3,0,1,1.0,1.0,2.0,3.0,1.0,6.0,1.0,3.0,1.0,72.0,70.0,66.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,41.0,1.0,1.0,2.0,1.0,0,1.0,2.0,2.0,1.0,0,3.0,1.0,1.0,1,81,0,1,1,5,2,0,0,1144,1144,0,40198.12394,544,6607,0.0,466.099,17374.0,0.0,2011.012,0.0,2179.937,15830.584,0.0,0.0,0.0,0.0,47814.733,36636.036,11178.697,0.0,0.0,0.0,0.0,0.0,707.43,542.04,165.39,0.0,1025.0,0.0,118.64,0.0,128.61,933.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65188.733,1732.4299999999996,0.5,5.0,5.0,5,1.0,2,0.0,0.0,0,5.0,1,1.0,1,0,0,1,1,1,1,5.0,1.0,1.0,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,4,3,1
9556,2009,United States,5252,1,Northeast,1,New England,4,1.0,10.0,1.0,1,7,2.0,1,0,3,5,0,42,3,1,1,1.0,3.0,22.0,41.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,6,1,0,13.0,2.0,2.0,3.0,1.0,5.0,5.0,41.0,0.0,70.0,59.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,2,5.0,41.0,2.0,0.0,0,1.0,1.0,1.0,1,23,1,2,3,0,14,1,0,0,1132,0,7904.26,697,5503,0.0,1194.0,15699.0,4880.24,0.0,4078.1,1615.75,5124.91,0.0,0.0,0.0,0.0,122385.0,0.0,0.0,122385.0,0.0,0.0,0.0,0.0,1667.0,0.0,0.0,1667.0,1151.0,357.8,0.0,298.99,118.46,375.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138084.0,2818.0,1.0,1.0,5.0,1,1.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,0,0,0,5.0,1.0,1.0,0,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,7,3,2
1522,2001,United States,2578,1,Northeast,2,Middle Atlantic,2,1.0,10.0,1.0,3,9,3.0,1,0,3,7,0,4,1,4,0,1.0,2.0,2.0,1.0,0.0,9.0,9.0,4.0,0.0,9.0,4.0,1.0,4.0,4.0,4,0,1,13.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,9.0,68.0,65.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,2.0,4.0,9.0,2.0,3.0,3.0,0,3.0,3.0,0.0,0.0,0,9.0,9.0,1.0,1,61,0,1,4,1,8,0,0,1481,1110,1361,14360.0,1251,4242,0.0,0.0,18183.0,0.0,5872.0,0.0,1777.0,11886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111091.0,67903.0,43188.0,0.0,0.0,0.0,0.0,0.0,776.0,0.0,251.0,0.0,76.0,507.0,0.0,0.0,0.0,0.0,1043.0,638.0,405.0,0.0,801.0,129274.0,1819.0,0.0,1, ,1, ,1,0.0,9.0,0,5.0,1,9.0,1,0,0,1,0,1,1,5.0,9.0,0.0,1,9.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,9.0,9.0,0.0,0,0,0,0,0,6,0,2
1520,2001,United States,2576,1,Northeast,2,Middle Atlantic,5,9.0,10.0,9.0,1,9,2.0,1,0,2,5,0,2,2,4,1,1.0,4.0,2.0,4.0,0.0,9.0,9.0,4.0,0.0,9.0,4.0,1.0,1.0,3.0,1,1,0,13.0,9.0,9.0,9.0,9.0,2.0,1.0,5.0,9.0,65.0,65.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,2.0,4.0,9.0,2.0,2.0,1.0,0,1.0,3.0,6.0,0.0,0,2.0,9.0,9.0,2,34,1,42,5,1,6,0,0,519,1038,0,24519.0,1251,4242,0.0,540.0,24577.0,0.0,2231.0,0.0,5639.0,16707.0,0.0,0.0,0.0,0.0,55600.0,27778.0,17544.0,10278.0,0.0,0.0,0.0,0.0,556.0,278.0,175.0,103.0,1234.0,0.0,112.0,0.0,283.0,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80177.0,1790.0,0.0, , ,1,5,2,9.0,9.0,0,5.0,1,9.0,1,0,0,1,0,0,0,5.0,9.0,0.0,1,9.0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.0,9.0,0.0,0,0,0,0,0,7,0,3
6285,2009,United States,1741,1,Northeast,2,Middle Atlantic,3,1.0,20.0,1.0,4,7,3.0,2,1,2,5,1,30,3,3,1,1.0,3.0,22.0,1.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,6,0,1,11.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,0.0,58.0,58.0,58.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,41.0,1.0,1.0,3.0,1.0,1,1.0,3.0,2.0,0.0,0,1.0,1.0,1.0,1,54,1,1,1,0,9,0,0,900,1399,850,16617.14,557,5594,0.0,663.0,14498.0,0.0,542.92,0.0,3339.35,10615.73,0.0,0.0,0.0,0.0,67958.0,51335.92,16622.08,0.0,0.0,0.0,0.0,0.0,874.0,660.23,213.78,0.0,413.0,0.0,15.47,0.0,95.13,302.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82456.0,1287.0,1.0,1.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,1,1,5.0,1.0,1.0,1,0.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,5,0,2
9714,2009,United States,5420,1,Northeast,1,New England,3,0.0,20.0,0.0,4,8,3.0,1,1,2,5,1,30,1,3,1,1.0,3.0,22.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,1,0,0,13.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,65.0,65.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,1,1.0,41.0,1.0,0.0,0,1.0,1.0,1.0,2,40,0,1,6,1,7,0,0,656,1093,0,5027.03,678,5574,0.0,890.0,13320.0,0.0,1762.05,0.0,2705.84,8852.11,0.0,0.0,0.0,0.0,91225.0,55816.94,6912.53,28495.53,0.0,0.0,0.0,0.0,1358.0,830.91,102.9,424.19,1003.0,0.0,132.68,0.0,203.75,666.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104545.0,2361.0,1.0,1.0,5.0,1,1.0,2,0.0,0.0,0,5.0,2,2.0,1,0,0,1,0,0,0,5.0,1.0,1.0,1,0.0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,7,4,1
12469,2009,United States,8346,1,Northeast,1,New England,2,1.0,10.0,0.0,1,1,2.0,1,0,4,6,0,42,2,4,0,1.0,3.0,22.0,5.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,5.0,5.0,3.0,4,0,0,12.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,0.0,70.0,62.0,64.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,3.0,2.0,5.0,1.0,0,3.0,5.0,2.0,0.0,0,1.0,1.0,1.0,2,61,1,1,1,0,13,0,0,395,1184,896,5885.9,740,5608,0.0,0.0,11533.0,1305.46,679.55,0.0,2154.36,7393.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90287.0,77992.2,12295.11,0.0,0.0,0.0,0.0,0.0,578.0,65.43,34.06,0.0,107.97,370.55,0.0,0.0,0.0,0.0,1605.0,1385.87,218.66,0.0,651.0,101820.0,2183.0,1.0,1.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,2.0,1,0,0,1,1,1,1,5.0,1.0,1.0,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1.0,0.0,0.0,0,0,0,0,0,6,0,2
1374,2001,United States,2420,1,Northeast,1,New England,5,9.0,10.0,9.0,5,2,2.0,1,0,3,6,1,2,1,3,1,1.0,3.0,2.0,3.0,0.0,9.0,9.0,4.0,0.0,9.0,4.0,1.0,2.0,3.0,3,0,1,13.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,0.0,65.0,95.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,2.0,4.0,9.0,2.0,3.0,1.0,0,5.0,3.0,0.0,0.0,0,9.0,9.0,9.0,1,23,1,1,3,0,6,1,0,410,1026,0,11390.0,887,5456,0.0,0.0,60389.0,21728.0,2237.0,12852.0,6193.0,17379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687.0,607.0,62.0,359.0,173.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60389.0,1687.0,0.0, , ,1, ,1,9.0,9.0,0,5.0,1,9.0,1,0,0,1,0,0,0,5.0,9.0,1.0,1,9.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0.0,0,0,0,0,0,5,0,2
1405,2001,United States,2453,1,Northeast,1,New England,2,1.0,10.0,0.0,1,9,1.0,1,0,4,6,0,5,1,4,1,1.0,3.0,2.0,5.0,1.0,3.0,2.0,5.0,0.0,9.0,4.0,1.0,1.0,9.0,1,1,1,20.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,75.0,96.0,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.0,2.0,4.0,9.0,1.0,3.0,1.0,0,1.0,3.0,3.0,0.0,0,1.0,9.0,9.0,1,89,0,1,2,1,5,0,0,286,1432,0,32819.0,671,5978,0.0,1192.0,18002.0,0.0,501.0,0.0,6882.0,12513.0,0.0,0.0,0.0,0.0,122657.0,90853.0,23058.0,8746.0,0.0,0.0,0.0,0.0,1545.0,1144.0,291.0,110.0,532.0,0.0,15.0,0.0,203.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140659.0,2077.0,0.0, , ,1,1,1,0.0,9.0,0,5.0,2,9.0,1,0,0,0,1,1,1,1.0,9.0,1.0,1,9.0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9.0,9.0,0.0,0,0,0,0,0,3,0,1
423,2001,United States,1439,1,Northeast,2,Middle Atlantic,2,1.0,20.0,1.0,1,9,4.0,2,1,5,12,1,5,2,3,1,1.0,4.0,2.0,3.0,0.0,9.0,9.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,2,1,1,30.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,70.0,96.0,65.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,4.0,3.0,0.0,3.0,9.0,2,1.0,2.0,1.0,1.0,0,1.0,9.0,9.0,1,65,0,1,3,1,6,0,0,1446,1340,506,19630.0,1045,4781,0.0,1304.0,44987.0,1118.0,6569.0,0.0,3071.0,40569.0,0.0,0.0,0.0,0.0,134182.0,67022.0,20413.0,46747.0,0.0,0.0,0.0,0.0,1402.0,700.0,213.0,489.0,1836.0,46.0,268.0,0.0,125.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179169.0,3238.0,0.0, , ,1,1,1,1.0,1.0,0,5.0,1,1.0,1,0,0,1,1,1,1,1.0,9.0,1.0,1,0.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9.0,9.0,0.0,0,0,0,0,0,9,0,3
11388,2009,United States,7202,1,Northeast,1,New England,2,1.0,10.0,1.0,3,6,3.0,1,0,2,5,0,41,1,4,0,1.0,3.0,22.0,5.0,0.0,3.0,22.0,3.0,1.0,2.0,2.0,5.0,3.0,3.0,2,0,1,13.0,2.0,3.0,3.0,1.0,2.0,3.0,5.0,0.0,65.0,65.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,0,3.0,5.0,2.0,2.0,0,1.0,1.0,1.0,2,54,1,1,2,1,8,0,1,0,1070,1350,5414.54,223,7982,0.0,0.0,20080.0,0.0,0.0,0.0,2119.37,17960.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54922.0,47625.27,7296.43,0.0,0.0,0.0,0.0,0.0,899.0,0.0,0.0,0.0,94.89,804.11,0.0,0.0,0.0,0.0,858.0,743.88,114.29,0.0,396.0,75002.0,1757.0,1.0,1.0,5.0,1,1.0,1,0.0,0.0,0,5.0,1,1.0,0,1,1,1,0,1,1,5.0,1.0,1.0,0,0.0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1.0,0.0,0.0,0,0,0,0,0,6,7,2
12778,2009,United States,8677,1,Northeast,1,New England,4,1.0,10.0,1.0,1,7,3.0,1,0,2,5,0,42,3,1,1,1.0,3.0,22.0,3.0,0.0,3.0,22.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2,0,1,13.0,2.0,2.0,3.0,1.0,7.0,1.0,2.0,1.0,80.0,80.0,80.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,3.0,3.0,41.0,1.0,3,5.0,2.0,2.0,0.0,0,1.0,1.0,1.0,1,65,2,2,4,1,11,1,0,785,1308,0,4811.74,541,6145,0.0,1353.0,26300.0,2345.29,572.16,6130.02,1379.36,15873.16,0.0,0.0,0.0,0.0,138683.0,107407.5,0.0,31275.5,0.0,0.0,0.0,0.0,1612.0,1248.47,0.0,363.54,1052.0,93.81,22.89,245.2,55.18,634.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164983.0,2664.0,1.0,1.0,5.0,1,1.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,0,1,1,5.0,1.0,1.0,1,0.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,14,0,1
3846,2001,United States,4994,1,Northeast,2,Middle Atlantic,5,9.0,10.0,9.0,9,9,2.0,1,1,3,7,1,4,1,3,1,1.0,3.0,2.0,3.0,0.0,9.0,9.0,4.0,0.0,9.0,4.0,1.0,3.0,4.0,4,1,1,30.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,72.0,68.0,70.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.0,9.0,1.0,3.0,2.0,0.0,3.0,9.0,1,1.0,3.0,2.0,0.0,0,1.0,9.0,9.0,2,38,1,1,2,0,10,0,0,1064,1064,0,51553.0,638,5957,0.0,530.0,8827.0,0.0,1751.0,0.0,1181.0,7405.0,0.0,0.0,0.0,0.0,54537.0,30020.0,22622.0,1895.0,0.0,0.0,0.0,0.0,691.0,380.0,287.0,24.0,446.0,0.0,88.0,0.0,60.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63364.0,1137.0,0.0, , ,1,1,2,9.0,9.0,0,5.0,1,9.0,1,0,0,1,1,1,1,1.0,9.0,1.0,1,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,9.0,9.0,0.0,0,0,0,0,0,7,4,3
21219,2015,United States,15462,1,Northeast,1,New England,3,1.0,20.0,0.0,1,8,2.0,1,0,2,4,0,30,2,4,1,1.0,3.0,22.0,2.0,0.0,3.0,22.0,3.0,0.0,3.0,3.0,1.0,0.0,14.0,2,0,0,0.0,6.0,3.0,3.0,6.0,3.0,1.0,41.0,1.0,68.0,68.0,68.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2,5.0,42.0,1.0,1.0,0,1.0,1.0,1.0,1,43,0,1,4,3,2,1,0,468,1169,234,11015.25605,1169,5051,0.0,752.2739999999999,26750.141,0.0,3034.0690000000004,12061.419,1474.305,12488.015,0.0,0.0,0.0,0.0,76680.827,74244.268,0.0,2436.559,0.0,0.0,0.0,0.0,978.27,947.18,0.0,31.08,1969.04,0.0,223.33,887.82,108.52,919.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103430.968,2947.31,0.5,5.0,5.0,1,1.0,2,0.0,0.0,0,5.0,1,2.0,1,0,0,1,0,1,1,5.0,1.0,1.0,1,0.0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,7,5,5
