RECSYEAR,2001.0,2009.0,2015.0
BTUSPH,4621526759167.0,4204816757707.787,3945341517168.655
BTUWTH,1682475776662.0,1802390708036.0813,1745339527679.5283
BTUCOL,623682613332.0,635273087079.1571,730800803251.5044
BTUFRG,532752029092.0,484148643663.8462,302786060836.79736
BTUOTH,2862164282447.0,3032316062570.751,2803705227635.217
