0,BTUSPH,1875830418.0
0,BTUWTH,218532636.0
0,BTUCOL,139612788.0
0,BTUFRG,106450470.0
0,BTUOTH,642127500.0
1,BTUSPH,1230241250.0
1,BTUWTH,725333750.0
1,BTUCOL,491797500.0
1,BTUFRG,100251250.0
1,BTUOTH,989833750.0
2,BTUSPH,0.0
2,BTUWTH,90542400.0
2,BTUCOL,0.0
2,BTUFRG,50915590.0
2,BTUOTH,137017930.0
3,BTUSPH,12884772219.0
3,BTUWTH,2248429690.0
3,BTUCOL,921688796.0
3,BTUFRG,928055682.0
3,BTUOTH,13305675894.0
4,BTUSPH,0.0
4,BTUWTH,61186688.0
4,BTUCOL,28533364.0
4,BTUFRG,50791712.0
4,BTUOTH,188947704.0
5,BTUSPH,0.0
5,BTUWTH,53052408.0
5,BTUCOL,0.0
5,BTUFRG,28987616.0
5,BTUOTH,74824812.0
6,BTUSPH,0.0
6,BTUWTH,79980044.0
6,BTUCOL,0.0
6,BTUFRG,67091964.0
6,BTUOTH,68222312.0
7,BTUSPH,0.0
7,BTUWTH,0.0
7,BTUCOL,40048124.0
7,BTUFRG,84512000.0
7,BTUOTH,165992132.0
8,BTUSPH,2065903200.0
8,BTUWTH,760195008.0
8,BTUCOL,163718496.0
8,BTUFRG,131519808.0
8,BTUOTH,922264128.0
9,BTUSPH,997940283.0
9,BTUWTH,319840543.0
9,BTUCOL,629184186.0
9,BTUFRG,421975380.0
9,BTUOTH,1368270915.0
10,BTUSPH,0.0
10,BTUWTH,108819764.0
10,BTUCOL,0.0
10,BTUFRG,71233052.0
10,BTUOTH,352932676.0
11,BTUSPH,1909142465.0
11,BTUWTH,289261121.0
11,BTUCOL,201341184.0
11,BTUFRG,188161535.0
11,BTUOTH,373772939.0
12,BTUSPH,1752228070.0
12,BTUWTH,132949593.0
12,BTUCOL,166480090.0
12,BTUFRG,145879435.0
12,BTUOTH,1050499417.0
13,BTUSPH,245358804.0
13,BTUWTH,153497784.0
13,BTUCOL,7708404.0
13,BTUFRG,36744408.0
13,BTUOTH,112122240.0
14,BTUSPH,670813040.0
14,BTUWTH,348876200.0
14,BTUCOL,31649440.0
14,BTUFRG,46971560.0
14,BTUOTH,371550640.0
15,BTUSPH,700040250.0
15,BTUWTH,499146648.0
15,BTUCOL,48416459.0
15,BTUFRG,61818939.0
15,BTUOTH,422656780.0
16,BTUSPH,527124930.0
16,BTUWTH,273894310.0
16,BTUCOL,90777420.0
16,BTUFRG,91580760.0
16,BTUOTH,602728150.0
17,BTUSPH,1220921202.0
17,BTUWTH,245261334.0
17,BTUCOL,0.0
17,BTUFRG,57704622.0
17,BTUOTH,520254012.0
18,BTUSPH,546243768.0
18,BTUWTH,846679824.0
18,BTUCOL,506849472.0
18,BTUFRG,265485024.0
18,BTUOTH,2300856984.0
19,BTUSPH,40300720.0
19,BTUWTH,61662120.0
19,BTUCOL,133988120.0
19,BTUFRG,74243480.0
19,BTUOTH,162043880.0
20,BTUSPH,27551160.0
20,BTUWTH,55640560.0
20,BTUCOL,64723360.0
20,BTUFRG,66943600.0
20,BTUOTH,107681640.0
21,BTUSPH,21260480.0
21,BTUWTH,49114400.0
21,BTUCOL,89650600.0
21,BTUFRG,59105480.0
21,BTUOTH,63815080.0
22,BTUSPH,292569657.0
22,BTUWTH,142149164.0
22,BTUCOL,44364401.0
22,BTUFRG,44429787.0
22,BTUOTH,254318847.0
23,BTUSPH,2260950510.0
23,BTUWTH,499003050.0
23,BTUCOL,14024738.0
23,BTUFRG,50809759.0
23,BTUOTH,469110733.0
24,BTUSPH,244212332.0
24,BTUWTH,216928712.0
24,BTUCOL,0.0
24,BTUFRG,67969720.0
24,BTUOTH,284515504.0
25,BTUSPH,250937505.0
