,REGIONC,DIVISION,CELLAR,STORIES,PRKGPLC1,YEARMADE,OCCUPYY,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,WINDOWS,ADQINSUL,DRAFTY,FUELPOOL,SIZRFRI1,TYPERFR1,AGERFRI1,SIZRFRI2,TYPERFR2,AGERFRI2,NUMFREEZ,SIZFREEZ,AGEFRZR,STOVENFUEL,OVENUSE,AMTMICRO,NUMMEAL,DWASHUSE,WASHLOAD,WASHTEMP,EQUIPM,FUELHEAT,EQUIPAGE,PROTHERM,TEMPHOME,TEMPGONE,TEMPNITE,ELECAUX,AGECENAC,USECENAC,NUMBERAC,WWACAGE,USEWWAC,NUMCFAN,FUELH2O,WHEATAGE,WHEATSIZ,LGTOUTNUM,ESDISHW,PGASHEAT,HHSEX,HHAGE,EMPLOYHH,HOUSEHOLDER_RACE,NHSLDMEM,MONEYPY,TOTCSQFT,TOTHSQFT,TOTUSQFT,CDD65,HDD65,GALLONLP,CUFEETNG,BTUEL,BTUELSPH,BTUELCOL,BTUELWTH,BTUELRFG,BTUELOTH,BTUFO,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,TOTALBTU,WOODAMT,RECBATH,NUMFRIG,LPWATER,TVAUDIOEQUIP,PCOFFEQUIP,PHONE
1001,3,5,1,20,1,13,3,4,3,1,7,15,6,1,3,99,4,2,1,9,9,99,0,9,99,9,2,4,2,20,5,2,3,1,1,0,70,65,68,1,1,2,0,99,9,0,1,1,3,0,-9,1,2,49,1,1,4,10,11088,11688,0,1125,4263,0.0,2042.0,103162.0,2109.0,33363.0,0.0,7691.0,74470.0,0.0,2094.0,43.0,677.0,0.0,156.0,1511.0,327755.0,0.0,0,1,0,12,8,2
1002,3,7,0,20,0,1,9,1,1,0,3,5,3,2,3,99,2,3,2,9,9,99,0,9,99,1,3,3,1,99,9,9,6,1,3,9,72,72,72,0,99,9,1,3,2,2,1,4,2,0,-9,2,2,54,1,2,2,6,1550,1550,0,3086,1189,0.0,279.0,11463.0,0.0,4555.0,0.0,2125.0,4783.0,0.0,362.0,0.0,144.0,0.0,67.0,151.0,40168.0,0.0,0,1,0,2,0,0
1003,3,7,9,99,9,7,9,0,1,0,1,2,1,3,3,99,3,2,1,9,9,99,0,9,99,1,1,9,2,11,9,9,3,5,96,0,70,70,70,0,96,3,0,99,9,1,1,0,0,0,-9,9,2,45,1,1,2,2,258,258,0,2642,2294,0.0,83.0,20390.0,3914.0,5704.0,0.0,3287.0,7485.0,0.0,490.0,94.0,137.0,0.0,79.0,180.0,28886.0,0.0,0,1,0,4,2,1
1004,4,8,0,10,0,2,9,3,2,0,3,8,4,2,4,99,5,2,3,3,2,3,1,4,4,1,3,4,2,99,3,2,3,1,3,0,68,68,68,1,3,2,0,99,9,3,5,2,3,1,-9,1,1,84,0,7,4,7,1640,1640,0,5161,1093,0.0,205.0,58004.0,908.0,18924.0,8487.0,9096.0,28294.0,0.0,1380.0,22.0,450.0,202.0,216.0,673.0,86804.0,0.0,0,2,0,7,0,2
1005,4,8,1,20,1,5,9,3,3,0,3,9,4,1,4,99,4,2,2,3,2,4,0,9,99,1,3,2,2,13,2,1,3,1,5,1,70,60,60,1,5,1,0,99,9,0,1,3,2,1,-9,1,2,65,0,1,2,9,2529,2529,400,663,5576,0.0,812.0,26958.0,1125.0,2510.0,0.0,5703.0,21107.0,0.0,592.0,25.0,55.0,0.0,125.0,463.0,114000.0,0.0,0,2,0,12,4,3
1006,4,9,9,99,0,5,9,3,2,0,4,9,4,2,4,99,3,2,4,9,9,99,1,3,4,9,3,4,2,13,2,3,3,1,3,1,68,68,95,1,4,1,0,99,9,0,1,2,2,0,-9,1,2,75,0,1,2,5,1848,1056,792,106,4670,0.0,831.0,26344.0,1440.0,633.0,0.0,4885.0,26941.0,0.0,490.0,27.0,12.0,0.0,91.0,501.0,119409.0,0.0,0,1,0,9,4,2
1007,4,9,0,20,9,3,9,3,1,1,3,8,4,3,3,99,4,2,2,9,9,99,0,9,99,1,3,3,4,13,2,2,3,1,5,1,65,95,65,0,99,9,0,99,9,0,1,1,2,0,-9,1,1,59,1,1,2,10,0,1875,0,135,2642,0.0,586.0,10649.0,0.0,0.0,0.0,2293.0,9435.0,0.0,386.0,0.0,0.0,0.0,83.0,342.0,72027.0,0.0,0,1,0,2,2,3
1008,4,9,9,99,9,1,9,1,1,0,3,5,3,3,2,99,3,2,96,9,9,99,0,9,99,1,5,4,4,13,9,9,3,1,5,1,68,68,68,0,99,9,0,99,9,0,1,5,6,0,-9,1,1,32,1,7,2,10,0,804,0,135,2642,0.0,316.0,14747.0,0.0,0.0,0.0,2789.0,13686.0,0.0,473.0,0.0,0.0,0.0,89.0,439.0,48941.0,0.0,0,1,0,5,3,3
1009,1,1,1,20,9,1,2,2,1,0,3,6,4,3,2,99,3,2,96,9,9,99,0,9,99,1,2,3,3,99,9,9,3,1,96,0,70,50,70,0,99,9,0,99,9,0,1,96,2,0,-9,1,2,30,1,1,3,8,0,1227,1226,903,5053,0.0,1109.0,12768.0,0.0,0.0,0.0,3796.0,8972.0,0.0,502.0,0.0,0.0,0.0,149.0,353.0,126902.0,0.0,0,1,0,6,0,2
1010,1,1,1,20,9,5,3,2,1,0,2,5,3,2,2,99,3,2,3,9,9,99,0,9,99,1,5,2,3,99,9,9,7,1,96,9,96,96,96,0,99,9,0,99,9,0,1,96,2,0,-9,1,2,27,0,41,4,1,0,1266,0,903,5053,0.0,890.0,34550.0,0.0,0.0,0.0,10852.0,23698.0,0.0,1170.0,0.0,0.0,0.0,367.0,803.0,126131.0,0.0,0,1,0,1,1,2
1011,1,2,1,10,0,1,9,2,1,0,2,5,3,3,3,99,3,2,3,9,9,99,0,9,99,1,2,4,3,99,3,2,2,1,4,0,68,58,64,1,99,9,1,3,3,2,1,2,3,0,-9,1,1,30,1,1,2,8,805,1610,0,653,6217,0.0,1178.0,23649.0,1584.0,3886.0,0.0,3390.0,19767.0,0.0,887.0,59.0,146.0,0.0,127.0,742.0,149843.0,0.0,0,1,0,4,0,3
1012,1,2,1,20,1,9,9,4,2,2,4,12,4,1,4,99,3,2,3,9,9,99,0,9,99,1,3,4,2,20,2,2,4,5,3,0,70,66,68,0,3,3,0,99,9,5,5,3,3,1,-9,9,2,40,1,1,4,8,3271,3271,400,801,5235,0.0,0.0,64802.0,18771.0,7646.0,10636.0,2693.0,29201.0,0.0,1526.0,442.0,180.0,251.0,63.0,688.0,68947.0,0.0,0,1,0,8,6,3
1013,1,2,0,20,0,8,9,2,1,1,3,7,3,1,4,99,3,2,4,9,9,99,0,9,99,1,3,4,3,20,2,1,4,5,4,0,70,70,70,1,4,3,0,99,9,0,5,4,2,1,-9,9,1,29,1,1,4,8,1949,1949,0,714,5631,0.0,0.0,27381.0,8628.0,2618.0,4435.0,1861.0,12033.0,0.0,724.0,228.0,69.0,118.0,49.0,318.0,29575.0,0.0,0,1,0,5,3,3
1014,2,3,1,20,1,9,9,4,2,1,3,10,4,1,3,99,5,2,4,9,9,99,0,9,99,1,3,2,4,20,3,2,3,1,3,0,72,72,72,0,3,2,0,99,9,5,1,3,3,1,-9,1,2,46,1,1,2,10,4478,4478,400,974,4752,0.0,874.0,60833.0,0.0,13544.0,0.0,10458.0,44095.0,0.0,1168.0,0.0,260.0,0.0,201.0,847.0,158032.0,0.0,0,1,0,7,6,3
1015,2,3,1,10,1,4,9,3,1,1,4,9,3,1,4,99,3,2,4,9,9,99,0,9,99,1,3,2,3,13,2,2,3,1,3,0,70,70,68,0,3,1,0,99,9,3,1,4,2,0,-9,1,1,69,0,1,1,6,2800,2800,400,620,6215,0.0,1011.0,13655.0,0.0,1724.0,0.0,3055.0,10240.0,0.0,243.0,0.0,31.0,0.0,54.0,182.0,119051.0,0.0,0,1,0,7,0,3
1016,2,3,1,40,1,4,9,4,1,1,3,9,4,1,4,99,3,2,1,3,2,4,0,9,99,1,3,3,3,12,4,2,3,1,3,1,70,70,70,0,3,2,0,99,9,1,1,4,2,0,-9,1,1,31,0,1,5,6,4288,2956,1732,620,6215,0.0,893.0,47202.0,0.0,8198.0,0.0,10816.0,36249.0,0.0,1237.0,0.0,215.0,0.0,283.0,950.0,147153.0,0.0,0,2,0,10,5,3
1017,2,3,1,40,1,5,9,4,1,0,3,8,4,1,4,99,4,2,3,9,9,99,1,2,2,1,3,4,3,30,3,3,3,1,5,0,70,70,70,0,99,9,0,99,9,4,1,1,3,1,-9,1,1,37,1,1,5,8,0,4532,400,620,6215,0.0,1213.0,22724.0,0.0,0.0,0.0,2305.0,27301.0,0.0,557.0,0.0,0.0,0.0,56.0,670.0,154424.0,0.0,0,1,0,7,3,3
1018,2,3,9,99,0,5,9,2,1,0,2,5,3,1,4,99,3,1,4,3,2,4,0,9,99,1,5,3,5,99,3,3,3,1,3,0,70,70,70,0,99,9,0,99,9,0,5,3,1,0,-9,1,1,50,1,1,3,3,0,576,0,620,6215,0.0,628.0,17152.0,0.0,0.0,4736.0,3987.0,10646.0,0.0,353.0,0.0,0.0,98.0,82.0,219.0,83990.0,0.0,0,2,0,4,0,2
1019,2,3,1,10,1,3,9,3,1,2,4,10,4,1,4,99,3,2,3,3,2,4,1,4,4,1,3,2,3,13,2,2,2,1,5,0,68,64,68,1,4,1,0,99,9,4,1,3,3,1,-9,1,1,50,2,1,2,10,3692,4092,0,1072,5409,0.0,1895.0,52316.0,1375.0,5981.0,0.0,11291.0,42289.0,0.0,1148.0,30.0,131.0,0.0,248.0,928.0,255932.0,100.0,0,3,0,10,2,2
1020,3,5,1,10,0,11,3,2,1,0,2,5,3,2,4,99,3,2,1,9,9,99,0,9,99,1,5,4,4,99,9,9,3,5,1,0,65,55,65,0,1,3,0,99,9,0,5,1,3,1,-9,9,1,44,1,2,2,1,553,512,41,2726,992,0.0,0.0,56557.0,4571.0,15434.0,14833.0,5411.0,16308.0,0.0,1223.0,99.0,334.0,321.0,117.0,352.0,56557.0,0.0,0,1,0,5,0,1
1021,3,5,1,10,1,2,9,3,2,0,3,8,4,1,4,99,4,2,2,9,9,99,1,2,2,1,4,1,4,99,3,3,4,5,4,0,75,75,75,0,4,2,0,99,9,4,5,2,2,0,-9,9,2,54,1,1,4,8,4370,3345,1275,2726,992,0.0,0.0,53019.0,5961.0,17880.0,7723.0,4688.0,22342.0,0.0,1156.0,130.0,390.0,168.0,102.0,488.0,58594.0,0.0,0,1,0,4,0,3
1022,3,5,0,10,9,5,1,1,1,0,1,3,3,1,3,99,1,1,2,9,9,99,0,9,99,1,4,9,3,99,9,9,7,1,5,0,60,95,95,0,99,9,1,2,1,0,1,96,3,0,-9,1,1,46,0,2,1,2,144,288,0,1669,2742,0.0,141.0,10874.0,0.0,1756.0,0.0,3325.0,5793.0,0.0,284.0,0.0,46.0,0.0,87.0,151.0,25383.0,0.0,0,1,0,2,0,1
1023,3,6,0,10,0,5,2,1,1,0,2,4,2,2,4,99,4,2,3,9,9,99,1,3,4,1,1,3,2,20,2,3,3,1,1,0,68,60,65,0,3,2,0,99,9,0,5,3,1,0,-9,1,1,24,1,1,2,5,739,739,0,1430,3424,0.0,176.0,21233.0,0.0,3742.0,4637.0,2480.0,14367.0,0.0,426.0,0.0,75.0,93.0,50.0,288.0,43286.0,0.0,0,1,0,4,2,2
1024,3,6,1,10,9,1,2,2,1,0,4,7,4,2,3,99,4,2,3,9,9,99,0,9,99,1,4,2,4,99,2,3,3,1,3,0,75,75,75,0,3,3,0,99,9,0,1,3,3,1,-9,1,2,24,1,1,2,6,1100,1100,0,1626,3836,0.0,749.0,33021.0,0.0,9383.0,0.0,3936.0,22099.0,0.0,552.0,0.0,157.0,0.0,66.0,369.0,112490.0,0.0,0,1,0,7,5,2
1025,3,6,1,10,9,1,2,2,1,0,3,6,3,2,3,99,3,2,3,9,9,99,0,9,99,1,2,2,3,99,9,9,3,1,96,0,70,60,70,0,96,1,0,99,9,1,1,96,2,0,-9,1,2,24,1,1,2,5,938,938,0,1626,3836,0.0,607.0,18548.0,0.0,5404.0,0.0,3821.0,9323.0,0.0,357.0,0.0,104.0,0.0,74.0,179.0,81048.0,0.0,0,1,0,8,0,2
1026,3,7,9,99,0,7,3,3,2,0,2,7,4,2,4,99,4,2,1,9,9,99,0,9,99,1,5,4,3,99,3,1,3,1,4,0,76,60,76,0,4,3,0,99,9,1,1,2,2,1,-9,1,1,29,1,1,3,4,1050,840,210,2995,1542,0.0,423.0,54323.0,0.0,18884.0,0.0,9199.0,32550.0,0.0,1102.0,0.0,383.0,0.0,187.0,660.0,104193.0,0.0,0,1,0,6,0,1
1027,3,7,0,10,0,2,9,2,1,0,3,6,4,3,1,99,4,2,4,9,9,99,1,4,5,1,5,4,5,99,2,3,10,5,3,9,96,96,96,0,99,9,1,3,2,2,1,4,2,0,-9,1,1,58,0,2,1,2,418,418,626,2502,1562,0.0,201.0,25375.0,5894.0,2547.0,0.0,4852.0,18267.0,0.0,609.0,141.0,61.0,0.0,117.0,438.0,52243.0,0.0,0,1,0,3,0,1
1028,3,7,0,10,0,1,9,1,1,0,2,4,3,3,3,99,3,1,5,9,9,99,0,9,99,1,5,9,4,99,1,2,7,1,96,9,96,96,96,0,99,9,1,96,1,0,1,96,2,0,-9,1,1,83,0,2,1,2,616,616,0,2502,1562,0.0,675.0,3968.0,0.0,842.0,0.0,1981.0,1145.0,0.0,100.0,0.0,21.0,0.0,50.0,29.0,73426.0,0.0,0,1,0,5,0,0
1029,3,7,0,10,0,3,9,3,1,0,2,6,4,3,2,99,3,2,3,9,9,99,0,9,99,9,9,1,4,99,2,2,10,5,1,9,96,95,96,0,99,9,2,2,1,6,1,3,3,1,-9,9,2,46,2,2,1,4,635,1906,1270,2502,1562,0.0,518.0,15811.0,6643.0,1136.0,0.0,2503.0,5529.0,0.0,395.0,166.0,28.0,0.0,63.0,138.0,69113.0,0.0,0,1,0,4,0,2
1030,1,1,1,20,1,8,2,4,2,0,3,9,5,1,3,99,3,2,3,2,3,5,0,9,99,1,3,3,3,20,2,2,2,3,4,0,68,66,66,1,99,9,0,99,9,0,3,0,0,0,-9,9,2,49,2,1,2,8,0,3425,400,447,6822,0.0,0.0,28521.0,3179.0,0.0,0.0,5504.0,25024.0,93061.0,1008.0,112.0,0.0,0.0,195.0,885.0,126768.0,0.0,0,2,0,12,0,2
1031,1,1,1,20,9,2,2,2,1,0,3,6,3,3,2,99,4,2,4,9,9,99,0,9,99,1,2,3,3,99,2,3,7,3,5,0,70,70,70,0,99,9,0,99,9,1,5,2,5,0,-9,9,2,23,1,1,3,5,0,714,714,590,6433,23.0,0.0,28265.0,0.0,0.0,9885.0,5217.0,16068.0,57654.0,1005.0,0.0,0.0,351.0,186.0,571.0,90926.0,0.0,0,1,0,5,0,1
1032,1,1,1,10,0,2,1,3,1,0,2,6,3,1,4,99,4,2,3,9,9,99,0,9,99,1,3,3,3,99,2,2,2,3,3,0,68,60,65,0,99,9,1,4,1,0,3,0,0,0,-9,9,2,39,1,1,1,7,317,792,792,590,6433,0.0,0.0,11758.0,0.0,597.0,0.0,2554.0,10502.0,63520.0,467.0,0.0,24.0,0.0,101.0,417.0,77173.0,0.0,0,1,0,7,2,3
1033,1,1,1,20,1,7,2,3,2,1,4,10,5,2,3,99,3,2,3,3,2,2,0,9,99,9,3,4,1,30,3,3,2,3,4,0,70,63,63,0,4,1,0,99,9,0,3,4,6,1,-9,9,1,36,0,1,4,8,2233,3126,400,590,6433,0.0,0.0,25643.0,0.0,2117.0,0.0,4008.0,25482.0,151244.0,889.0,0.0,73.0,0.0,139.0,884.0,182851.0,0.0,0,2,0,5,2,3
1034,2,3,1,10,9,1,1,2,1,0,3,6,4,3,3,99,3,2,3,3,2,4,2,3,5,1,3,4,3,99,3,2,3,1,3,0,68,68,68,1,3,1,0,99,9,0,1,3,1,0,-9,1,2,58,2,1,3,5,2685,2685,0,693,6877,0.0,1035.0,37143.0,1288.0,3200.0,0.0,5700.0,37139.0,0.0,862.0,30.0,74.0,0.0,132.0,862.0,153829.0,0.0,0,2,0,8,2,1
1035,2,3,1,10,0,5,3,1,1,0,2,4,3,2,4,99,4,2,96,9,9,99,0,9,99,1,2,1,3,99,2,2,3,2,96,1,70,70,70,0,99,9,1,96,1,0,5,96,3,0,-9,9,2,39,2,1,4,2,1168,876,876,693,6877,499.0,0.0,22546.0,0.0,1040.0,8286.0,3207.0,11751.0,0.0,608.0,0.0,28.0,223.0,87.0,317.0,69858.0,0.0,0,1,0,3,0,1
1036,2,3,1,20,1,4,9,3,1,1,3,8,4,2,4,99,3,2,4,9,9,99,1,1,5,1,4,4,3,20,4,2,3,1,5,0,70,68,65,0,5,1,0,99,9,2,1,5,2,0,-9,1,2,70,1,1,3,5,942,942,400,697,5598,0.0,989.0,30626.0,0.0,2818.0,0.0,3873.0,30982.0,0.0,847.0,0.0,78.0,0.0,107.0,857.0,139455.0,0.0,0,1,0,10,0,3
1037,2,3,1,20,0,1,1,3,1,1,5,10,4,3,2,99,3,2,1,9,9,99,0,9,99,1,1,4,3,99,4,1,3,3,2,0,69,69,69,1,99,9,0,99,9,1,5,96,2,0,-9,9,1,37,0,1,4,6,0,2312,1156,697,5598,0.0,0.0,35430.0,1150.0,0.0,10039.0,2177.0,27475.0,43133.0,967.0,31.0,0.0,274.0,60.0,750.0,85324.0,0.0,0,1,0,8,0,2
1038,2,3,1,10,0,4,9,2,1,2,2,7,4,1,4,99,3,2,2,9,9,99,0,9,99,1,3,3,3,13,2,2,3,1,4,0,72,72,72,0,3,3,0,99,9,3,1,4,2,0,-9,1,2,50,1,1,2,7,2813,2813,0,735,5800,0.0,821.0,28367.0,0.0,7997.0,0.0,3503.0,19180.0,0.0,832.0,0.0,234.0,0.0,103.0,563.0,115161.0,0.0,0,1,0,7,2,2
1039,2,3,1,10,0,3,9,3,1,0,2,6,4,2,4,99,4,2,3,3,1,5,2,4,3,1,4,4,3,99,3,2,3,2,1,0,72,65,65,0,4,2,0,99,9,4,5,4,3,1,-9,9,2,60,1,1,2,5,2619,2619,0,735,5800,610.0,0.0,68817.0,0.0,6327.0,10065.0,12426.0,50481.0,0.0,1369.0,0.0,126.0,200.0,247.0,1005.0,135010.0,0.0,0,3,0,7,5,1
1040,2,3,1,10,0,5,9,3,1,2,2,8,3,3,3,99,3,2,4,9,9,99,0,9,99,1,4,2,4,99,3,2,3,1,1,0,56,56,56,0,99,9,1,4,1,1,1,4,1,0,-9,1,2,27,1,1,1,6,675,864,823,735,5800,0.0,469.0,13372.0,0.0,927.0,0.0,2935.0,12679.0,0.0,428.0,0.0,30.0,0.0,94.0,405.0,64801.0,0.0,0,1,0,6,2,2
1041,2,4,1,20,0,1,9,3,1,0,2,6,4,3,4,99,4,2,3,9,9,99,2,3,4,1,2,3,2,20,3,3,3,1,5,0,68,55,55,1,4,1,0,99,9,6,1,4,3,1,-9,1,2,73,0,1,2,5,880,2200,0,980,5771,0.0,1225.0,73580.0,2732.0,2926.0,0.0,7413.0,89301.0,0.0,1143.0,42.0,46.0,0.0,115.0,1387.0,228425.0,0.0,0,1,0,3,1,2
1042,3,5,9,99,0,7,2,3,1,0,2,6,3,2,2,99,2,1,4,9,9,99,0,9,99,1,3,9,1,99,9,9,4,5,3,0,65,50,65,0,3,0,0,99,9,1,5,4,2,0,-9,9,1,41,0,42,4,4,0,715,0,1643,2932,0.0,0.0,50337.0,10144.0,0.0,14402.0,5957.0,19834.0,0.0,1249.0,252.0,0.0,357.0,148.0,492.0,50337.0,0.0,0,1,0,2,0,2
1043,3,5,1,10,0,9,2,3,2,0,3,8,4,1,4,99,3,2,3,3,2,4,1,4,4,1,3,4,1,30,4,3,4,5,3,0,72,72,72,1,3,3,0,99,9,2,5,3,3,0,-9,9,1,54,0,1,4,6,3240,1620,1620,1643,2932,0.0,0.0,71959.0,9308.0,12527.0,16753.0,6705.0,38867.0,0.0,1738.0,225.0,302.0,405.0,162.0,939.0,84160.0,0.0,0,2,0,8,2,3
1044,3,5,1,10,0,2,9,3,2,0,3,8,4,2,3,99,4,2,2,4,2,5,1,5,3,1,2,2,3,13,3,2,3,2,3,0,68,60,65,1,3,3,0,99,9,3,5,2,2,0,-9,9,1,54,1,1,4,8,3840,1920,1920,1643,2932,942.0,0.0,118188.0,2084.0,23326.0,15345.0,19391.0,72588.0,0.0,2831.0,50.0,559.0,368.0,464.0,1739.0,218767.0,25.0,1,3,0,10,2,3
1045,3,5,1,10,0,4,9,3,2,0,7,12,5,1,4,99,4,2,5,9,9,99,2,4,4,9,9,3,3,99,2,2,3,2,4,1,70,65,65,1,4,3,0,99,9,1,5,5,2,1,-9,9,1,55,0,1,2,6,2322,1161,3483,1643,2932,630.0,0.0,68544.0,3527.0,11932.0,8222.0,6789.0,52877.0,0.0,1712.0,88.0,298.0,205.0,170.0,1320.0,140885.0,25.0,0,1,0,5,3,3
1046,3,6,0,10,0,3,9,3,1,0,3,7,4,3,2,99,4,2,2,9,9,99,1,3,2,1,2,4,3,99,3,3,3,1,1,0,74,70,70,0,1,3,0,99,9,5,1,4,2,0,-9,1,2,44,1,1,3,8,1720,1720,0,1907,2760,0.0,948.0,54838.0,0.0,13241.0,0.0,6302.0,43432.0,0.0,1042.0,0.0,251.0,0.0,120.0,826.0,160524.0,0.0,0,1,0,9,5,2
1047,3,6,0,10,0,4,9,3,1,0,4,8,4,1,4,99,4,2,5,9,9,99,0,9,99,1,5,4,4,99,2,2,5,5,5,9,72,72,72,0,99,9,3,2,3,1,5,4,2,1,-9,9,1,89,0,1,1,2,1000,1000,400,1206,3568,0.0,0.0,55742.0,28321.0,5773.0,4052.0,6308.0,14364.0,0.0,1000.0,508.0,104.0,73.0,113.0,257.0,58818.0,0.0,0,1,0,3,0,1
1048,3,7,9,99,1,1,9,2,1,1,2,6,3,6,3,99,3,2,96,9,9,99,0,9,99,1,3,2,4,99,9,9,3,5,5,0,96,96,68,0,5,2,0,99,9,2,5,96,6,0,-9,9,2,97,1,1,1,5,720,720,400,2916,2022,0.0,0.0,72974.0,19660.0,20226.0,10301.0,10461.0,12326.0,0.0,1376.0,371.0,381.0,194.0,197.0,233.0,72974.0,0.0,0,1,0,1,0,0
1049,3,7,1,10,1,5,9,3,2,0,3,8,4,1,4,99,3,3,2,9,9,99,1,2,4,9,9,4,5,13,3,2,4,5,5,0,68,62,68,0,5,1,0,99,9,1,5,2,6,0,-9,9,1,60,1,1,1,5,1098,712,1883,2916,2022,0.0,0.0,73066.0,14269.0,10072.0,9062.0,6041.0,50395.0,0.0,1370.0,268.0,189.0,170.0,113.0,944.0,89839.0,0.0,0,1,0,3,0,1
1050,3,7,1,10,1,5,9,4,2,1,4,11,4,1,3,99,4,1,5,9,9,99,1,3,5,9,9,3,4,30,3,2,3,1,1,0,73,70,70,1,2,3,0,99,9,6,1,2,1,1,-9,1,1,35,0,1,3,8,2615,1779,1236,2916,2022,0.0,816.0,88872.0,1939.0,30829.0,0.0,8986.0,66743.0,0.0,2228.0,49.0,773.0,0.0,225.0,1673.0,192444.0,25.0,0,1,0,10,4,3
1051,4,8,0,10,0,1,9,1,1,0,2,4,4,3,2,99,3,2,3,9,9,99,0,9,99,9,8,3,3,99,9,9,7,1,5,0,68,62,62,1,99,9,0,99,9,0,1,4,1,0,-9,1,2,37,1,1,1,3,0,648,0,346,7418,0.0,507.0,21837.0,4158.0,0.0,0.0,3855.0,13824.0,0.0,449.0,86.0,0.0,0.0,79.0,284.0,74007.0,0.0,0,1,0,2,2,2
1052,4,8,0,20,0,1,9,2,2,0,4,8,4,3,2,99,3,2,3,9,9,99,0,9,99,9,8,4,4,13,2,3,2,1,4,1,67,67,67,0,99,9,0,99,9,2,1,4,1,1,-9,1,2,22,1,1,2,5,0,1658,332,346,7418,0.0,1390.0,39910.0,0.0,0.0,0.0,4537.0,42618.0,0.0,784.0,0.0,0.0,0.0,89.0,837.0,190186.0,0.0,0,1,0,10,6,3
1053,4,8,1,10,0,1,2,1,1,0,4,6,3,3,1,99,3,2,3,9,9,99,0,9,99,9,8,2,5,99,3,2,7,1,5,9,65,57,63,1,99,9,0,99,9,1,1,3,2,0,-9,1,1,26,0,1,2,3,0,605,643,346,7418,0.0,1454.0,16466.0,1208.0,0.0,0.0,2059.0,16996.0,0.0,340.0,25.0,0.0,0.0,42.0,351.0,169880.0,0.0,0,1,0,8,6,2
1054,1,1,1,31,9,1,1,1,1,0,2,4,5,1,4,99,2,2,5,9,9,99,0,9,99,1,5,9,5,99,9,9,2,1,4,0,69,69,69,0,99,9,0,99,9,0,1,1,3,0,-9,1,2,64,0,1,1,4,0,615,0,820,5247,0.0,625.0,7094.0,0.0,0.0,0.0,2568.0,4526.0,0.0,330.0,0.0,0.0,0.0,119.0,211.0,71407.0,0.0,0,1,0,2,0,0
1055,1,2,1,20,0,4,9,2,1,0,2,5,2,2,3,99,4,2,4,3,1,4,0,9,99,9,5,4,2,99,2,2,2,1,5,9,70,70,70,0,99,9,5,2,1,2,1,5,3,0,-9,1,2,74,0,2,2,3,132,352,176,1251,4242,0.0,680.0,30824.0,0.0,1661.0,0.0,16887.0,12276.0,0.0,1275.0,0.0,69.0,0.0,698.0,508.0,100796.0,0.0,0,2,0,7,0,3
1056,3,5,1,20,0,5,1,3,1,0,3,7,4,2,3,99,3,2,96,9,9,99,1,4,4,1,4,4,5,99,2,3,3,1,2,0,75,70,80,0,99,9,0,99,9,0,1,3,2,0,-9,1,1,35,1,2,5,5,0,1421,711,1105,4364,0.0,1907.0,30602.0,0.0,0.0,0.0,4410.0,33245.0,0.0,745.0,0.0,0.0,0.0,107.0,810.0,233885.0,0.0,0,1,0,7,1,1
1057,3,7,0,10,1,7,2,4,2,0,3,9,4,2,3,99,4,2,1,9,9,99,0,9,99,9,8,3,4,13,5,2,3,1,4,0,74,74,74,0,4,3,0,99,9,4,1,4,3,1,-9,1,1,29,1,2,5,8,2112,2512,0,2580,2340,0.0,646.0,67114.0,0.0,21854.0,0.0,5041.0,53965.0,0.0,1834.0,0.0,597.0,0.0,138.0,1475.0,147333.0,0.0,0,1,0,10,4,2
1058,4,8,1,20,1,9,9,3,3,1,5,12,5,2,3,99,3,2,4,9,9,99,1,3,4,1,3,4,2,13,3,2,3,1,3,1,68,68,68,0,3,2,0,99,9,5,1,3,2,0,-9,1,2,46,1,1,4,9,1999,1976,623,426,6583,0.0,1241.0,48815.0,0.0,4909.0,0.0,5788.0,48184.0,0.0,1112.0,0.0,112.0,0.0,132.0,1098.0,186580.0,0.0,0,1,0,6,6,2
1059,4,8,1,40,1,9,9,4,2,1,5,12,4,1,4,99,4,2,3,4,1,4,1,2,4,1,2,4,3,13,2,2,3,1,3,1,72,68,68,0,2,2,0,99,9,2,1,3,3,1,-9,1,2,50,1,1,2,10,3254,4184,400,426,6583,0.0,1249.0,60143.0,0.0,6383.0,0.0,9557.0,53677.0,0.0,1362.0,0.0,145.0,0.0,216.0,1215.0,198139.0,0.0,1,2,0,6,5,2
1060,4,8,1,20,1,9,9,6,3,1,4,14,5,2,3,99,4,2,2,3,2,5,1,1,3,1,3,3,4,20,3,2,3,1,4,0,72,72,72,0,99,9,0,99,9,4,1,3,2,0,-9,1,2,42,1,1,5,10,0,5206,400,426,6583,0.0,1830.0,52487.0,0.0,0.0,0.0,6120.0,51398.0,0.0,1197.0,0.0,0.0,0.0,140.0,1171.0,245825.0,0.0,1,2,0,15,7,3
