,REGIONC,DIVISION,CELLAR,STORIES,PRKGPLC1,YEARMADE,OCCUPYY,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,WINDOWS,ADQINSUL,DRAFTY,FUELPOOL,SIZRFRI1,TYPERFR1,AGERFRI1,SIZRFRI2,TYPERFR2,AGERFRI2,NUMFREEZ,SIZFREEZ,AGEFRZR,STOVENFUEL,OVENUSE,AMTMICRO,NUMMEAL,DWASHUSE,WASHLOAD,WASHTEMP,EQUIPM,FUELHEAT,EQUIPAGE,PROTHERM,TEMPHOME,TEMPGONE,TEMPNITE,ELECAUX,AGECENAC,USECENAC,NUMBERAC,WWACAGE,USEWWAC,NUMCFAN,FUELH2O,WHEATAGE,WHEATSIZ,LGTOUTNUM,ESDISHW,PGASHEAT,HHSEX,HHAGE,EMPLOYHH,HOUSEHOLDER_RACE,NHSLDMEM,MONEYPY,TOTCSQFT,TOTHSQFT,TOTUSQFT,CDD65,HDD65,GALLONLP,CUFEETNG,BTUEL,BTUELSPH,BTUELCOL,BTUELWTH,BTUELRFG,BTUELOTH,BTUFO,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,TOTALBTU,WOODAMT,RECBATH,NUMFRIG,LPWATER,TVAUDIOEQUIP,PCOFFEQUIP,PHONE
10000,4,10,0,10,1,1984,5,2,2,0,3,5,41,2,4,-2,2,22,2,2,22,2,-2,-2,-2,1,6,1,2,-2,3,2,-2,-2,5,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,0,1,5,2,0,-2,-2,1,63,0,1,2,5,0,0,2240,358,2224,0.0,188.0,17029.0,0.0,0.0,0.0,4746.24,12282.76,0.0,442.0,0.0,0.0,0.0,123.19,318.81,36299.0,-2.0,0,2,0,3,0,2
10001,3,5,0,10,1,2006,8,3,2,0,2,5,20,2,4,5,4,21,2,-2,-2,-2,-2,-2,-2,5,4,3,3,13,2,1,3,5,2,0,72,68,72,0,2,2,-2,-2,-2,4,5,2,2,0,1,-2,1,66,0,1,1,9,1664,1664,400,4162,299,0.0,0.0,47826.0,2039.0,12494.25,3197.97,2567.87,27526.92,0.0,1701.0,72.52,444.38,113.74,91.33,979.03,47826.01,-2.0,0,1,0,2,3,0
10002,4,10,-2,-2,-2,1976,8,2,2,0,2,4,20,3,1,-2,3,22,2,-2,-2,-2,-2,-2,-2,5,4,3,4,13,-2,-2,5,5,1,-2,72,68,69,0,-2,-2,1,5,1,3,2,1,3,-2,-9,-2,2,30,1,1,2,23,286,858,286,1488,757,186.0,0.0,22393.0,3594.39,782.26,0.0,1642.72,16373.64,0.0,971.0,155.86,33.92,0.0,71.23,709.99,39387.01,-2.0,0,1,1,8,18,0
10003,3,5,1,10,1,2001,7,3,3,0,4,7,41,2,3,-2,3,22,3,-2,-2,-2,1,3,5,5,4,2,2,30,3,2,4,5,3,0,70,65,68,0,3,2,-2,-2,-2,1,5,1,2,0,0,-2,2,49,1,1,4,18,2122,2122,974,896,5049,207.0,0.0,72747.0,17206.01,5550.29,11914.73,3560.07,34515.9,0.0,1740.0,411.54,132.76,284.98,85.15,825.57,91630.0,-2.0,0,1,0,9,3,1
10004,2,4,1,10,1,1970,8,4,1,1,4,8,41,2,4,-2,3,22,3,3,22,3,-2,-2,-2,-2,6,3,6,12,2,3,3,1,2,0,68,68,68,0,3,3,-2,-2,-2,0,1,3,1,0,-9,1,2,34,1,1,1,9,1738,1738,463,1056,5045,0.0,431.0,46594.0,2124.48,7346.65,0.0,7460.16,29662.72,0.0,1072.0,48.88,169.03,0.0,171.64,682.46,90772.01,-2.0,1,2,0,18,6,0
10005,3,7,-2,-2,-2,2002,8,1,1,0,2,3,10,2,3,-2,3,22,2,-2,-2,-2,-2,-2,-2,5,6,3,2,13,-2,-2,3,5,3,1,75,65,65,0,3,1,-2,-2,-2,0,5,3,-2,-2,0,-2,2,30,1,1,2,5,576,576,0,3297,1336,0.0,0.0,13341.0,2652.37,1321.02,2661.55,1517.83,5188.25,0.0,666.0,132.41,65.95,132.87,75.77,259.0,13341.02,-2.0,0,1,0,11,3,0
10006,2,3,1,20,0,1920,8,2,1,0,3,5,41,2,4,-2,3,21,3,-2,-2,-2,-2,-2,-2,5,4,3,3,-2,-2,-2,3,1,1,1,63,63,63,0,3,1,-2,-2,-2,2,5,1,2,0,-2,1,2,57,0,1,2,10,1650,1650,738,365,7664,0.0,578.0,24986.0,2221.53,814.6,7844.61,2907.93,11197.34,0.0,874.0,77.71,28.49,274.4,101.72,391.68,84231.01,-2.0,0,1,0,7,0,2
10007,4,10,0,20,0,1967,7,3,2,0,5,8,42,1,3,-2,3,22,3,-2,-2,-2,-2,-2,-2,-2,2,3,3,30,4,2,5,5,5,-2,71,63,50,0,-2,-2,-2,-2,-2,0,5,2,2,0,1,-2,1,81,0,1,1,5,0,1674,239,267,5037,0.0,0.0,102568.0,33485.68,0.0,15775.36,8209.0,45097.96,0.0,1943.0,634.34,0.0,298.84,155.51,854.32,102568.0,1.0,0,1,0,5,3,2
10008,2,4,1,20,0,1940,8,4,1,0,4,8,41,3,2,-2,4,22,3,-2,-2,-2,-2,-2,-2,5,4,1,4,11,3,2,3,1,1,1,67,65,65,0,3,2,-2,-2,-2,0,5,3,2,0,-2,1,2,25,1,1,3,11,1584,1810,711,555,6936,0.0,533.0,64381.0,3249.74,3870.58,16885.07,6499.78,33875.83,0.0,2160.0,109.03,129.86,566.5,218.07,1136.54,119014.0,-2.0,0,1,0,4,0,2
10009,3,5,0,10,0,1955,8,3,1,0,2,5,41,3,2,-2,3,22,1,-2,-2,-2,-2,-2,-2,5,6,3,6,-2,2,3,4,5,1,1,74,78,74,0,1,2,-2,-2,-2,2,5,41,1,1,-2,-2,1,26,1,1,1,7,988,988,988,1692,3131,0.0,0.0,44902.0,12477.11,6220.9,7667.57,2810.73,15725.69,0.0,1411.0,392.08,195.49,240.95,88.32,494.16,44902.0,-2.0,0,1,0,3,0,0
10010,4,10,0,10,1,1985,6,3,2,0,4,7,30,2,3,-2,4,21,3,3,22,3,-2,-2,-2,5,4,3,3,13,2,3,3,1,2,1,68,63,68,0,2,1,-2,-2,-2,5,1,3,2,0,1,1,2,54,1,1,2,24,1224,1224,890,2499,1983,0.0,421.0,38539.0,0.0,3828.88,0.0,5314.76,29395.37,0.0,1957.0,0.0,194.43,0.0,269.88,1492.69,81692.01000000001,-2.0,1,2,0,8,3,1
10011,2,3,0,10,0,1960,4,3,1,0,3,6,30,2,4,-2,4,21,2,-2,-2,-2,1,1,41,5,2,3,2,-2,2,3,3,1,2,1,65,60,50,0,41,3,-2,-2,-2,2,1,3,2,0,-2,1,1,63,1,1,2,12,1200,1200,1200,614,6066,0.0,611.0,34690.0,2434.98,3026.12,0.0,4794.56,24434.35,0.0,918.0,64.44,80.08,0.0,126.88,646.61,97317.51,-2.0,0,1,0,6,4,2
10012,1,1,1,20,0,1931,4,2,1,0,4,6,42,2,3,-2,3,22,3,-2,-2,-2,-2,-2,-2,5,4,-2,4,11,2,2,2,3,2,1,69,69,69,0,-2,-2,2,2,1,0,3,2,2,0,-2,-2,2,64,0,1,2,12,561,1682,841,576,6002,0.0,0.0,17974.0,0.0,789.28,0.0,2140.65,15044.07,125792.0,995.0,0.0,43.69,0.0,118.5,832.81,143765.69,-2.0,0,1,0,5,3,2
10013,2,4,0,10,0,1965,7,3,1,1,4,7,41,3,1,-2,3,22,3,-2,-2,-2,1,2,2,5,4,1,3,11,3,3,3,1,5,1,70,65,65,0,-2,-2,-2,-2,-2,1,1,1,2,0,0,1,1,63,1,1,2,13,0,1008,0,476,7095,0.0,1078.0,25184.0,1545.68,0.0,0.0,2294.9,21343.43,0.0,652.0,40.02,0.0,0.0,59.41,552.57,135679.01,-2.0,0,1,0,13,6,1
10014,4,10,0,20,1,2002,7,2,2,0,3,5,30,1,4,-2,4,21,3,-2,-2,-2,-2,-2,-2,1,6,3,5,13,2,2,3,1,3,1,74,75,73,0,3,3,-2,-2,-2,2,1,3,3,0,1,1,1,45,0,1,1,14,1448,1448,1365,1208,1218,0.0,170.0,29807.0,0.0,6535.34,0.0,4376.91,18894.75,0.0,1621.0,0.0,355.41,0.0,238.03,1027.56,47232.0,-2.0,0,1,0,11,3,2
10015,4,10,-2,-2,-2,1990,8,1,1,0,4,5,10,3,1,-2,3,22,41,-2,-2,-2,-2,-2,-2,5,4,3,1,20,3,3,5,5,42,0,60,55,70,0,-2,-2,-2,-2,-2,1,5,2,2,-2,-2,-2,1,21,0,3,3,11,0,284,426,332,4896,0.0,0.0,32568.0,7067.34,0.0,7777.51,2358.06,15365.1,0.0,955.0,207.24,0.0,228.06,69.15,450.56,32568.01,-2.0,0,1,0,7,0,0
10016,1,2,1,-2,-2,1920,6,3,1,0,2,5,41,3,1,-2,3,22,1,-2,-2,-2,1,2,3,1,1,3,1,-2,5,2,2,1,2,-2,60,60,55,0,-2,-2,4,41,3,2,1,2,3,-2,-2,2,1,34,0,1,8,7,595,744,0,1071,4616,0.0,706.0,25047.0,0.0,8517.61,0.0,2034.6,14494.79,0.0,1260.0,0.0,428.48,0.0,102.35,729.17,97412.0,-2.0,0,1,0,0,0,2
10017,2,4,1,20,1,1920,8,5,3,0,8,13,50,2,3,-2,4,21,41,-2,-2,-2,-2,-2,-2,5,4,3,4,12,3,2,3,2,5,0,75,75,75,0,5,3,-2,-2,-2,2,5,3,3,0,-2,-2,1,30,1,1,2,12,1273,1091,2686,1319,4458,1059.0,0.0,46342.0,0.0,6613.74,11391.35,5209.44,23127.46,0.0,1719.0,0.0,245.33,422.55,193.24,857.89,143060.66,-2.0,0,1,0,3,3,2
10018,4,10,0,20,1,1989,6,3,2,0,4,7,41,1,4,-2,3,22,5,-2,-2,-2,-2,-2,-2,1,6,1,6,-2,2,3,3,1,5,1,68,60,72,0,-2,-2,-2,-2,-2,0,1,5,2,0,-2,1,1,51,1,4,1,18,0,617,1944,1959,1295,0.0,145.0,9810.0,742.61,0.0,0.0,2553.72,6513.67,0.0,352.0,26.65,0.0,0.0,91.63,233.72,24673.0,-2.0,0,1,0,3,5,2
10019,4,10,0,10,1,1940,7,3,1,1,4,7,30,1,4,-2,4,22,41,-2,-2,-2,-2,-2,-2,1,6,1,2,-2,2,2,8,7,42,-2,75,70,70,0,-2,-2,-2,-2,-2,2,1,42,2,0,-2,1,1,47,2,1,2,12,0,953,631,2167,2433,0.0,226.0,16797.0,0.0,0.0,0.0,5227.27,11569.73,0.0,611.0,0.0,0.0,0.0,190.15,420.86,39962.0,3.0,0,1,0,3,3,2
10020,3,5,0,10,0,1957,8,3,2,0,4,7,50,2,3,-2,4,23,41,-2,-2,-2,1,1,41,5,4,3,4,13,3,3,3,5,1,1,75,75,75,0,1,3,-2,-2,-2,2,5,3,3,2,-2,-2,2,53,1,2,2,18,1683,1683,0,2728,1679,0.0,0.0,47048.0,6829.83,10770.18,5750.26,4091.03,19606.71,0.0,1869.0,271.32,427.85,228.43,162.52,778.88,47048.01,-2.0,0,1,0,7,3,1
10021,3,5,0,20,0,1974,8,4,2,1,5,9,42,1,4,-2,5,22,2,-2,-2,-2,-2,-2,-2,5,2,3,2,30,4,3,4,5,3,1,68,65,71,0,3,3,-2,-2,-2,7,5,2,2,0,1,-2,1,31,1,1,4,15,2754,2754,0,2772,1653,0.0,0.0,62498.0,3647.45,18573.23,7887.84,2557.49,29831.99,0.0,2414.0,140.88,717.4,304.67,98.78,1152.27,62498.0,-2.0,1,1,0,16,5,1
10022,3,5,0,20,1,2004,8,4,3,0,5,9,50,2,4,-2,4,21,3,-2,-2,-2,-2,-2,-2,5,4,1,3,30,3,3,3,1,3,1,69,69,69,0,3,3,-2,-2,-2,5,1,3,1,0,-9,1,2,38,1,1,4,15,2540,2540,400,1808,3217,0.0,869.0,54125.0,0.0,16849.86,0.0,6662.86,30612.28,0.0,1384.0,0.0,430.86,0.0,170.37,782.77,143198.0,-2.0,0,1,0,8,3,0
10023,2,4,0,20,1,2007,8,3,2,1,2,5,41,2,3,-2,4,22,2,-2,-2,-2,-2,-2,-2,5,3,2,3,20,4,3,3,1,2,0,63,63,60,0,2,1,-2,-2,-2,2,5,2,3,0,1,1,1,35,0,1,5,16,992,992,400,1066,5186,0.0,616.0,15603.0,0.0,489.97,4895.87,925.95,9291.21,0.0,703.0,0.0,22.08,220.59,41.72,418.62,78743.0,-2.0,0,1,0,4,4,0
10024,2,3,1,20,0,1920,6,2,1,1,5,7,42,1,4,-2,3,21,41,-2,-2,-2,1,2,3,5,3,3,3,13,3,3,3,1,3,1,67,64,67,0,3,2,-2,-2,-2,3,5,3,2,0,1,1,2,54,2,1,2,22,2750,2750,1375,606,6211,0.0,910.0,48167.0,0.0,4412.82,8855.49,4427.55,30471.15,0.0,1651.0,0.0,151.26,303.54,151.76,1044.45,141442.01,-2.0,0,1,0,10,3,0
10025,3,7,0,10,1,1965,6,4,1,2,7,11,41,1,3,-2,5,21,41,-2,-2,-2,-2,-2,-2,5,5,1,4,-2,3,3,-2,-2,42,-2,-2,-2,-2,0,3,3,-2,-2,-2,0,1,3,3,1,-2,-2,2,48,1,1,2,24,1460,0,1860,3664,1254,0.0,98.0,66029.0,0.0,30370.09,0.0,9124.24,26534.67,0.0,1747.0,0.0,803.53,0.0,241.41,702.06,76074.0,-2.0,0,1,0,2,4,2
10026,4,8,0,31,1,1980,5,3,1,1,4,7,41,1,4,-2,4,21,2,1,3,41,1,1,1,5,4,3,3,11,2,2,3,1,3,1,68,65,70,0,-2,-2,-2,-2,-2,1,1,41,1,0,1,1,2,59,1,1,2,24,0,1344,400,326,6207,0.0,592.0,12167.0,0.0,0.0,0.0,2786.12,9380.88,0.0,364.0,0.0,0.0,0.0,83.35,280.65,72847.01,-2.0,0,2,0,8,3,2
10027,1,1,-2,-2,-2,1930,8,1,1,0,2,3,30,2,3,-2,3,22,1,-2,-2,-2,-2,-2,-2,1,4,2,3,-2,-2,-2,2,1,5,-2,68,68,69,0,-2,-2,1,2,1,0,1,2,2,-2,-2,2,2,31,0,1,2,23,214,643,0,570,5737,0.0,631.0,11393.0,0.0,412.13,0.0,3227.75,7753.11,0.0,556.0,0.0,20.11,0.0,157.52,378.37,76071.0,-2.0,0,1,0,2,4,0
10028,4,10,0,10,0,1998,7,4,2,0,3,7,41,2,1,-2,3,22,41,-2,-2,-2,1,2,2,1,2,3,3,11,4,2,3,1,41,0,68,65,68,0,-2,-2,-2,-2,-2,6,1,41,2,0,1,1,1,53,0,1,5,21,0,1392,0,1890,1201,0.0,578.0,42626.0,0.0,0.0,0.0,3100.49,39525.51,0.0,1842.0,0.0,0.0,0.0,133.98,1708.02,101871.0,-2.0,0,1,0,15,11,1
10029,3,5,-2,10,0,1971,4,3,2,0,2,5,41,3,4,-2,3,22,5,1,3,41,-2,-2,-2,5,6,2,3,-2,2,3,3,5,41,1,70,70,68,0,41,3,-2,-2,-2,0,5,41,2,-2,-2,-2,2,38,0,1,2,6,1152,1152,0,3104,986,0.0,0.0,55431.0,6782.53,16129.78,9491.73,5481.17,17545.79,0.0,1903.0,232.85,553.75,325.86,188.17,602.36,55431.0,-2.0,0,2,0,10,5,1
10030,3,5,0,10,0,1941,8,2,1,0,5,7,50,3,3,-2,4,21,3,-2,-2,-2,-2,-2,-2,1,2,3,3,-2,1,2,4,5,3,1,65,65,60,0,3,2,-2,-2,-2,3,1,1,2,1,-2,-2,2,60,0,1,1,9,1458,1458,0,2794,1414,0.0,85.0,12795.0,2171.51,4496.04,0.0,1740.11,4387.34,0.0,617.0,104.72,216.81,0.0,83.91,211.57,21508.01,1.0,0,1,0,7,3,0
10031,3,5,-2,-2,-2,1970,7,2,2,0,3,5,41,2,4,-2,3,21,3,1,3,3,-2,-2,-2,5,3,2,3,11,3,3,3,5,3,0,76,76,69,0,3,2,-2,-2,-2,1,5,3,3,-2,-9,-2,1,65,1,1,1,9,1365,1365,0,4387,198,0.0,0.0,28750.0,1433.41,9959.64,3127.1,2534.85,11695.0,0.0,1046.0,52.15,362.36,113.77,92.22,425.5,28750.0,-2.0,0,2,0,5,6,0
10032,3,7,-2,-2,-2,1968,7,1,1,0,2,3,20,1,4,-2,3,22,1,-2,-2,-2,-2,-2,-2,1,6,1,2,-2,-2,-2,3,1,1,1,69,69,73,0,-2,-2,-2,-2,-2,2,1,1,3,-2,-2,2,1,57,0,1,1,4,0,559,0,1230,4305,0.0,345.0,8254.0,0.0,0.0,0.0,1731.94,6522.06,0.0,300.0,0.0,0.0,0.0,62.95,237.05,43617.01,-2.0,0,1,0,3,0,0
10033,4,10,0,10,0,1939,8,2,1,0,4,6,30,3,2,-2,3,1,3,-2,-2,-2,-2,-2,-2,5,4,1,2,30,3,2,5,5,5,0,65,55,65,0,-2,-2,1,3,1,2,5,5,2,1,0,-2,1,57,0,1,2,8,120,720,0,218,4771,0.0,0.0,61239.0,14813.71,245.78,12359.41,4309.14,29510.97,0.0,1114.0,269.48,4.47,224.83,78.39,536.84,61239.01,-2.0,0,1,0,5,4,2
10034,3,5,0,20,0,1920,8,4,2,0,2,6,41,3,1,-2,4,22,3,1,3,2,-2,-2,-2,1,3,3,3,20,3,2,3,1,5,0,65,65,65,0,-2,-2,2,1,1,0,1,3,3,0,-9,1,1,20,0,1,4,4,449,1346,0,934,4835,0.0,886.0,6735.0,340.02,236.12,0.0,1001.94,5156.92,0.0,308.0,15.55,10.8,0.0,45.82,235.83,97550.01,-2.0,0,2,0,12,8,2
10035,2,4,1,10,1,1979,4,3,2,0,3,6,50,2,4,-2,4,21,3,-2,-2,-2,1,1,3,5,4,2,2,-2,2,2,4,5,2,0,72,72,72,0,2,3,-2,-2,-2,4,5,2,2,0,-2,-2,2,58,1,1,2,14,1260,1260,1260,940,5077,0.0,0.0,64463.0,15787.56,5309.25,11069.63,7623.07,24673.5,0.0,1186.0,290.46,97.68,203.66,140.25,453.95,64463.01,-2.0,0,1,0,6,3,2
10036,2,4,1,10,1,2003,7,3,3,0,3,6,50,2,4,-2,4,5,3,3,22,5,1,2,5,-2,4,1,3,13,4,3,4,5,3,1,60,60,60,0,3,3,-2,-2,-2,1,5,3,2,5,-9,1,2,68,0,1,2,4,4255,4255,400,1095,5052,0.0,852.0,61099.0,10842.1,11618.26,6441.36,6796.26,25401.03,0.0,1421.0,252.16,270.21,149.81,158.06,590.76,148429.01,-2.0,0,2,0,7,3,2
10037,2,3,-2,-2,-2,1997,8,2,1,0,3,5,42,1,3,-2,3,1,2,-2,-2,-2,-2,-2,-2,5,4,4,5,-2,-2,-2,3,1,3,0,72,60,72,0,3,2,-2,-2,-2,0,1,3,2,-2,-2,1,1,25,2,1,2,6,1017,1017,0,711,6001,0.0,324.0,11280.0,0.0,1707.46,0.0,1813.78,7758.76,0.0,364.0,0.0,55.1,0.0,58.53,250.37,44490.0,-2.0,0,1,0,6,0,0
10038,3,6,-2,-2,-2,1965,8,1,1,0,2,3,20,1,4,-2,3,1,2,-2,-2,-2,-2,-2,-2,5,6,3,6,13,-2,-2,3,1,5,1,65,65,65,0,5,3,-2,-2,-2,1,5,3,2,-2,-9,1,1,44,1,2,1,21,649,649,0,1570,3604,0.0,524.0,37829.0,0.0,6668.43,11498.88,6241.98,13419.71,0.0,1071.0,0.0,188.79,325.55,176.72,379.93,91539.0,-2.0,0,1,0,4,2,0
10039,2,4,1,10,1,1995,6,4,3,1,2,6,41,1,4,-2,4,23,2,3,22,42,1,2,5,5,4,3,6,12,4,3,3,1,41,1,68,68,68,0,41,3,-2,-2,-2,1,1,3,3,0,1,1,1,73,0,1,1,8,4373,4373,400,1112,4893,0.0,347.0,35748.0,2628.45,12195.63,0.0,4442.52,16481.4,0.0,1036.0,76.17,353.44,0.0,128.75,477.64,71315.99,2.0,0,2,0,8,0,2
10040,1,1,-2,-2,-2,1920,8,-2,1,0,1,1,10,1,4,-2,3,22,3,-2,-2,-2,-2,-2,-2,5,4,2,2,-2,-2,-2,3,1,3,0,75,55,65,0,2,1,-2,-2,-2,1,1,3,2,-2,-2,1,2,22,2,7,1,15,466,466,0,355,7256,0.0,346.0,13245.0,0.0,318.28,0.0,4641.54,8285.18,0.0,695.0,0.0,16.7,0.0,243.55,434.75,48710.0,-2.0,0,1,0,2,0,0
10041,1,2,0,10,1,1965,6,3,2,0,3,6,50,3,3,-2,4,22,1,-2,-2,-2,-2,-2,-2,1,6,3,4,12,3,3,7,1,41,0,68,60,68,0,41,1,-2,-2,-2,4,1,41,3,0,-9,1,2,48,1,1,1,12,1290,1290,250,801,5260,0.0,1900.0,39156.0,0.0,2083.5,0.0,5588.66,31483.84,0.0,1813.0,0.0,96.47,0.0,258.77,1457.76,233906.0,-2.0,1,1,0,4,4,1
10042,3,5,0,10,1,2005,8,4,3,0,4,8,41,2,4,-2,4,21,3,-2,-2,-2,-2,-2,-2,5,0,1,4,13,3,2,4,5,3,1,78,78,70,0,3,3,-2,-2,-2,6,5,3,2,0,1,-2,1,43,1,1,2,22,3450,3450,400,3776,465,0.0,0.0,75323.0,2224.94,33583.78,5569.1,3089.65,30855.53,0.0,2765.0,81.67,1232.81,204.43,113.42,1132.66,75323.0,-2.0,0,1,0,10,3,2
10043,1,2,1,20,1,1963,5,4,2,1,4,8,50,2,4,1,4,22,41,-2,-2,-2,1,3,41,-2,5,3,4,13,2,2,3,1,3,1,65,65,62,0,3,1,-2,-2,-2,0,1,3,2,0,1,1,2,60,0,1,2,24,3400,3761,1483,383,6570,0.0,1103.0,23744.0,0.0,948.2,0.0,2279.19,20516.61,0.0,1026.0,0.0,40.97,0.0,98.49,886.54,136802.0,-2.0,0,1,0,10,4,2
10044,1,2,1,20,1,2001,7,4,2,1,5,9,50,2,3,-2,4,23,3,-2,-2,-2,1,3,3,1,3,2,2,30,3,3,3,1,3,1,68,65,66,0,3,3,-2,-2,-2,5,1,3,3,0,0,1,2,36,1,1,5,24,3046,3046,2272,1025,4778,0.0,1105.0,43854.0,0.0,9634.89,0.0,2519.45,31699.66,0.0,2230.0,0.0,489.94,0.0,128.12,1611.95,157117.01,-2.0,0,1,0,9,4,1
10045,3,7,-2,-2,-2,2005,8,1,1,0,2,3,20,1,4,-2,3,22,3,-2,-2,-2,-2,-2,-2,5,6,2,6,11,3,3,3,5,3,0,70,65,68,0,3,2,-2,-2,-2,2,5,3,2,-2,0,-2,1,27,0,4,2,6,870,870,0,1666,3788,0.0,0.0,37825.0,11278.42,3392.32,6810.78,2611.21,13732.28,0.0,941.0,280.58,84.39,169.44,64.96,341.63,37825.01,-2.0,0,1,0,0,3,0
10046,2,4,1,20,0,1921,4,4,1,1,8,12,60,1,4,-2,3,22,3,-2,-2,-2,-2,-2,-2,-2,4,2,3,-2,4,3,2,1,42,0,50,50,50,0,-2,-2,-2,-2,-2,0,1,1,2,0,-2,1,1,67,1,3,4,9,0,2262,681,447,8069,0.0,1053.0,31128.0,6512.45,0.0,0.0,2506.6,22108.94,0.0,874.0,182.85,0.0,0.0,70.38,620.77,139060.99,-2.0,0,1,0,8,3,0
10047,2,4,1,20,1,1978,8,4,2,1,7,11,50,3,3,1,5,4,2,4,21,41,-2,-2,-2,1,4,3,2,30,3,3,3,1,41,1,73,68,68,0,2,3,-2,-2,-2,4,1,41,2,0,1,1,1,57,0,1,2,24,4171,4171,3587,1119,4967,0.0,2762.0,77316.0,0.0,18756.42,0.0,9044.12,49515.46,0.0,1638.0,0.0,397.37,0.0,191.61,1049.02,360421.01,-2.0,1,2,0,9,4,1
10048,2,3,1,20,0,1967,4,4,1,1,4,8,30,2,4,-2,5,21,2,3,22,5,1,3,5,1,4,1,1,30,3,3,3,1,3,1,68,68,68,0,3,1,-2,-2,-2,1,1,42,2,1,1,1,1,60,1,1,6,19,2374,2374,0,533,6290,0.0,1134.0,46618.0,0.0,1933.04,0.0,8828.4,35856.56,0.0,1573.0,0.0,65.23,0.0,297.89,1209.88,162853.00999999998,2.0,0,2,0,9,6,1
10049,4,9,-2,-2,-2,1997,8,2,2,0,2,4,20,2,3,-2,3,22,2,-2,-2,-2,-2,-2,-2,1,5,3,4,20,3,2,3,5,3,0,65,65,68,0,3,3,-2,-2,-2,2,1,3,1,-2,0,-2,1,30,1,1,3,8,915,229,686,2876,1828,0.0,308.0,22591.0,3709.43,5813.64,0.0,2084.4,10983.52,0.0,727.0,119.37,187.09,0.0,67.08,353.46,54160.99000000001,-2.0,0,1,0,3,0,0
10050,4,10,1,40,1,1984,8,4,2,1,5,9,41,2,1,-2,3,22,3,-2,-2,-2,1,4,41,5,3,2,2,13,3,2,5,5,3,0,65,55,55,0,-2,-2,-2,-2,-2,2,5,3,3,0,1,-2,1,36,0,1,5,23,0,1256,1834,280,4809,0.0,0.0,83638.0,14569.87,0.0,17805.77,2552.81,48709.56,0.0,1995.0,347.53,0.0,424.72,60.89,1161.86,83638.01,1.0,0,1,0,5,7,2
10051,3,5,1,10,0,1989,6,3,2,0,2,5,30,1,3,-2,4,21,2,-2,-2,-2,-2,-2,-2,5,4,3,2,-2,2,2,4,5,41,0,68,68,68,0,41,2,-2,-2,-2,2,5,1,3,0,-2,-2,2,53,0,1,3,12,3360,3360,0,785,5435,0.0,0.0,72450.0,16514.46,9048.83,11543.21,4531.16,30812.45,0.0,2135.0,486.66,266.66,340.16,133.53,908.0,72450.11,-2.0,0,1,0,5,3,2
10052,4,8,-2,-2,-2,1989,8,2,1,0,3,5,20,2,3,-2,3,22,2,-2,-2,-2,-2,-2,-2,5,4,1,2,13,2,2,3,1,41,0,70,60,68,0,1,1,-2,-2,-2,1,1,3,1,-2,0,1,2,57,0,1,1,12,722,722,0,1097,5903,0.0,687.0,11444.0,0.0,781.09,0.0,2157.23,8505.68,0.0,341.0,0.0,23.27,0.0,64.28,253.45,81862.0,-2.0,0,1,0,5,0,0
10053,1,2,0,10,1,1984,6,3,1,0,2,5,30,1,4,-2,4,21,3,3,1,1,1,2,42,2,4,3,2,13,3,2,5,5,2,-2,75,75,72,0,2,3,-2,-2,-2,3,2,42,-2,0,-2,-2,2,72,0,1,2,18,1302,1042,660,793,5263,221.0,0.0,43407.0,13338.55,3778.7,0.0,8718.14,17571.61,0.0,1118.0,343.55,97.33,0.0,224.55,452.58,63608.0,-2.0,0,2,1,7,3,2
10054,2,4,1,10,1,1968,8,3,2,0,4,7,50,2,3,-2,3,22,3,-2,-2,-2,-2,-2,-2,1,4,4,2,12,2,3,3,1,3,0,68,68,68,0,3,1,-2,-2,-2,4,1,2,3,0,0,1,2,25,1,1,2,11,1469,1469,1129,1040,5306,0.0,722.0,17514.0,0.0,1771.29,0.0,1726.17,14016.54,0.0,578.0,0.0,58.46,0.0,56.97,462.58,91519.0,2.0,0,1,0,8,3,0
10055,3,7,0,20,1,2005,8,3,2,1,5,8,50,1,4,-2,4,21,3,-2,-2,-2,-2,-2,-2,5,4,3,3,13,3,3,3,1,3,0,70,70,70,0,3,2,-2,-2,-2,5,1,3,3,2,1,1,2,36,1,1,4,23,4388,4388,400,1218,4241,0.0,970.0,61007.0,0.0,16972.12,0.0,4488.6,39545.92,0.0,1414.0,0.0,393.37,0.0,104.03,916.57,160431.63999999998,-2.0,0,1,0,12,5,2
10056,1,1,1,20,0,1920,7,4,2,0,4,8,50,1,4,-2,3,22,41,-2,-2,-2,-2,-2,-2,5,6,2,6,12,2,2,3,3,5,0,68,62,68,0,-2,-2,1,1,1,0,3,3,-2,0,-9,-2,1,32,1,1,1,13,306,1836,1836,613,5629,0.0,0.0,20073.0,0.0,411.76,0.0,3187.08,16474.16,97499.0,586.0,0.0,12.02,0.0,93.04,480.94,117571.69,-2.0,0,1,0,6,3,2
