DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,DOLLARKR,DOLLAREL,DOLLARNG,DOLLARFO,DOLLARLP,DOLELSPH,DOLNGSPH,DOLFOSPH,DOLLPSPH,DOLKRSPH,DOLELWTH,DOLNGWTH,DOLFOWTH,DOLLPWTH,DOLKRWTH,DOLELAPL,DOLNGAPL,DOLFOAPL,DOLLPAPL,DOLKRAPL,DOLELCOL,DOLNGCOL,DOLELRFG,DOLELFZZ,DOLELCOK,DOLELDWH,DOLELCDR
1943, 25505,9,2,3,0, 418, 7838,2,   0, 493, 245,   0,   0,   0, 245,   0,   0,   0, 141,   0,   0,   0,  0, 272,  0, 0,  0,0,   0, 0, 80,  0, 19,  0,  0
1944, 14855,9,1,2,1, 338, 6869,3,   0, 843,1246,   0,   0,   0,1069,   0,   0,   0,   0, 141,   0,   0,  0, 634, 36, 0,  0,0,   0, 0,209,  0,  0,  0,  0
1945, 15091,9,1,2,1, 538, 6706,1, 627, 868,   0,   0, 166,  87,   0,   0,   0, 627, 249,   0,   0,   0,  0, 469,  0, 0,166,0,   0, 0, 63,  0,  0,  0, 90
1946, 16548,9,1,2,1, 517, 6766,2,   0,1634,1149,   0,   0,  37, 659,   0,   0,   0,   0, 197,   0,   0,  0,1295,293, 0,  0,0,  70, 0,232,206,  0, 82,172
1947, 20385,9,3,5,0,1337, 3625,3,   0,1139,   0,   0,   0, 307,   0,   0,   0,   0, 262,   0,   0,   0,  0, 390,  0, 0,  0,0, 117, 0, 63,  0, 57,  0, 79
1948, 12451,9,3,6,0,2595, 1542,1,   0,1207,   0,   0,   0, 140,   0,   0,   0,   0, 239,   0,   0,   0,  0, 462,  0, 0,  0,0, 314, 0, 52,  0, 66, 10, 64
1949, 15256,9,2,4,0, 652, 8032,2,   0, 700, 519,   0,   0,  35, 344,   0,   0,   0,   0, 119,   0,   0,  0, 510, 56, 0,  0,0,  29, 0,126,  0,  0,  0,  0
1950, 15445,9,1,2,1, 397, 7113,2,   0,2246, 771,   0,   0,  52, 771,   0,   0,   0, 522,   0,   0,   0,  0,1082,  0, 0,  0,0,  96, 0,494,  0, 47,142,103
1951,  9149,9,1,2,1,1054, 4668,4,   0, 544,1299,   0,   0,   0, 825,   0,   0,   0,   0, 328,   0,   0,  0, 262,146, 0,  0,0,  80, 0,202,  0,  0,  0,  0
1952, 16816,9,2,4,0,1227, 5251,5,   0, 245, 206,   0,   0,   0,  99,   0,   0,   0,   0,  89,   0,   0,  0, 123, 18, 0,  0,0,  58, 0, 64,  0,  0,  6,  0
1953, 17374,9,1,2,1,1037, 4701,2,   0,1610,   0,1282,   0,   0,   0, 935,   0,   0,   0,   0, 347,   0,  0,1225,  0, 0,  0,0,  84, 0,301,  0,121,133,164
1954, 17321,9,3,5,0,1998, 2747,2,   0, 813, 490,   0,   0,   0, 307,   0,   0,   0,   0, 183,   0,   0,  0, 524,  0, 0,  0,0, 145, 0,144,  0, 63,  0,  0
1955, 11333,9,2,3,0, 469, 7015,2,   0, 372, 920,   0,   0,   0, 671,   0,   0,   0,   0, 168,   0,   0,  0, 311, 81, 0,  0,0,  18, 0, 43,  0,  0,  0,  0
1956, 10156,9,3,6,0,1233, 3690,2,   7,1619,   0,   0,   0, 635,   0,   0,   0,   7, 323,   0,   0,   0,  0, 464,  0, 0,  0,0,  59, 0,138,  0, 58,  0,148
1957, 16694,9,1,1,0, 614, 6242,2,   0, 545,1104,   0,   0,  24, 919,   0,   0,   0,   0, 185,   0,   0,  0, 356,  0, 0,  0,0,   0, 0,165,  0, 16, 10, 66
1958, 31188,9,2,3,0, 735, 6492,3,   0, 507,1241,   0,   0,   0, 994,   0,   0,   0,   0, 195,   0,   0,  0, 384, 52, 0,  0,0,   0, 0,123,  0,  0,  0, 54
1959, 17033,9,4,9,2,1349, 2435,2,   0,1415, 318,   0,   0,   0, 127,   0,   0,   0,   0, 191,   0,   0,  0,1026,  0, 0,  0,0, 152, 0,237, 77,108, 14,124
1960, 22007,9,1,2,1, 429, 7021,2,   0,1187, 300, 719,   0,   0,   0, 569,   0,   0,   0,   0, 150,   0,  0,1086,300, 0,  0,0,   0, 0,101,142, 41,101,  0
1961, 15902,9,1,2,1, 969, 4835,4,   0,1656,   0, 937,  78,   0,   0, 772,   0,   0,   0,   0, 165,   0,  0,1188,  0, 0, 78,0,   0, 0,468,  0,  0,  0,323
1962,  8965,9,3,6,0,1696, 3108,1,   0, 390, 181,   0,   0,   0, 124,   0,   0,   0,   0,  43,   0,   0,  0, 182, 14, 0,  0,0, 103, 0,105,  0,  0,  0,  0
1963, 34001,9,2,3,0, 766, 5513,2,   0,1041,   0,   0,   0, 374,   0,   0,   0,   0, 256,   0,   0,   0,  0, 291,  0, 0,  0,0,  51, 0, 69,  0, 27, 10,  0
1964,  9585,9,1,2,0, 530, 6307,3,   0, 982,1377,   0,   0, 182, 943,   0,   0,   0,   0, 344,   0,   0,  0, 640, 90, 0,  0,0,  44, 0,116,  0,  0,  0,  0
1965,  5534,9,1,1,0, 753, 5652,4,   0, 574,1250,   0,   0,   0, 983,   0,   0,   0,   0, 210,   0,   0,  0, 446, 57, 0,  0,0,  28, 0,100,  0,  0,  0,  0
1966, 23662,9,2,4,0,1468, 4726,2,   0, 484,1393,   0,   0,   0,1260,   0,   0,   0,   0, 133,   0,   0,  0, 337,  0, 0,  0,0,  89, 0, 58,  0, 18,  0,  0
1967, 22423,9,4,9,2,  86, 5984,1,   0, 332, 497,   0,   0,   0, 324,   0,   0,   0,   0, 137,   0,   0,  0, 260, 36, 0,  0,0,   0, 0, 72,  0,  0,  0,  0
1968, 13859,9,4,8,0,  47, 8151,3,   0, 121, 341,   0,   0,   0, 306,   0,   0,   0,   0,  35,   0,   0,  0,  76,  0, 0,  0,0,   0, 0, 45,  0,  9,  6,  0
1969, 12105,9,3,6,0,1466, 3303,1,   0,1688,   0,   0,   0, 395,   0,   0,   0,   0, 332,   0,   0,   0,  0, 724,  0, 0,  0,0, 163, 0, 74,149, 25, 62,105
1970, 10434,9,1,1,0, 561, 6275,2,   0, 430, 197,1055,   0,   0,   0,1055,   0,   0,   0, 150,   0,   0,  0, 250, 47, 0,  0,0,  27, 0,153,  0,  0, 10, 69
1971, 12022,9,4,9,0, 260, 6625,2,   0,1172,   0,   0,   0, 505,   0,   0,   0,   0, 228,   0,   0,   0,  0, 395,  0, 0,  0,0,   8, 0, 36, 30, 21,  7, 45
1972, 17426,9,2,4,0, 710, 7579,2,   0, 626, 593,   0,   0,  19, 360,   0,   0,   0,   0, 174,   0,   0,  0, 413, 59, 0,  0,0, 141, 0, 53, 20, 36, 41,  0
1973, 16677,9,4,9,2,1787,  931,2,   0, 989, 491,   0,   0,   0, 129,   0,   0,   0,   0, 220,   0,   0,  0, 523,142, 0,  0,0, 265, 0,201,  0, 30,  9, 59
1974, 16482,9,4,9,2, 515, 1304,2,   0, 598, 448,   0,   0,  20, 322,   0,   0,   0, 198,   0,   0,   0,  0, 317,126, 0,  0,0,   0, 0, 63,  0,  0,  0, 67
1975, 18279,9,3,7,3,3116, 1749,2,   0, 523, 395,   0,   0,  32, 267,   0,   0,   0,   0, 100,   0,   0,  0, 143, 28, 0,  0,0, 111, 0,237,  0, 20,  0,  0
1976, 32463,9,4,9,0, 483, 3860,1,   0,1191,   0,   0,   0, 263,   0,   0,   0,   0, 308,   0,   0,   0,  0, 488,  0, 0,  0,0,  75, 0, 57, 57, 30,  7,113
1977,  8796,9,3,5,4,2814,  978,2,   0, 774, 515,   0,   0,  38, 252,   0,   0,   0,   0, 203,   0,   0,  0, 338, 60, 0,  0,0, 265, 0,133,  0,  0,  0,  0
1978, 12105,9,3,6,0,1079, 4249,2,   0,1229,   0,   0,   0, 314,   0,   0,   0,   0, 272,   0,   0,   0,  0, 507,  0, 0,  0,0,  92, 0, 44,  0, 27,  0, 58
1979, 17727,9,4,9,2,1930, 1030,3,   0, 909, 279,   0,   0,   0, 140,   0,   0,   0,   0, 111,   0,   0,  0, 700, 28, 0,  0,0,   0, 0,209,  0,  0, 16,141
1980, 10264,9,3,5,0,1693, 2464,5,   0, 382, 473,   0,   0,   0, 181,   0,   0,   0,   0, 226,   0,   0,  0, 195, 66, 0,  0,0, 113, 0, 74,  0,  0,  0,  0
1981,  5878,9,3,6,0,1452, 3315,2,   0, 752, 403,   0,   0,   0, 301,   0,   0,   0,   0, 102,   0,   0,  0, 501,  0, 0,  0,0,  84, 0,167, 90, 54,  0, 81
1982, 16482,9,4,9,2, 281, 2148,5,   0, 507, 162,   0,   0, 140,   0,   0,   0,   0,   0, 122,   0,   0,  0, 248, 40, 0,  0,0,   0, 0,119,  0,  0, 16,  0
1983, 12335,9,1,2,1, 971, 4831,2,   0,1391,   0,1082, 487,   0,   0,1082,   0,   0,   0,   0,   0, 487,  0,1249,  0, 0,  0,0,   0, 0,142,128, 70,  0,213
1984, 12114,9,4,8,0,2335, 2889,2,   0, 501, 893,   0,   0,  17, 544,   0,   0,   0,   0, 242,   0,   0,  0, 415,107, 0,  0,0,   0, 0, 69, 68,  0,  0, 43
1985, 26821,9,4,8,0,4369, 1097,3,   0,1043,   0,   0,   0, 137,   0,   0,   0,   0,  89,   0,   0,   0,  0, 287,  0, 0,  0,0, 392, 0,138,  0, 16,  0, 69
1986, 26445,9,2,3,0, 945, 5985,5,   0, 351, 430,   0,   0,   0, 196,   0,   0,   0,   0, 185,   0,   0,  0, 227, 49, 0,  0,0,  48, 0, 76,  0,  0,  0,  0
1987, 20385,9,3,5,0,1501, 3122,4,   0, 877,   0,   0,   0, 325,   0,   0,   0,   0, 148,   0,   0,   0,  0, 313,  0, 0,  0,0,  34, 0, 57, 91, 25,  0,  0
1988, 19583,9,3,7,3,1738, 4037,2,   0, 256, 518,   0,   0,   0, 378,   0,   0,   0,   0, 111,   0,   0,  0, 188, 29, 0,  0,0,   0, 0, 68,  0,  0,  0, 55
1989, 18739,9,2,3,0, 922, 6151,4,   0, 592,   0,   0,   0, 308,   0,   0,   0,   0,  90,   0,   0,   0,  0,  79,  0, 0,  0,0,  40, 0, 75,  0, 15,  0,  0
1990, 22709,9,4,9,2, 549, 1235,5,   0, 434, 191,   0,   0,   0,  68,   0,   0,   0,   0,  96,   0,   0,  0, 335, 27, 0,  0,0,   0, 0, 99,  0,  0,  0,  0
1991, 32616,9,3,5,0,1714, 2425,2,   0,1063,   0,   0,   0, 212,   0,   0,   0,   0, 225,   0,   0,   0,  0, 432,  0, 0,  0,0, 125, 0, 69,  0, 23,  0, 62
1992, 17321,9,3,5,0, 915, 4914,2,   0,1102,1870,   0,   0,   0,1349,   0,   0,   0,   0, 414,   0,   0,  0, 913,107, 0,  0,0,  69, 0,120,  0,  0,  0,141
1993, 23294,9,3,5,4,3558,  410,2,   0,1132,   0,   0,   0,  81,   0,   0,   0,   0, 172,   0,   0,   0,  0, 486,  0, 0,  0,0, 298, 0, 95,  0, 23, 10, 68
1994, 28333,9,2,3,0, 807, 6401,5,   0, 506, 465,   0,   0,  30, 252,   0,   0,   0,   0, 213,   0,   0,  0, 351,  0, 0,  0,0,  38, 0, 87,  0, 33,  0,  0
1995,  5085,9,2,4,0, 568, 7283,2,   0, 416, 143, 457,   0,   0,   0, 457,   0,   0,   0, 125,   0,   0,  0, 344, 18, 0,  0,0,   0, 0, 72, 60, 17,  5,  0
1996, 12458,9,2,4,0, 653, 8031,2,   0, 330,   0,   0, 635,   0,   0,   0, 505,   0,   0,   0,   0, 104,  0, 276,  0, 0, 26,0,   0, 0, 54,129, 22,  0,  0
1997, 26445,9,2,3,0, 523, 6889,2,   0, 863, 538,   0,   0,   0, 375,   0,   0,   0,   0, 120,   0,   0,  0, 771, 43, 0,  0,0,   0, 0, 92,110,106,  0,  0
1998, 22388,9,3,5,0,1577, 3082,5,   0, 663,   0,   0,   0, 333,   0,   0,   0,   0, 148,   0,   0,   0,  0, 104,  0, 0,  0,0,   0, 0, 78,  0,  0,  0,  0
1999, 15445,9,1,2,1, 525, 6741,2,   0,1204, 926,   0,   0,   0, 599,   0,   0,   0,   0, 327,   0,   0,  0, 991,  0, 0,  0,0,  41, 0,172,  0, 72, 91,266
2000, 27758,9,3,7,3,1758, 3886,2,   0, 483,   0,   0,   0, 195,   0,   0,   0,   0, 101,   0,   0,   0,  0,  74,  0, 0,  0,0,  39, 0, 74,  0,  0,  0,  0
2001,  9404,9,3,6,0,2349, 1692,2,   0, 810, 180,   0,   0,   0,  71,   0,   0,   0,   0, 109,   0,   0,  0, 521,  0, 0,  0,0, 198, 0, 91,  0, 42, 59, 73
2002, 22206,9,3,5,4,3717,  307,5,   0, 693,   0,   0,   0,  21,   0,   0,   0,   0,  75,   0,   0,   0,  0, 216,  0, 0,  0,0, 259, 0,122,  0, 15,  0, 64
2003, 35033,9,3,5,0,1042, 4836,5,   0, 693, 287,   0,   0,   0, 106,   0,   0,   0,   0, 107,   0,   0,  0, 456, 74, 0,  0,0,  94, 0,143,  0,  0, 90,  0
2004, 13558,9,3,7,3,2446, 2674,3,   0, 339, 229,   0,   0,   0, 133,   0,   0,   0,   0,  76,   0,   0,  0, 129, 20, 0,  0,0,  84, 0,126, 64,  0,  0,  0
2005, 11769,9,2,4,0, 853, 5626,2,   0, 980,   0,   0, 348,   0,   0,   0,   0,   0,   0,   0,   0, 297,  0, 735,  0, 0, 51,0, 122, 0,123, 70,  0, 14,124
2007, 11140,9,4,8,0, 722, 5685,2,   0,1036,   0,   0,   0,   0,   0,   0,   0,   0, 152,   0,   0,   0,  0, 725,  0, 0,  0,0,  54, 0,105,320, 25, 11, 74
2008, 24423,9,3,5,4,3047,  891,2,   0, 317,  70,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  0, 224, 70, 0,  0,0,   0, 0, 93,  0,  0,  0,  0
2009, 34939,9,3,5,4,3864,  351,3,   0, 835,   0,   0,   0,  27,   0,   0,   0,   0, 135,   0,   0,   0,  0, 426,  0, 0,  0,0, 159, 0, 88,  0, 16,  7, 59
2010, 27453,9,3,7,0,2581, 1631,2,   0,1230, 228,   0,   0,  87,   0,   0,   0,   0,   0, 170,   0,   0,  0, 677, 58, 0,  0,0, 309, 0,157,222, 24,  0, 66
2011, 11672,9,3,6,0,1686, 3117,1,   0, 527,   0,   0, 471,   0,   0,   0, 292,   0,   0,   0,   0, 153,  0, 278,  0, 0, 26,0, 158, 0, 91, 39,  0,  6, 54
2012,  9684,9,3,6,0,1154, 4254,2,   0,1185,   0,   0,   0, 329,   0,   0,   0,   0, 221,   0,   0,   0,  0, 458,  0, 0,  0,0,  96, 0, 81, 65, 26,  0, 68
2013, 13342,9,1,1,0, 610, 6068,2,   0, 902,1227,   0,   0,   0,1033,   0,   0,   0,   0, 194,   0,   0,  0, 682,  0, 0,  0,0,   0, 0,220,  0, 95,  0,124
2014, 12985,9,1,2,1, 118, 8440,2,   0, 773, 812,   0,   0,  33, 627,   0,   0,   0,   0, 185,   0,   0,  0, 588,  0, 0,  0,0,  66, 0, 86,  0, 29, 72, 88
2015, 13963,9,2,4,0, 538, 8351,2,   0, 716, 589,   0, 209,   0, 589,   0, 209,   0,  87,   0,   0,   0,  0, 404,  0, 0,  0,0,  49, 0,176, 59, 13, 46, 57
2016, 11096,9,3,7,0,2043, 3092,2,   0, 597, 425,   0,   0,   0, 284,   0,   0,   0,   0, 114,   0,   0,  0, 425, 27, 0,  0,0,  91, 0, 81, 83,  0,  0, 48
2017, 16564,9,3,5,4,4508,  236,3,   0,1052,   0,   0,   0,  36,   0,   0,   0,   0, 197,   0,   0,   0,  0, 390,  0, 0,  0,0, 238, 0,191,  0, 20,  0,142
2018, 24791,9,2,3,0, 389, 7197,3,   0, 320, 583,   0,   0,   0, 475,   0,   0,   0,   0,  89,   0,   0,  0, 201, 19, 0,  0,0,   0, 0,119,  0, 21,  0,  0
2019, 45379,9,2,3,0,1022, 5438,2,   0, 354, 543,   0,   0,   0, 456,   0,   0,   0,   0,  87,   0,   0,  0, 257,  0, 0,  0,0,  30, 0, 67, 52, 11,  0, 58
2020, 15256,9,2,4,0, 913, 5921,2,   0, 879, 895,   0,   0,   0, 658,   0,   0,   0,   0, 237,   0,   0,  0, 581,  0, 0,  0,0, 116, 0,182, 73, 19, 47, 72
2021, 10154,9,1,1,0, 581, 5669,2,   0, 411,   0, 407,   0,   0,   0, 407,   0,   0, 101,   0,   0,   0,  0, 240,  0, 0,  0,0,   0, 0, 70, 26, 25,  0,  0
2022, 11980,9,1,2,0, 750, 5371,3,   0,1712, 739,   0,   0,  40, 739,   0,   0,   0, 630,   0,   0,   0,  0, 869,  0, 0,  0,0,  58, 0,115,  0, 67,  0, 98
2023, 24710,9,2,3,0, 489, 6829,2,   0, 525, 617,   0,   0,   0, 467,   0,   0,   0,   0, 132,   0,   0,  0, 397, 18, 0,  0,0,  35, 0, 93,  0, 59,  8,  0
2024, 12662,9,4,9,2,1156, 1030,2,   0, 588, 315,   0,   0,   0,  88,   0,   0,   0,  25, 165,   0,   0,  0, 430, 62, 0,  0,0,   0, 0,133,  0,  0,  0,  0
2025, 24791,9,2,3,0, 612, 6310,2,   0,1394, 652,   0,   0,  29, 652,   0,   0,   0, 437,   0,   0,   0,  0, 803,  0, 0,  0,0,  56, 0, 69,112, 55,  0,130
2026, 15366,9,2,3,0, 506, 6220,4,   0, 457, 665,   0,   0,   0, 469,   0,   0,   0,   0, 155,   0,   0,  0, 346, 41, 0,  0,0,  44, 0, 67,  0,  0,  0,  0
2027, 17001,9,2,3,0, 658, 6213,2,   0,1908,   0,   0,   0, 697,   0,   0,   0,   0, 367,   0,   0,   0,  0, 693,  0, 0,  0,0,  76, 0, 75,  0, 59, 60, 92
2028, 37711,1,4,9,2,1731, 1011,2,   0, 326, 356,   0,   0,   0, 201,   0,   0,   0,   0, 119,   0,   0,  0, 214, 36, 0,  0,0,   0, 0,112,  0,  0, 10,  0
2029, 12114,9,4,8,0, 600, 7284,2,   0, 726, 399,   0,   0,   0, 399,   0,   0,   0, 188,   0,   0,   0,  0, 459,  0, 0,  0,0,   0, 0, 79,123, 26,  9, 65
2030, 13744,9,1,1,0, 769, 5419,2,   0,1024,   0, 698,   0,   0,   0, 698,   0,   0, 258,   0,   0,   0,  0, 624,  0, 0,  0,0,  38, 0,104,  0, 28, 68,104
2031,  8359,9,1,1,0, 274, 7950,2,   0, 710,   0, 415,   0,   0,   0,   0,   0,   0,   0,   0, 415,   0,  0, 604,  0, 0,  0,0,  18, 0, 88, 94, 36, 16,136
2032, 10997,9,3,5,0,1226, 2946,2,   0,1025, 495,   0,   0,  32, 355,   0,   0,   0,   0, 140,   0,   0,  0, 717,  0, 0,  0,0, 146, 0,130,160, 64, 13, 86
2033, 13553,9,3,5,0,1770, 2829,2,  50, 290, 485,   0,   0,   0,   0,   0,   0,  50,   0, 383,   0,   0,  0, 197,102, 0,  0,0,   0, 0, 93,  0,  0,  0,  0
2034, 11717,9,4,8,0,1843, 3693,2,   0, 927, 457,   0,   0, 293,   0,   0,   0,   0,   0, 457,   0,   0,  0, 427,  0, 0,  0,0, 146, 0, 61,100, 18,  0,100
2035, 27579,9,2,4,0, 543, 8337,3,   0, 439, 379,   0,   0,   0, 298,   0,   0,   0,   0,  81,   0,   0,  0, 366,  0, 0,  0,0,  34, 0, 39, 42, 36,  8, 52
2036, 11717,9,4,8,0, 377, 6671,2,   0, 327,   0,   0,   0, 140,   0,   0,   0,   0,  57,   0,   0,   0,  0, 116,  0, 0,  0,0,   4, 0, 10,  0,  8,  2, 21
2037,  8070,9,3,6,0,1256, 4404,5,   0, 202, 303,   0,   0,   0, 157,   0,   0,   0,   0, 146,   0,   0,  0, 123,  0, 0,  0,0,  41, 0, 38,  0, 10,  0,  0
2038, 20013,9,1,2,1, 829, 5071,5,   0, 409,  38, 315,   0,   0,   0, 166,   0,   0,   0,   0, 149,   0,  0, 269, 38, 0,  0,0,  60, 0, 80,  0,  0,  0,  0
2039, 19655,9,3,5,0,1360, 3196,1,  16,1063,   0,   0, 547,   0,   0,   0, 547,  16, 352,   0,   0,   0,  0, 465,  0, 0,  0,0, 139, 0,107,  0, 26,  0,135
2040,  9130,9,3,7,3,2919, 1544,4,   0, 291, 481,   0,   0,   0, 219,   0,   0,   0,   0, 205,   0,   0,  0, 119, 57, 0,  0,0, 142, 0, 30,  0,  0,  0,  0
2041, 13009,9,4,8,0,1327, 4350,2,   0,1411, 312,   0,   0,   0, 245,   0,   0,   0,   0,  67,   0,   0,  0,1086,  0, 0,  0,0, 181, 0,144,  0, 35, 86,105
2042, 11337,9,3,6,0,1677, 2848,2,   0, 386,1103,   0,   0,   0,1038,   0,   0,   0,  98,   0,   0,   0,  0, 126, 65, 0,  0,0,  44, 0,118,  0,  0,  0,  0
2043, 13185,9,3,7,3,2422, 2568,2,   0, 449, 333,   0,   0,  27, 157,   0,   0,   0,   0, 142,   0,   0,  0, 226, 34, 0,  0,0, 135, 0, 61,  0,  0,  0,  0
2044, 10890,9,2,4,0, 673, 8364,1,   0, 799,   0,   0, 861,   0,   0,   0, 518,   0,   0,   0,   0, 343,  0, 625,  0, 0,  0,0, 103, 0, 71, 33, 28, 69,159
2045, 13002,9,3,6,0, 970, 4685,2,   0, 625,   0,   0,   0,   0,   0,   0,   0,   0, 261,   0,   0,   0,  0, 277,  0, 0,  0,0,   0, 0, 87,  0, 34,  0,  0
2046,  6406,9,1,1,0, 491, 5889,1, 796, 481,   0,   0,   6,   0,   0,   0,   0, 796, 172,   0,   0,   0,  0, 240,  0, 0,  6,0,   0, 0, 69,  0, 43,  0,  0
2047, 16474,9,4,9,2,1659, 1957,2,   0,1241, 287,   0,   0, 274,   0,   0,   0,   0,   0, 287,   0,   0,  0, 647,  0, 0,  0,0, 154, 0,166,170, 66, 64, 79
2048, 15529,9,3,5,4,3366,  423,2,   0,1341,   0,   0,   0,  63,   0,   0,   0,   0, 208,   0,   0,   0,  0, 658,  0, 0,  0,0, 295, 0,117, 40, 47,  0, 63
2049, 19027,9,3,5,0,1165, 3681,1,   0,1602,   0,   0,   0, 312,   0,   0,   0,   0, 320,   0,   0,   0,  0, 602,  0, 0,  0,0, 238, 0,130, 31, 28,  0,138
2050, 20168,9,3,7,3,2790, 1437,5,   0, 441,   0,   0,   0,  30,   0,   0,   0,   0, 105,   0,   0,   0,  0, 126,  0, 0,  0,0, 134, 0, 46,  0, 10,  6,  0
2051, 38869,9,3,5,4,4388,  127,5,   0, 782,   0,   0,   0,  10,   0,   0,   0,   0, 139,   0,   0,   0,  0, 307,  0, 0,  0,0, 219, 0,107,  0, 23,  0, 47
2052, 25673,9,2,3,0, 608, 6612,2,   0,1216, 578,   0,   0,   0, 578,   0,   0,   0, 355,   0,   0,   0,  0, 717,  0, 0,  0,0,  55, 0, 89, 47, 75,  0, 81
2053, 12231,9,4,8,0, 496, 6682,2,   0, 567, 468,   0,   0,   0, 368,   0,   0,   0,   0, 100,   0,   0,  0, 452,  0, 0,  0,0,   0, 0,115,  0, 23, 10, 69
2054,  8229,8,3,6,0, 989, 4190,2,   0, 757, 540,   0,   0,   0, 387,   0,   0,   0,   0, 153,   0,   0,  0, 576,  0, 0,  0,0, 100, 0, 81, 44, 19, 46, 71
2055,  8118,9,4,8,0,4456, 1069,2,   0,1080, 383,   0,   0, 124, 103,   0,   0,   0,   0, 217,   0,   0,  0, 877, 63, 0,  0,0,   0, 0, 79,182,  0,  0,  0
2056, 10891,9,4,9,2,1602,  830,2,   0, 550, 401,   0,   0,   0,  85,   0,   0,   0,   0, 245,   0,   0,  0, 437, 71, 0,  0,0,   0, 0,113,  0,  0,  0,  0
2057, 12236,9,1,2,0, 299, 6728,2,   0,1675,   0, 614,   0,   0,   0, 614,   0,   0, 394,   0,   0,   0,  0,1040,  0, 0,  0,0,   0, 0,241,113, 58, 17,143
2058, 19526,9,3,7,3,2743, 2238,2,   0,1942, 364,   0,   0, 603,   0,   0,   0,   0,   0, 287,   0,   0,  0, 758, 77, 0,  0,0, 384, 0,197,  0,  0,  0,270
2059, 16308,9,3,5,0,1069, 4331,2,   0,1067,   0,   0,   0, 295,   0,   0,   0,   0, 188,   0,   0,   0,  0, 449,  0, 0,  0,0,  78, 0, 57, 52, 45,  0, 56
2060, 45379,9,2,3,0, 978, 5486,4,   0, 443, 488,   0,   0,   0, 410,   0,   0,   0,   0,  78,   0,   0,  0, 233,  0, 0,  0,0,  53, 0,157,  0, 26,  0,  0
2061, 27542,9,2,3,0, 969, 5453,5,   0, 704,  84,   0,   0, 206,   0,   0,   0,   0,   0,  84,   0,   0,  0, 268,  0, 0,  0,0,  96, 0,134,  0, 38,  0,  0
2062, 33727,9,2,3,0, 859, 5978,2,   0, 583, 611,   0,   0,   0, 482,   0,   0,   0,   0, 103,   0,   0,  0, 422, 26, 0,  0,0,  80, 0, 81, 43,  0,  0, 51
2063, 21745,9,1,2,0, 793, 5445,5,   0, 690,   0,   0,   0, 120,   0,   0,   0,   0, 175,   0,   0,   0,  0, 340,  0, 0,  0,0,   0, 0, 55,  0, 17,  8, 52
2064, 20175,9,3,6,0,1294, 4374,2,   0,2288, 204,   0,   0, 739,   0,   0,   0,   0,   0, 204,   0,   0,  0, 804,  0, 0,  0,0, 386, 0,359,  0, 36, 71,149
2065, 13353,9,4,8,0, 209, 7626,2,   0, 177, 535,   0,   0,   0, 483,   0,   0,   0,   0,  52,   0,   0,  0, 155,  0, 0,  0,0,   0, 0, 22, 29,  9,  0, 18
2066, 11333,9,2,3,0, 550, 6827,2,   0, 409,1177,   0,   0,   0, 965,   0,   0,   0,   0, 139,   0,   0,  0, 312, 73, 0,  0,0,  34, 0, 63,125,  0,  0,  0
2067, 16192,9,1,2,0, 582, 5917,2,   0,1181,   0,   0,   0, 342,   0,   0,   0,   0, 215,   0,   0,   0,  0, 430,  0, 0,  0,0, 103, 0, 91, 53, 21,  6, 55
2068, 14891,9,1,2,0, 704, 5587,2,   0, 463,   0, 590,   0,   0,   0, 590,   0,   0,  98,   0,   0,   0,  0, 255,  0, 0,  0,0,  40, 0, 70,  0, 21,  8, 58
2069, 10872,9,3,5,0,1736, 2382,5,   0,1378,   0,   0,   0, 159,   0,   0,   0,   0, 438,   0,   0,   0,  0, 410,  0, 0,  0,0, 195, 0,176,  0, 45,  0,  0
2070, 13049,9,4,9,2, 916, 1064,2,   0, 154,  29,   0,   0,  45,   0,   0,   0,   0,  31,   0,   0,   0,  0,  23, 29, 0,  0,0,   0, 0, 55,  0,  0,  0,  0
2071, 19079,9,4,9,2,1610, 1031,3,   0, 895,   0,   0,   0, 137,   0,   0,   0,   0, 157,   0,   0,   0,  0, 447,  0, 0,  0,0,   0, 0,154,  0, 45, 19,  0
2072, 12114,9,4,8,0, 144, 7648,2,   0,1160,1932,   0,   0,  29,1538,   0,   0,   0,   0, 310,   0,   0,  0,1055, 84, 0,  0,0,   0, 0, 76, 49, 56, 79,133
2073, 10684,9,4,9,2,1290,  906,2,   0, 309, 471,   0,   0,   0, 129,   0,   0,   0,   0, 207,   0,   0,  0, 204,135, 0,  0,0,  54, 0, 51,  0,  0,  0,  0
2074,  9959,9,4,9,2, 409, 2515,1,   0, 382, 280,   0,   0,   0, 113,   0,   0,   0,   0, 130,   0,   0,  0, 326, 37, 0,  0,0,   0, 0, 56,  0,  0,  0,  0
2075, 12372,9,3,5,0,1790, 2822,2,   0, 249, 275,   0,   0,  13, 275,   0,   0,   0,  79,   0,   0,   0,  0,  73,  0, 0,  0,0,  29, 0, 55,  0,  0,  0,  0
2076, 16659,9,2,3,0, 461, 8106,2,   0,1081,   0,   0,  34,   0,   0,   0,   0,   0, 313,   0,   0,   0,  0, 664,  0, 0, 34,0,   0, 0,104, 56, 49,  0,  0
