DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,DOLLARKR,DOLLAREL,DOLLARNG,DOLLARFO,DOLLARLP,DOLELSPH,DOLNGSPH,DOLFOSPH,DOLLPSPH,DOLKRSPH,DOLELWTH,DOLNGWTH,DOLFOWTH,DOLLPWTH,DOLKRWTH,DOLELAPL,DOLNGAPL,DOLFOAPL,DOLLPAPL,DOLKRAPL,DOLELCOL,DOLNGCOL,DOLELRFG,DOLELFZZ,DOLELCOK,DOLELDWH,DOLELCDR
3599, 27723,9,2,3,0, 796, 6373,4,   0, 810,1014,   0,   0,   0, 709,   0,   0,   0,   0, 240,   0,   0,  0, 522, 65, 0,  0,0, 136, 0,152,  0,  0,  0,  0
3600, 14026,9,4,9,0, 211, 7315,2,   0, 884,   0,   0,   0, 272,   0,   0,   0,   0, 172,   0,   0,   0,  0, 392,  0, 0,  0,0,   9, 0, 39, 54, 32,  0, 73
3601, 17001,9,2,3,0, 855, 6353,5,   0, 736,   0,   0,   0, 123,   0,   0,   0,   0, 209,   0,   0,   0,  0, 270,  0, 0,  0,0,  57, 0, 77,  0, 20, 50,  0
3602, 18258,9,3,5,4,3951,  283,5,   0, 615,   0,   0,   0,  12,   0,   0,   0,   0,  98,   0,   0,   0,  0, 156,  0, 0,  0,0, 248, 0,101,  0, 17,  0,  0
3603, 19569,9,3,5,0,1490, 3127,4,   0,1161,   0,   0,   0, 321,   0,   0,   0,   0, 273,   0,   0,   0,  0, 406,  0, 0,  0,0,  94, 0, 67, 37, 87,  0,  0
3604, 15062,9,4,9,2,1772, 1784,2,   0, 957, 581,   0,   0, 300,   0,   0,   0,   0,   0, 581,   0,   0,  0, 481,  0, 0,  0,0, 108, 0, 68,  0, 66, 47, 43
3605, 39666,9,2,3,0, 946, 5520,4,   0, 722, 542,   0,   0,   0, 349,   0,   0,   0,   0, 152,   0,   0,  0, 533, 41, 0,  0,0,  45, 0,144,  0,  0,  0,  0
3606, 27175,9,3,5,4,4457,  128,3,   0,1723,   0,   0,   0,  26,   0,   0,   0,   0, 282,   0,   0,   0,  0, 589,  0, 0,  0,0, 585, 0,241,  0, 52, 11, 74
3607, 17321,9,3,5,0,1286, 3621,2,   0, 637, 497,   0,   0,  27, 349,   0,   0,   0,   0, 148,   0,   0,  0, 434,  0, 0,  0,0,  80, 0, 96, 31, 24, 11, 73
3608, 28728,9,1,2,0, 977, 4897,2,   0, 852,   0, 769,   0,   0,   0, 769,   0,   0, 198,   0,   0,   0,  0, 485,  0, 0,  0,0,  45, 0,124, 49, 34, 10, 84
3609, 75220,9,3,7,3,2802, 1787,2,   0,1579,   0,   0,   0, 216,   0,   0,   0,   0, 232,   0,   0,   0,  0, 716,  0, 0,  0,0, 317, 0, 98, 41, 41, 10, 60
3610, 17955,9,1,2,0,1113, 4630,3,   0,1523, 967,   0,   0,   0, 718,   0,   0,   0,   0, 196,   0,   0,  0, 860, 53, 0,  0,0, 149, 0,514,  0,  0,  0,  0
3611, 11680,9,4,9,2,1479, 2234,2,   0,1112, 320,   0,   0,   0, 137,   0,   0,   0,   0, 137,   0,   0,  0, 696, 46, 0,  0,0, 187, 0,229,139,  0,  0, 74
3612, 22296,1,3,5,0,1261, 3371,2,   0, 904, 662,   0,   0,   0, 470,   0,   0,   0,   0, 128,   0,   0,  0, 591, 64, 0,  0,0, 175, 0,138,192,  0, 13,  0
3613, 22689,9,2,3,0, 611, 7630,2,   0, 283, 819,   0,   0,  12, 724,   0,   0,   0,   0,  95,   0,   0,  0, 229,  0, 0,  0,0,   0, 0, 42, 33, 18,  0, 32
3614, 35852,9,2,3,0, 561, 6528,2,   0, 509, 473,   0,   0,   0, 333,   0,   0,   0,   0,  92,   0,   0,  0, 412, 48, 0,  0,0,  47, 0, 50,  0, 24, 11,  0
3615,  6922,9,4,8,0,1976, 3476,1,   0, 730, 260,   0,   0,   0, 217,   0,   0,   0, 284,   0,   0,   0,  0, 306, 43, 0,  0,0,   0, 0,140,  0,  0,  0, 67
3616, 20289,9,1,2,1, 340, 6861,2,   0,1027, 813,   0,   0,   0, 626,   0,   0,   0,   0, 187,   0,   0,  0, 871,  0, 0,  0,0,  15, 0,141,  0, 54, 11,177
3617, 13591,9,1,2,0, 672, 5424,2,   0,3132,   0,   0,   0, 955,   0,   0,   0,   0, 785,   0,   0,   0,  0,1182,  0, 0,  0,0,   0, 0,210,  0, 60, 22,344
3618, 12005,1,3,6,0,2414, 1653,1,   0,1020,   0,   0, 417,  20,   0,   0, 417,   0, 220,   0,   0,   0,  0, 370,  0, 0,  0,0, 314, 0, 96,  0, 26,  0, 55
3619, 22667,9,2,3,0, 372, 7276,2,   0, 792, 537,   0,   0,   0, 396,   0,   0,   0,   0, 104,   0,   0,  0, 596, 37, 0,  0,0,  16, 0,180, 47,  0,  0,  0
3620, 20386,9,1,2,0, 460, 6301,2,   0,1936,   0,   0, 126, 798,   0,   0, 126,   0, 329,   0,   0,   0,  0, 703,  0, 0,  0,0,   0, 0,106,  0, 34, 67, 61
3621, 11411,9,3,5,4,5736,   47,5,   0, 691,  85,   0,   0,   9,   0,   0,   0,   0,   0,  85,   0,   0,  0, 291,  0, 0,  0,0, 176, 0,215,  0,  0,  0,  0
3622, 12114,9,4,8,0, 233, 7504,2,   0, 700, 441,   0,   0,   0, 318,   0,   0,   0,   0, 123,   0,   0,  0, 643,  0, 0,  0,0,   0, 0, 57, 58, 49,  0,133
3623, 16680,9,1,2,1, 938, 4896,3,   0, 979, 990, 352,   0,   0, 904,   0,   0,   0,   0,   0, 352,   0,  0, 647, 86, 0,  0,0,  78, 0,254,  0,  0,  0,  0
3624, 12022,9,4,9,0, 389, 6196,2,   0, 805,   0,   0,   0, 339,   0,   0,   0,   0, 148,   0,   0,   0,  0, 281,  0, 0,  0,0,   0, 0, 37, 44, 20,  0, 40
3625,  9466,1,1,1,0, 681, 5968,2,   0,1209,   0,1187,   0,   0,   0, 906,   0,   0,   0,   0, 281,   0,  0, 962,  0, 0,  0,0, 136, 0,111,  0, 75, 86, 96
3626, 31866,9,2,3,0, 789, 6073,5,   0, 451,   0,   0,   0, 171,   0,   0,   0,   0,  65,   0,   0,   0,  0, 116,  0, 0,  0,0,  42, 0, 57,  0, 16,  0,  0
3627, 26502,9,2,3,0, 448, 6943,3,   0, 345, 584,   0,   0,   0, 482,   0,   0,   0,   0,  83,   0,   0,  0, 196, 19, 0,  0,0,   0, 0,149,  0, 20,  0,  0
3628, 10063,1,3,7,3,2662, 2065,2,   0, 983, 442,   0,   0,   0, 354,   0,   0,   0,   0,  66,   0,   0,  0, 553, 22, 0,  0,0, 248, 0,182,163,  0,  0,106
3629, 19071,9,2,4,0, 909, 5948,2,   0, 661, 757,   0,   0,   0, 757,   0,   0,   0, 167,   0,   0,   0,  0, 374,  0, 0,  0,0,  59, 0, 61,106, 14,  6, 39
3630, 11722,9,4,8,0, 672, 6134,2,   0, 635, 576,   0,   0,   0, 427,   0,   0,   0,   0, 119,   0,   0,  0, 562, 30, 0,  0,0,   0, 0, 73, 76,  0,  0, 71
3631, 11333,9,2,3,0, 572, 6393,2,   0, 718, 362,   0,   0,   0, 362,   0,   0,   0, 197,   0,   0,   0,  0, 400,  0, 0,  0,0,  35, 0, 86,  0, 38, 41, 63
3632, 29046,9,4,9,2, 724, 1738,1,   0, 290, 297,   0,   0,  84, 128,   0,   0,   0,   0, 133,   0,   0,  0, 123, 36, 0,  0,0,   0, 0, 83,  0,  0,  0,  0
3633, 12105,9,3,6,0, 992, 4633,2,   0, 888,   0,   0, 185, 381,   0,   0, 185,   0, 140,   0,   0,   0,  0, 288,  0, 0,  0,0,  33, 0, 46, 53, 14,  6, 41
3634, 16651,9,1,2,0, 865, 5172,3,   0, 211, 706,   0,   0,   0, 545,   0,   0,   0,   0, 128,   0,   0,  0, 167, 33, 0,  0,0,   0, 0, 44,  0,  0,  0,  0
3635, 18895,1,3,6,0,1405, 4290,4,   0, 344, 600,   0,   0,  18, 542,   0,   0,   0,   0,  58,   0,   0,  0, 207,  0, 0,  0,0,  83, 0, 36,  0, 11,  0, 48
3636, 17116,9,3,5,4,4863,  102,5,   0, 856,   0,   0,   0,   6,   0,   0,   0,   0, 170,   0,   0,   0,  0, 244,  0, 0,  0,0, 334, 0,102,  0, 45, 11,  0
3637, 21976,9,4,9,2,1477,  930,5,   0, 665,  77,   0,   0,  38,   0,   0,   0,   0,   0,  77,   0,   0,  0, 363,  0, 0,  0,0,  86, 0,178,  0, 75, 13,  0
3638, 16341,9,2,3,0, 517, 6627,3,   0, 444, 734,   0,   0,   0, 559,   0,   0,   0,   0, 108,   0,   0,  0, 367, 67, 0,  0,0,   0, 0, 77,  0,  0,  0,  0
3639, 15145,9,1,1,0, 702, 5929,3,   0, 434, 233,1025,   0,   0,   0, 745,   0,   0,   0,   0, 280,   0,  0, 304,233, 0,  0,0,   0, 0,130,  0,  0,  0,  0
3640, 37342,9,2,4,0, 642, 7811,2,   0, 641, 585,   0,   0,  28, 389,   0,   0,   0,   0, 135,   0,   0,  0, 420, 61, 0,  0,0,  90, 0,103,  0,  0, 11,  0
3641, 20175,9,3,6,0,1306, 4366,2,   0,2134,  62,   0,   0, 754,  62,   0,   0,   0, 212,   0,   0,   0,  0, 633,  0, 0,  0,0, 309, 0,226, 74, 21,  9, 62
3642, 16818,9,4,9,2,  57, 6102,5,   0, 472, 123,   0,   0, 185,   0,   0,   0,   0,   0,  98,   0,   0,  0, 211, 25, 0,  0,0,   7, 0, 69,  0,  0, 12,  0
3643, 16134,9,3,7,3,2921, 1380,5,   0, 495,  90,   0,   0,  54,   0,   0,   0,   0,   0,  90,   0,   0,  0, 199,  0, 0,  0,0, 181, 0, 61,  0, 16, 69,  0
3644, 10684,9,4,9,2,1203,  986,2,   0, 172, 297,   0,   0,   0, 106,   0,   0,   0,  12, 149,   0,   0,  0,  93, 42, 0,  0,0,  34, 0, 33,  0,  0,  0,  0
3645, 18532,9,2,3,0, 472, 6877,2,   0,1057, 684,   0,   0,   0, 463,   0,   0,   0,   0, 161,   0,   0,  0, 722, 60, 0,  0,0,  97, 0,238,  0,  0, 68,  0
3646, 15832,9,1,2,0, 475, 6234,3,   0, 396, 534,   0,   0,   0, 469,   0,   0,   0,   0,  65,   0,   0,  0, 252,  0, 0,  0,0,  15, 0,129, 58, 18,  7, 49
3647, 13185,9,4,9,2,1525,  852,2,   0,1229, 458,   0,   0,   0,   0,   0,   0,   0,   0, 366,   0,   0,  0,1077, 92, 0,  0,0,   0, 0,152,  0,  0,  0,  0
3648, 33975,9,3,5,0,1753, 2351,2,   0,1469,   0,   0,   0, 510,   0,   0,   0,   0, 459,   0,   0,   0,  0, 394,  0, 0,  0,0,   0, 0,106,  0, 51,  0,  0
3649, 11080,9,4,9,2,1799,  924,5,   0, 463, 232,   0,   0,   0,  26,   0,   0,   0,   0, 165,   0,   0,  0, 320, 41, 0,  0,0,   0, 0,143,  0,  0,  0,  0
3650, 18931,9,1,1,0, 661, 5986,2,   0, 584,1204,   0,   0,   0, 957,   0,   0,   0,   0, 179,   0,   0,  0, 341, 68, 0,  0,0,  90, 0,153, 40,  0, 10,  0
3651, 14499,9,4,9,0, 110, 4877,5,   0, 546,   0,   0,   0, 129,   0,   0,   0,   0, 160,   0,   0,   0,  0, 214,  0, 0,  0,0,   0, 0, 43,  0, 16,  7, 47
3652, 31803,9,1,2,1,1019, 4737,4,   0, 731, 833,   0,   0,   0, 687,   0,   0,   0,   0,  95,   0,   0,  0, 368, 51, 0,  0,0, 102, 0,261,  0,  0,  0,  0
3653, 21251,9,2,3,0,1053, 6055,5,   0, 968,   0,   0,   0, 186,   0,   0,   0,   0, 359,   0,   0,   0,  0, 284,  0, 0,  0,0,  51, 0, 88,  0, 58,  0,  0
3654, 25731,9,3,6,0,1715, 2672,2,   0, 413,   0,   0, 679,   0,   0,   0, 470,   0,   0,   0,   0, 175,  0, 170,  0, 0, 34,0,  77, 0,166,  0,  0,  0,  0
3655,  6384,9,1,2,0,1057, 4741,3,   0, 523, 503,   0,   0,   0, 339,   0,   0,   0,   0, 109,   0,   0,  0, 378, 55, 0,  0,0,  74, 0, 71,  0,  0,  0,  0
3656, 11717,9,4,8,0, 768, 4962,2,   0,1622,   0,   0,   0, 515,   0,   0,   0,   0, 272,   0,   0,   0,  0, 705,  0, 0,  0,0,   0, 0,130, 61, 27, 46, 52
3657, 11291,9,2,3,0, 327, 8200,5,   0, 173, 191,   0,   0,   0, 136,   0,   0,   0,   0,  55,   0,   0,  0,  90,  0, 0,  0,0,  16, 0, 67,  0, 15,  0,  0
3658, 20385,9,3,5,0,1463, 2940,2,   0,1384,   0,   0,   0, 332,   0,   0,   0,   0, 236,   0,   0,   0,  0, 538,  0, 0,  0,0, 193, 0, 85, 55, 32,  9, 80
3659, 31188,9,2,3,0, 723, 6514,4,   0, 981, 729,   0,   0,  52, 511,   0,   0,   0,   0, 152,   0,   0,  0, 668, 66, 0,  0,0,  93, 0,168,  0,  0,  0,  0
3660, 10413,9,1,2,0, 755, 5365,2,   0,1056,   0, 697,   0,   0,   0, 697,   0,   0, 330,   0,   0,   0,  0, 632,  0, 0,  0,0,   0, 0, 94,  0, 63, 12,106
3661, 15321,9,1,2,1, 963, 4846,2,   0, 334,   0, 795,   0,   0,   0, 687,   0,   0,   0,   0, 108,   0,  0, 244,  0, 0,  0,0,   0, 0, 90,  0, 19,  0,  0
3662, 19779,9,4,9,2,2066, 1550,2,   0,1848,   0,   0,   0, 286,   0,   0,   0,   0, 403,   0,   0,   0,  0, 874,  0, 0,  0,0,  67, 0,218,118, 74, 13,114
3663, 24623,9,3,7,3,3260, 1211,2,   0,1864, 356,   0,   0, 510,   0,   0,   0,   0, 442,   0,   0,   0,  0, 565,356, 0,  0,0, 194, 0,153,  0,  0,  0,114
3664, 11753,9,3,7,3,2238, 2756,5,   0, 756,   0,   0,   0,  87,   0,   0,   0,   0, 231,   0,   0,   0,  0, 240,  0, 0,  0,0, 150, 0, 48,  0, 48,  0,  0
3665,  9307,9,3,7,0,2726, 1827,3,   0, 234, 423,   0,   0,   0, 225,   0,   0,   0,   0, 198,   0,   0,  0, 147,  0, 0,  0,0,  63, 0, 24,  0, 14,  0, 31
3666, 18931,9,1,1,0, 589, 6136,2,   0, 214,   0, 477,   0,   0,   0, 301,   0,   0,   0,   0, 176,   0,  0, 178,  0, 0,  0,0,   0, 0, 36,  0, 21,  0,  0
3667, 21022,9,4,9,2,  50, 6133,1,   0,1177, 377,   0,   0,   0, 229,   0,   0,   0,   0,  97,   0,   0,  0, 977, 51, 0,  0,0,   0, 0,200,  0,  0,  0,  0
3668,  7874,9,1,2,1, 546, 6847,5,   0, 586,   0,   0,   0, 168,   0,   0,   0,   0, 185,   0,   0,   0,  0, 144,  0, 0,  0,0,   0, 0, 89,  0, 47,  0,  0
3669, 18656,9,4,8,0, 474, 6196,2,   0, 352, 430,   0,   0,   0, 276,   0,   0,   0,   0,  96,   0,   0,  0, 222, 58, 0,  0,0,  48, 0, 82,  0,  0,  0,  0
3670, 22240,9,1,2,1, 908, 4907,5,   0, 382, 810,   0,   0,   0, 451,   0,   0,   0,   0, 292,   0,   0,  0, 315, 67, 0,  0,0,   0, 0, 67,  0,  0, 16,  0
3671, 16863,9,1,1,0, 561, 6238,4,   0, 351, 639,   0,   0,   0, 426,   0,   0,   0,   0, 147,   0,   0,  0, 287, 66, 0,  0,0,   0, 0, 64,  0,  0,  0,  0
3672, 18532,9,2,3,0, 447, 6945,2,   0, 931, 629,   0,   0,   0, 439,   0,   0,   0,   0, 136,   0,   0,  0, 729, 54, 0,  0,0,   0, 0,202,  0,  0, 22,  0
3673, 19092,9,3,5,0, 943, 4848,1,   0, 317, 536,   0,   0,   0, 431,   0,   0,   0,   0,  80,   0,   0,  0, 208, 25, 0,  0,0,  41, 0, 68,  0,  0,  0, 48
3674, 12231,9,4,8,0, 757, 5967,2,   0, 605, 446,   0,   0,  23, 373,   0,   0,   0,   0,  73,   0,   0,  0, 496,  0, 0,  0,0,   0, 0, 86, 59, 21,  9, 63
3675, 17118,9,3,7,3,1718, 4183,2,   0,1577, 992,   0,   0,   0, 780,   0,   0,   0,   0, 212,   0,   0,  0, 765,  0, 0,  0,0, 545, 0,267,  0, 41, 15,101
3676, 19833,9,2,3,0, 375, 7264,2,   0,1136, 808,   0,   0,   0, 715,   0,   0,   0, 349,   0,   0,   0,  0, 619, 93, 0,  0,0,   0, 0,168,142,  0, 80,  0
3677, 13175,9,4,9,0,  51, 5306,2,   0, 312,   0,   0, 765,  15,   0,   0, 500,   0,   0,   0,   0, 226,  0, 257,  0, 0, 39,0,   0, 0, 40,  0,  0,  6, 49
3678,  6444,9,4,9,0, 221, 4106,5,   0, 241,   0,   0,   0,  77,   0,   0,   0,   0,  78,   0,   0,   0,  0,  72,  0, 0,  0,0,   0, 0, 14,  0, 18,  0,  0
3679, 24424,9,4,9,2,1120, 1063,4,   0, 319, 512,   0,   0,   0, 173,   0,   0,   0,   0, 265,   0,   0,  0, 211, 74, 0,  0,0,   0, 0,108,  0,  0,  0,  0
3680, 11860,9,1,2,1, 991, 4778,5,   0, 492, 226,   0,   0,   0,   0,   0,   0,   0,   0, 226,   0,   0,  0, 331,  0, 0,  0,0,   0, 0,161,  0,  0,  0,  0
3681, 20289,9,1,2,1, 333, 6888,2,   0, 837,1624,   0,   0,   0,1261,   0,   0,   0,   0, 363,   0,   0,  0, 717,  0, 0,  0,0,  21, 0, 99,  0, 75, 82,126
3682, 13134,9,2,3,0, 638, 6255,1,   0,1419,   0,   0,   0, 866,   0,   0,   0,   0, 164,   0,   0,   0,  0, 234,  0, 0,  0,0,  56, 0, 99,  0, 55,  0,  0
3683, 16482,9,4,9,2,1076, 1732,5,   0, 315, 236,   0,   0,  21,  63,   0,   0,   0,   0, 173,   0,   0,  0, 210,  0, 0,  0,0,   0, 0, 84,  0, 27,  0,  0
3684, 27723,9,2,3,0, 634, 6687,4,   0, 327, 608,   0,   0,   0, 450,   0,   0,   0,   0, 126,   0,   0,  0, 245, 32, 0,  0,0,   0, 0, 82,  0, 23,  0,  0
3685, 18642,9,3,7,0,1786, 3234,2,   0, 667, 642,   0,   0,   0, 445,   0,   0,   0,   0, 197,   0,   0,  0, 430,  0, 0,  0,0, 105, 0,132, 31, 37, 56, 56
3686, 11717,9,4,8,0, 140, 7671,4,   0,1007,   0,   0,   0, 384,   0,   0,   0,   0, 194,   0,   0,   0,  0, 373,  0, 0,  0,0,   0, 0, 56,  0, 44,  8, 41
3687, 13077,9,2,4,0, 845, 6424,5,   0, 305,   0,   0,   0,  57,   0,   0,   0,   0, 119,   0,   0,   0,  0,  79,  0, 0,  0,0,   0, 0, 50,  0, 18,  0,  0
3688, 17008,9,1,2,0,1051, 4941,3,   0, 163, 373,   0,   0,  11, 295,   0,   0,   0,   0,  59,   0,   0,  0, 108, 19, 0,  0,0,   0, 0, 44,  0,  7,  0, 30
3689, 22363,9,1,2,1, 363, 6773,2,   0, 504, 740,   0,   0,   0, 594,   0,   0,   0,   0,  97,   0,   0,  0, 385, 49, 0,  0,0,  33, 0, 86,  0,  0,  0,  0
3690,  8719,9,4,8,0,1642, 3591,1,   0, 529,   0,   0, 702,   0,   0,   0, 360,   0,   0,   0,   0, 260,  0, 444,  0, 0, 82,0,   0, 0, 85,  0,  0,  0,  0
3691, 15978,9,3,7,3,1288, 5207,5,   0, 262, 405,   0,   0,   0, 179,   0,   0,   0,   0, 179,   0,   0,  0, 147, 47, 0,  0,0,   0, 0,115,  0,  0,  0,  0
3692, 21276,9,3,5,0, 950, 4361,2,   0,1419,   0, 702, 677,   0,   0, 702,   0,   0,   0,   0,   0, 677,  0, 990,  0, 0,  0,0, 241, 0,188,113, 90,  0,261
3693, 15782,9,1,2,1, 370, 6746,2,   0,1451, 819,   0,   0, 727,   0,   0,   0,   0,   0, 523,   0,   0,  0, 590,296, 0,  0,0,  44, 0, 90,  0,  0, 81,  0
3694, 17926,9,2,3,0, 555, 6108,2,   0, 936, 737,   0,   0,   0, 596,   0,   0,   0,   0, 141,   0,   0,  0, 735,  0, 0,  0,0,  89, 0,112,138, 43, 85,105
3695, 13440,9,1,1,0, 684, 5887,2,   0,1050, 456, 683,   0,  42,   0, 683,   0,   0,   0, 456,   0,   0,  0, 815,  0, 0,  0,0,  61, 0,132,  0, 46, 93,142
3696, 14826,9,2,3,0, 514, 6633,4,   0, 253, 353,   0,   0,   0, 241,   0,   0,   0,   0,  78,   0,   0,  0, 187, 34, 0,  0,0,   0, 0, 66,  0,  0,  0,  0
3697,  9560,9,2,3,0, 681, 6164,1,   0,1237,   0,   0, 992,  30,   0,   0, 992,   0, 378,   0,   0,   0,  0, 699,  0, 0,  0,0,  46, 0, 84,100, 89,  0,102
3699, 22236,9,4,9,2,1953, 1020,3,   0, 565, 162,   0,   0,   0,  48,   0,   0,   0,   0,  77,   0,   0,  0, 298, 37, 0,  0,0, 107, 0,160,  0,  0,  0,  0
3700, 16591,9,3,7,3,2021, 2979,2,   0,1301, 504,   0,   0,   0, 207,   0,   0,   0,   0, 233,   0,   0,  0, 871, 64, 0,  0,0, 270, 0,160,157,  0,  0, 95
3701, 36732,9,3,5,4,4189,  197,2,   0,1502,   0,   0,   0,  44,   0,   0,   0,   0, 200,   0,   0,   0,  0, 666,  0, 0,  0,0, 486, 0,106,  0, 24, 11, 72
3702, 15256,9,2,4,0, 572, 7273,2,   0, 740,1843,   0,   0,   0,1524,   0,   0,   0,   0, 211,   0,   0,  0, 483,108, 0,  0,0, 142, 0,115,  0, 23, 10, 86
3703, 22240,9,1,2,1,1142, 4631,2,   0, 729, 230,3101,   0,  29,   0,2654,   0,   0,   0, 168, 447,   0,  0, 392, 62, 0,  0,0,  36, 0,272,  0,  0,  0,  0
3704, 19833,9,2,3,0, 878, 5357,2,   0, 650, 750,   0,   0,   0, 491,   0,   0,   0,   0, 216,   0,   0,  0, 414, 43, 0,  0,0, 118, 0,118,  0,  0, 47, 72
3705, 24724,9,4,9,2,1476,  875,2,   0,1068, 408,   0,   0,   0,  80,   0,   0,   0,   0, 214,   0,   0,  0, 783,114, 0,  0,0,   0, 0,285, 60, 87,  0,  0
3706, 13744,1,1,1,0, 694, 5533,2,   0,2765,   0,1467,   0,   0,   0,1075,   0,   0,   0,   0, 392,   0,  0,2363,  0, 0,  0,0, 144, 0,258,286,135,150,323
3707, 24228,9,4,8,0,1991, 3450,2,   0,1111, 694,   0,   0,   0, 507,   0,   0,   0,   0, 187,   0,   0,  0, 712,  0, 0,  0,0, 282, 0,117, 89, 23, 57, 87
3708, 12612,9,2,4,0, 615, 8136,2,   0, 429,   0, 584,   0,   0,   0, 584,   0,   0, 116,   0,   0,   0,  0, 270,  0, 0,  0,0,   0, 0, 43,  0,  0,  0, 64
3709, 13016,9,1,2,0, 917, 5165,1, 315, 856,   0,   0, 412, 148,   0,   0,   0, 315,   0,   0,   0, 351,  0, 610,  0, 0, 61,0,   0, 0, 98, 76,  0,  0,  0
3710, 13152,9,1,2,1,1011, 4753,2,   0,1148,   0,   0,   0, 370,   0,   0,   0,   0, 237,   0,   0,   0,  0, 482,  0, 0,  0,0,   0, 0, 59, 17, 21,  0, 94
3711, 19013,9,4,9,2,1755,  949,5,   0, 277, 214,   0,   0,   0,  31,   0,   0,   0,   0, 147,   0,   0,  0, 123, 36, 0,  0,0,   0, 0,154,  0, 18,  0,  0
3712, 28387,9,4,9,2, 920, 2035,2,   0, 748, 278,   0,   0,   0, 182,   0,   0,   0,   0,  96,   0,   0,  0, 603,  0, 0,  0,0,  38, 0,107,146, 28, 68, 84
3713, 17652,9,2,4,0, 891, 5550,2,   0, 415,   0,   0,   0,   0,   0,   0,   0,   0, 132,   0,   0,   0,  0, 219,  0, 0,  0,0,  15, 0, 49, 43, 26,  0,  0
3714, 14582,9,1,2,0, 592, 6089,4,   0, 164,   0, 583,   0,   0,   0, 583,   0,   0,  63,   0,   0,   0,  0,  56,  0, 0,  0,0,  12, 0, 33,  0,  0,  0,  0
3715, 19833,9,2,3,0, 371, 7283,1,   0, 534, 915,   0,   0,   0, 712,   0,   0,   0,   0, 160,   0,   0,  0, 322, 43, 0,  0,0,   0, 0,212,  0,  0,  0,  0
3716, 10890,9,2,4,0, 748, 8186,2,   0,1265,   0,   0, 272,   0,   0,   0, 272,   0, 501,   0,   0,   0,  0, 707,  0, 0,  0,0,   0, 0, 57, 89, 43,  0,180
3717, 12134,9,3,5,0,1289, 4025,3,   0,1674,   0,   0,   0, 454,   0,   0,   0,   0, 243,   0,   0,   0,  0, 546,  0, 0,  0,0, 205, 0,226,  0, 24, 59, 90
3718,  9560,9,2,3,0, 521, 6502,1,   0,1682,   0,   0,1020,  58,   0,   0, 559,   0,   0,   0,   0, 391,  0,1439,  0, 0, 70,0,   0, 0,185,  0,137,  0,465
3719, 15902,9,1,2,1,1020, 4735,2,   0, 346, 750,   0,   0,  22, 591,   0,   0,   0,   0, 126,   0,   0,  0, 226, 33, 0,  0,0,  24, 0, 74,  0,  0,  0,  0
3720, 24432,1,3,7,0,2585, 1756,2,   0,1319, 276,   0,   0,   0, 169,   0,   0,   0,   0,  84,   0,   0,  0, 863, 23, 0,  0,0, 201, 0,255,179,  0,  0,108
3721, 16308,9,3,5,0,1640, 3049,2, 714,1766,   0,   0,   0, 399,   0,   0,   0, 714, 225,   0,   0,   0,  0, 567,  0, 0,  0,0, 144, 0,431, 85, 56, 10,120
3722, 20385,9,3,5,0,1473, 3137,1,   0,1350,   0,   0,   0, 436,   0,   0,   0,   0, 239,   0,   0,   0,  0, 379,  0, 0,  0,0, 206, 0, 90,  0, 25,  0, 69
3723, 12105,9,3,6,0, 868, 4426,1,   0,1200,   0,   0,   0, 418,   0,   0,   0,   0, 194,   0,   0,   0,  0, 372,  0, 0,  0,0, 138, 0, 78,  0, 39,  0, 65
3724, 15822,9,3,7,3,2481, 2639,2,   0,2132,1161,   0,   0,   0, 798,   0,   0,   0,   0, 363,   0,   0,  0,1290,  0, 0,  0,0, 547, 0,295,  0, 96, 98,279
3725, 11672,9,3,6,0,1562, 3222,2,   0, 606,   0,   0, 445,   0,   0,   0, 223,   0,   0,   0,   0, 222,  0, 497,  0, 0,  0,0,  46, 0, 63,  0, 26,  0, 98
3726, 10673,9,1,1,0, 717, 5876,3,   0, 469, 948,   0,   0,   0, 641,   0,   0,   0,   0, 211,   0,   0,  0, 379, 96, 0,  0,0,   0, 0, 90,  0,  0,  0, 76
3727, 16454,9,3,7,3,1790, 3217,5,   0, 519,   0,   0,   0,  94,   0,   0,   0,   0, 150,   0,   0,   0,  0, 148,  0, 0,  0,0,  74, 0, 53,  0, 14,  6,  0
3728, 12105,9,3,6,0,1626, 3168,2,   0, 802,   0,   0, 294, 244,   0,   0, 294,   0, 155,   0,   0,   0,  0, 255,  0, 0,  0,0,  87, 0, 61, 37, 16,  7, 47
3729, 23075,9,4,9,2,1665, 1885,2,   0, 277, 464,   0,   0,   0, 170,   0,   0,   0,   0, 229,   0,   0,  0, 230, 65, 0,  0,0,   0, 0, 47,  0,  0,  6, 38
3730, 32576,9,3,7,0,1749, 3771,2,   0, 631, 404,   0,   0,  89, 264,   0,   0,   0,   0, 140,   0,   0,  0, 425,  0, 0,  0,0,   0, 0,117,  0, 24,  0,171
3731, 24791,9,2,3,0, 466, 7419,4,   0, 361, 888,   0,   0,   0, 668,   0,   0,   0,   0, 220,   0,   0,  0, 305,  0, 0,  0,0,   0, 0, 56,  0, 22,  0, 53
