DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,SIGNFORM,KFUELOT,FARM,TENANT,BUSINESS,OTHERUSE,BILLUG,BLPUSE,BILLFOIL,BILLKER,BILLEL,BILLUGP,BILLLPGP,BILLFOLP,BILLKERP,BILLELP
1754, 16288,9,3,7,0,2757, 1586,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1755, 23940,9,1,2,0, 564, 5862,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1756,  9684,9,3,6,0, 996, 4182,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1757, 15256,9,2,4,0, 618, 8129,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1758, 31057,9,3,5,4,5256,   78,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1759, 13049,9,4,9,2,1188,  844,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1760,  6699,9,4,8,0, 682, 6114,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1761, 10891,9,4,9,2,2079,  666,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1762, 15807,9,2,3,0, 980, 5947,5,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1763, 11622,9,3,6,0,1241, 3377,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1764, 10118,9,1,1,0, 542, 6413,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1765, 18325,9,2,3,0, 586, 6711,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1766, 21514,9,3,7,3,1385, 4888,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1767, 11860,9,1,2,1,1056, 4715,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1768, 16474,9,4,9,2, 156, 5557,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1769, 14341,9,2,3,0, 923, 6179,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1770, 16308,9,3,5,0,1572, 2813,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1771, 10154,1,1,1,0, 500, 5867,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1772, 15832,9,1,2,0, 363, 6495,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1773, 14571,9,2,3,0, 431, 7008,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1774, 16863,9,1,1,0, 673, 5845,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1775, 16594,9,4,8,0,1631, 3617,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1776, 21799,9,3,5,0,1035, 4864,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1777, 11672,9,3,6,0,1821, 2627,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1778, 11298,9,3,6,0,1163, 4235,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1779, 23139,9,2,3,0, 457, 7645,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1780,  8640,9,1,1,0, 486, 5901,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1781, 20705,9,3,5,4,2594,  941,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1782, 13353,9,4,8,0, 180, 7774,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1783, 34065,9,4,9,2, 526, 2196,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1784, 13222,9,2,3,0, 455, 6897,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1785,  7103,9,4,9,0, 131, 4734,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1786, 23356,9,3,5,0,1084, 4667,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1787, 16773,9,1,2,0, 565, 6185,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1788, 28865,9,3,5,0, 839, 5093,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1789,  6384,9,1,2,0,1019, 4816,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1790, 12114,1,4,8,0,3551, 1503,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1791, 11196,9,1,1,0, 300, 7979,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1792, 15570,9,3,5,0,1018, 4657,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1793,  8118,9,4,8,0,5190,  908,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1794, 18863,9,1,2,1, 811, 6366,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1795, 33740,9,3,5,4,3472,  367,3,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1796, 29483,9,3,5,0,1749, 2359,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1797, 17955,9,1,2,0,1184, 4796,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1798, 16152,9,4,8,0,3610, 1489,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1799, 16482,9,4,9,2, 711, 2017,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1800, 27795,9,4,9,2,1766,  773,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1801, 12114,9,4,8,0, 502, 5995,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1802, 17988,9,3,5,0,1552, 3095,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1803,  6720,9,1,1,0, 213, 8746,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1804, 27343,9,2,3,0, 423, 6519,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1805, 14495,9,1,2,0, 387, 6405,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1806,  6720,9,1,1,0, 258, 8029,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1807, 19833,9,2,3,0, 398, 7914,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1808, 27175,9,3,5,4,5561,   58,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1809, 34939,9,3,5,4,3323,  460,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1810, 27647,1,4,9,0, 150, 4597,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1811,  5473,9,1,1,0, 475, 5927,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1812, 26834,9,1,2,0, 431, 6365,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1813, 11845,9,3,7,3,2949, 1707,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1814, 17370,9,2,4,0,1596, 4783,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1815, 13152,9,1,2,1,1030, 4715,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1816, 21922,9,1,2,1, 625, 6047,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1817, 31342,9,3,7,3,1787, 3677,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1818, 15044,9,3,7,3,2693, 1602,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1819, 14867,9,1,2,0,1133, 4592,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1820, 10920,9,3,5,0,1233, 3386,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1821, 10407,9,4,8,0,1390, 4199,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1822, 17096,9,1,2,1,1054, 4667,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1823, 14960,9,2,4,0,1321, 5161,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1824,  8969,9,1,1,0, 272, 8374,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1825, 10012,9,1,1,0, 667, 6026,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1826,  7879,9,2,4,0,1378, 5175,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1827, 19759,9,2,3,0, 400, 6602,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1828, 14590,9,3,6,0, 947, 4738,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1829,  6781,9,2,4,0, 499, 7472,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1830, 37816,1,2,3,0, 843, 5406,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1831,  8539,9,1,2,1, 963, 4806,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1832, 12583,9,4,8,0,1569, 3766,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1833, 21799,9,3,5,0,1096, 4620,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1834, 19877,9,3,5,4,2461, 1111,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1835, 27800,9,1,2,1, 985, 4803,3,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1836, 17346,9,2,3,0, 908, 5913,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1837, 15177,9,1,1,0, 521, 7329,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1838, 13077,9,2,4,0, 569, 8266,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1839,  6699,9,4,8,0, 643, 6190,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1840, 27800,9,1,2,1, 893, 4874,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1841,  9724,9,4,8,0,5085,  931,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1842, 12699,9,3,5,0,1055, 4225,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1843, 14156,9,2,3,0, 442, 6957,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1844, 12114,9,4,8,0, 708, 6618,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1845, 15662,9,4,9,2, 144, 5590,2,1,1,0,0,1,1,0,1,0,0,0,9,3,9,9,9
1846, 10955,9,3,7,0,2327, 1793,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1847,  8956,9,1,1,0, 561, 5719,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1848, 18975,9,3,5,0,1299, 3601,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1849, 24791,9,2,3,0, 565, 6791,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1850, 12114,9,4,8,0,3405, 1536,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1851, 11649,9,3,5,0,1073, 4326,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1852,  6384,9,1,2,0,1089, 4678,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1853, 13913,9,4,9,0,  67, 5234,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1854, 28865,9,3,5,0, 784, 5223,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1855, 15662,1,4,9,2,1534, 2149,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1856, 19092,1,3,5,0,1264, 3441,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1857, 14199,9,1,1,0, 783, 5653,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1858, 16026,9,4,9,2, 756, 1636,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1859, 28985,8,4,9,0,  80, 5171,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1860, 12108,9,4,9,2, 655, 1417,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1861, 25160,9,1,2,0, 413, 6449,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1862, 19174,9,3,7,3, 991, 4412,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1863, 26963,9,3,5,0,1187, 2963,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1864, 26387,9,1,2,0, 639, 5696,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1865, 22476,9,2,3,0, 530, 7889,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1866, 24308,9,2,3,0, 844, 5753,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1867,  9478,9,4,9,0, 229, 4469,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1868, 13639,9,4,8,0,5288,  887,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1869, 11381,9,4,9,2, 562, 2256,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1870, 17453,9,2,4,0, 592, 8202,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1871, 32106,9,3,7,0,2266, 2690,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1872, 10897,9,2,4,0,1158, 5316,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1873, 16651,9,1,2,0, 782, 5297,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1874, 17453,9,2,4,0, 738, 7226,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1875, 16619,9,4,9,2,1544, 1068,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1876, 20208,9,3,5,0,1723, 2942,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1877, 10872,9,3,5,0,1687, 2475,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1878, 12544,9,4,9,2, 699, 1819,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1879, 34939,9,3,5,4,4154,  292,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1880, 17954,9,1,2,0, 588, 5810,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1881, 16619,9,4,9,2,1909, 1040,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1882, 18930,9,3,5,4,3327,  419,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1883, 15759,9,2,4,0,1125, 5346,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1884,  5818,9,2,4,0, 555, 7318,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1885, 25634,9,2,3,0, 872, 6332,4,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1886, 19759,9,2,3,0, 438, 6469,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1887,  9632,9,4,9,2, 416, 2495,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1888, 19833,9,2,3,0, 364, 6728,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1889, 12843,9,4,9,0, 476, 3893,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1890, 18774,9,4,9,2, 176, 6870,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1891, 16818,9,4,9,2,  24, 6236,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1892, 16677,9,4,9,2,1089, 1092,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1893, 12810,9,3,6,0,1274, 3037,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1894, 16818,9,4,9,2,  29, 6216,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1895, 31290,9,4,9,2,1626, 1943,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1896, 20059,9,3,7,3,2814, 1469,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1897, 21134,9,3,7,3, 998, 4363,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1898,  9684,9,3,6,0,1200, 3793,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1899, 16308,9,3,5,0,1106, 4088,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1900, 12695,1,3,6,0,1052, 4311,2,1,1,0,0,1,0,0,0,0,0,1,9,9,9,9,3
1901, 17516,9,3,5,0,1068, 4147,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1902, 13343,9,3,6,0,1045, 4510,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1903, 22884,9,2,4,0, 863, 6292,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1904,  6725,9,3,6,0,1226, 3522,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1905, 24669,9,1,2,1,1033, 4709,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1906, 15321,9,1,2,1,1078, 4620,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1907, 17657,9,4,9,2, 423, 1617,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1908, 21784,9,4,9,2, 665, 1927,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1909, 29578,9,1,2,0, 376, 6571,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1910, 27764,9,2,3,0, 833, 5780,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1911,  6720,9,1,1,0, 261, 7997,4,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1912, 16709,9,4,8,0, 536, 7678,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1913, 16482,9,4,9,2,1297, 1384,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1914, 12726,9,4,9,2,1451, 2277,3,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1915, 13002,9,3,6,0,2092, 2512,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1916, 16619,9,4,9,2,1003, 1171,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1917, 13591,9,1,2,0, 750, 5311,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1918, 32964,9,4,9,2,1715, 2758,2,1,1,0,0,1,0,0,1,0,0,0,9,1,9,9,9
1919, 11717,9,4,8,0, 398, 6577,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1920, 14026,9,4,9,0, 235, 6969,2,1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1921,  9874,9,3,6,0,1237, 3411,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1922, 16482,9,4,9,2, 658, 1015,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1923,  7893,9,4,9,0, 352, 7065,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1924, 17128,9,1,2,0, 843, 5256,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1925, 12915,9,4,8,0, 145, 7643,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1926, 28027,9,3,5,0, 961, 4806,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1927, 19463,9,3,5,0,1415, 3958,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1928, 12108,9,4,9,2,1147,  877,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1929,  9288,9,4,8,0,5162,  915,3,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1930, 10829,9,1,1,0, 684, 5956,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1931,  7698,9,3,5,0,1730, 2393,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1932, 31164,9,2,3,0, 545, 6288,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1933, 16474,9,4,9,2,1308, 2498,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1934, 24724,9,4,9,2,1886,  684,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1935,  6961,9,4,9,2, 233, 6495,1,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1936, 13849,9,3,6,0,1496, 4220,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1937, 22086,9,3,5,4,3656,  301,4,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1938, 27800,9,1,2,1, 994, 4775,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1939, 22086,1,3,5,4,3499,  357,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1940, 16288,9,3,7,0,2548, 1640,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1941, 26445,9,2,3,0, 358, 6747,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1942, 12114,9,4,8,0,3137, 1598,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1943, 25505,9,2,3,0, 418, 7838,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1944, 14855,9,1,2,1, 338, 6869,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1945, 15091,9,1,2,1, 538, 6706,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1946, 16548,9,1,2,1, 517, 6766,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1947, 20385,9,3,5,0,1337, 3625,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1948, 12451,9,3,6,0,2595, 1542,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1949, 15256,9,2,4,0, 652, 8032,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1950, 15445,9,1,2,1, 397, 7113,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1951,  9149,9,1,2,1,1054, 4668,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1952, 16816,9,2,4,0,1227, 5251,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1953, 17374,9,1,2,1,1037, 4701,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1954, 17321,9,3,5,0,1998, 2747,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1955, 11333,9,2,3,0, 469, 7015,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1956, 10156,9,3,6,0,1233, 3690,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1957, 16694,9,1,1,0, 614, 6242,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1958, 31188,9,2,3,0, 735, 6492,3,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1959, 17033,9,4,9,2,1349, 2435,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1960, 22007,9,1,2,1, 429, 7021,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1961, 15902,9,1,2,1, 969, 4835,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1962,  8965,9,3,6,0,1696, 3108,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1963, 34001,9,2,3,0, 766, 5513,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1964,  9585,9,1,2,0, 530, 6307,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1965,  5534,9,1,1,0, 753, 5652,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1966, 23662,9,2,4,0,1468, 4726,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1967, 22423,9,4,9,2,  86, 5984,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1968, 13859,9,4,8,0,  47, 8151,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1969, 12105,9,3,6,0,1466, 3303,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1970, 10434,9,1,1,0, 561, 6275,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1971, 12022,9,4,9,0, 260, 6625,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1972, 17426,9,2,4,0, 710, 7579,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1973, 16677,9,4,9,2,1787,  931,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1974, 16482,9,4,9,2, 515, 1304,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1975, 18279,9,3,7,3,3116, 1749,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1976, 32463,9,4,9,0, 483, 3860,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1977,  8796,9,3,5,4,2814,  978,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1978, 12105,9,3,6,0,1079, 4249,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1979, 17727,9,4,9,2,1930, 1030,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1980, 10264,9,3,5,0,1693, 2464,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1981,  5878,9,3,6,0,1452, 3315,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1982, 16482,9,4,9,2, 281, 2148,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1983, 12335,9,1,2,1, 971, 4831,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1984, 12114,9,4,8,0,2335, 2889,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1985, 26821,9,4,8,0,4369, 1097,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1986, 26445,9,2,3,0, 945, 5985,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1987, 20385,9,3,5,0,1501, 3122,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1988, 19583,9,3,7,3,1738, 4037,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1989, 18739,9,2,3,0, 922, 6151,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1990, 22709,9,4,9,2, 549, 1235,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1991, 32616,9,3,5,0,1714, 2425,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1992, 17321,9,3,5,0, 915, 4914,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1993, 23294,9,3,5,4,3558,  410,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1994, 28333,9,2,3,0, 807, 6401,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1995,  5085,9,2,4,0, 568, 7283,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1996, 12458,9,2,4,0, 653, 8031,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1997, 26445,9,2,3,0, 523, 6889,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1998, 22388,9,3,5,0,1577, 3082,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1999, 15445,9,1,2,1, 525, 6741,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2000, 27758,9,3,7,3,1758, 3886,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
