DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,SIGNFORM,KFUELOT,FARM,TENANT,BUSINESS,OTHERUSE,BILLUG,BLPUSE,BILLFOIL,BILLKER,BILLEL,BILLUGP,BILLLPGP,BILLFOLP,BILLKERP,BILLELP
4439, 10285,9,3,6,0,1633, 2707,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4440, 33975,9,3,5,0,1740, 2375,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4441, 22228,9,1,2,0, 676, 5692,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4442, 20171,9,3,5,4,4192,  196,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4443, 21665,9,3,5,0,1271, 3491,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4444, 25673,9,2,3,0, 582, 6727,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4445, 16863,9,1,1,0, 488, 6586,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4446, 15978,9,3,7,3,2555, 2280,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4447, 18121,9,3,5,0,1116, 4269,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4448, 10784,9,3,5,4,5939,   34,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4449, 19833,9,2,3,0, 372, 8019,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4450, 22422,9,2,4,0, 594, 7213,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4451, 10909,9,3,5,0,1497, 3330,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4452, 11120,9,1,2,1,1073, 4631,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4453, 21799,9,3,5,0,1094, 4627,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4454, 17575,9,4,8,0, 186, 7676,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4455, 11635,9,2,4,0, 584, 7239,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4456, 18346,9,4,8,0,  93, 7616,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4457, 12782,9,3,7,3,2745, 1558,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4458,  9307,9,3,7,0,1808, 3567,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4459, 30886,9,2,3,0, 670, 6281,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4460, 20603,9,4,9,2,1589,  875,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4461, 16284,1,3,6,0,1715, 2700,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4462, 18869,9,3,5,0,1551, 3095,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4463, 24228,9,4,8,0,2380, 2815,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4464,  9684,9,3,6,0,1226, 3529,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4465, 17629,9,3,7,3,2925, 1378,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4466, 15662,9,4,9,2, 223, 5248,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4467, 22469,9,3,5,0,1376, 3387,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4468, 18385,9,2,4,0, 629, 7880,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4469, 19946,9,3,5,0, 942, 4372,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4470, 22689,9,2,3,0, 524, 6249,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4471, 19434,9,3,5,4,4125,  186,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4472, 21201,9,2,3,0, 466, 6892,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4473, 11359,9,1,1,0, 720, 5867,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4474, 11491,9,1,2,0,1089, 4886,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4475, 26155,9,2,4,0, 877, 5578,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4476, 24791,9,2,3,0, 353, 7363,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4477,  6699,9,4,8,0, 617, 6241,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4478, 16482,9,4,9,2, 594, 1144,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4479, 15622,9,4,8,0, 182, 7762,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4480, 17926,9,2,3,0, 538, 6146,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4481, 14982,9,1,2,0, 876, 5155,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4482, 15622,9,4,8,0, 754, 5182,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4483, 19418,9,3,7,0,1889, 3087,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4484, 10094,9,1,1,0, 702, 5826,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4485, 18467,9,3,7,3,2811, 1872,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4486, 20603,9,4,9,2,1787, 1356,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4487, 15529,9,3,5,4,4648,  116,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4488,  6961,9,4,9,2, 196, 6737,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4489, 11442,9,2,4,0, 781, 6904,2,1,1,1,0,0,0,0,0,0,0,1,9,9,9,9,4
4490, 31689,9,4,9,2,1010, 1165,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4491,  9724,9,4,8,0,4598, 1038,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4492,  7077,9,3,6,0,2341, 1697,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4493, 12955,9,2,3,0, 423, 7630,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4494,  9497,9,4,9,2,1507, 1089,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4495, 29740,9,2,3,0, 978, 5818,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4496, 12063,9,3,5,4,3902,  343,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4497,  5605,9,2,4,0, 513, 7432,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4498, 42258,9,1,2,0, 706, 5376,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4499,  6455,9,3,6,0, 935, 4712,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4500, 15256,9,2,4,0, 666, 7993,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4501,  9768,9,1,1,0, 778, 5669,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4502,  9898,9,3,5,0, 999, 3684,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4503, 11666,9,1,2,0, 508, 6272,1,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4504, 19212,9,1,2,1, 967, 4801,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4505, 18132,9,3,7,3,2688, 2013,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4506, 21922,9,1,2,1, 648, 5968,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4507, 27699,9,4,9,2,1179, 1008,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4508, 15978,9,3,7,3,2765, 1792,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4509,  6725,9,3,6,0,1217, 4434,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4510, 15795,9,1,1,0, 468, 5944,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4511, 33546,9,1,2,0, 759, 5299,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4512, 12707,9,3,5,4,3521,  320,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4513, 21076,9,2,3,0, 952, 6060,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4514, 33740,1,3,5,4,3348,  411,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4515, 16308,9,3,5,0, 988, 4439,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4516, 13900,9,1,2,1,1068, 4641,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4517, 32438,9,3,5,0, 995, 4773,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4518, 30642,9,1,2,1,1050, 4675,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4519, 12741,9,3,6,0,2521, 1587,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4520, 19833,9,2,3,0, 360, 6740,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4521, 10890,9,2,4,0, 489, 8973,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4522,  9898,9,3,5,0, 974, 3701,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4523, 15366,9,2,3,0, 448, 6354,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4524, 23800,9,2,3,0, 447, 7695,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4525, 12765,9,3,7,3,2460, 2529,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4526, 18121,9,3,5,0, 947, 4493,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4527,  9563,9,1,1,0, 448, 5992,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4528, 14341,9,2,3,0, 626, 6383,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4529, 12055,9,2,4,0,1464, 4875,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4530, 15132,9,3,6,0,1675, 2857,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4531, 16816,9,2,4,0, 883, 6141,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4532, 16482,9,4,9,2, 659, 1013,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4533,  8196,9,1,1,0, 290, 7604,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4534, 17237,9,2,4,0, 500, 8196,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4535, 10395,9,1,1,0, 665, 6033,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4536, 17686,9,1,1,0, 642, 6030,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4537, 10285,9,3,6,0,1326, 4350,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4538, 24791,9,2,3,0, 850, 6268,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4539, 12808,9,1,2,1, 972, 4774,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4540, 25842,9,4,8,0, 691, 6097,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4541, 10259,9,3,7,0,1811, 3559,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4542, 15256,9,2,4,0,1103, 4496,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4543,  8094,9,1,1,0, 668, 5746,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4544, 38052,9,3,5,0,1634, 2573,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4545, 11769,9,2,4,0, 824, 5683,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4546, 18517,9,1,1,0, 231, 8503,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4547, 13185,9,3,7,3,2898, 2080,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4548, 20538,9,2,3,0, 611, 6598,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4549, 21538,9,3,6,0,1727, 2653,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4550, 23482,9,1,2,0, 653, 5452,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4551, 19418,9,3,7,0,1952, 3197,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4552,  8400,9,1,1,0, 426, 6046,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4553,  6669,9,3,6,0,1759, 2653,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4554, 22407,9,2,3,0, 679, 6706,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4555,  7844,9,3,6,0,1631, 3029,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4556, 15978,9,3,7,3,2863, 1780,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4557, 16863,9,1,1,0, 678, 5917,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4558, 25213,9,3,5,0,1043, 4240,2,1,1,0,0,1,0,0,1,0,0,1,9,3,9,9,4
4559, 10674,9,3,6,0,1210, 3686,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4560, 17537,9,1,2,1, 686, 5555,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4561, 16406,9,2,3,0, 809, 5453,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4562, 11333,9,2,3,0, 325, 7491,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4563,  9288,9,4,8,0,4490, 1062,4,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4564, 17579,9,2,4,0,1539, 4823,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4565, 20198,9,3,7,3, 847, 5320,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4566,  7067,9,1,1,0, 618, 6162,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4567, 19795,9,3,5,0, 706, 5408,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4568, 12022,9,4,9,0, 389, 6195,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4569, 16564,9,3,5,4,3522,  320,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4570,  6918,9,3,6,0,1450, 3316,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4571, 15460,9,4,9,0, 184, 7692,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4572, 18279,9,3,7,3,1334, 5212,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4573, 28313,9,2,3,0, 935, 6028,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4574, 20290,9,4,9,0,  73, 5205,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4575, 16447,9,1,2,1,1000, 4774,2,1,1,1,0,0,0,0,0,0,0,1,9,9,9,9,8
4576, 38052,9,3,5,0,1673, 2501,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4577, 10872,9,1,2,0, 374, 6572,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4578, 23344,9,3,6,0,1640, 2995,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4579, 15419,9,3,5,4,3469,  368,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4580, 16284,9,3,6,0,1762, 2514,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4581, 12187,9,3,6,0,1025, 4403,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4582, 17120,9,1,2,0, 309, 6693,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4583, 13878,9,1,2,0, 531, 6015,2,1,1,0,0,0,1,0,0,0,0,1,9,9,9,9,1
4584, 20385,9,3,5,0,1470, 2758,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4585, 11491,9,1,2,0,1189, 4792,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4586, 10872,9,3,5,0,1731, 2393,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4587, 13878,9,1,2,0, 494, 6088,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4588, 13789,9,2,4,0,1245, 5312,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4589, 18936,9,1,2,1, 381, 6703,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4590,  9050,9,4,8,0, 341, 6838,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4591, 15256,9,2,4,0, 487, 7505,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4592, 15693,9,2,4,0,1332, 5150,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4593, 19833,9,2,3,0, 900, 6171,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4594, 13251,9,4,9,0, 203, 7417,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4595, 19027,9,3,5,0,1095, 3724,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4596, 17926,9,2,3,0, 355, 6823,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4597, 10366,9,3,6,0,1380, 4309,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4598, 16690,9,4,8,0,2426, 1892,1,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4599, 32964,9,4,9,2,2027, 1043,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4600, 19071,9,2,4,0, 909, 5948,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4601, 11140,9,4,8,0, 341, 7712,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4602, 17926,9,2,3,0, 508, 6215,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4603, 26445,9,2,3,0, 628, 6644,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4604, 16863,9,1,1,0, 596, 6253,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4605, 15724,9,3,5,0,1400, 3175,2,1,1,0,0,1,0,0,0,0,0,1,9,9,9,9,2
4606,  6100,9,1,1,0, 651, 5998,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4607, 16857,9,2,3,0, 492, 8008,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4608, 16231,9,1,2,1, 284, 7077,3,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4609, 23310,9,3,7,3,2659, 1805,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4610, 19779,9,4,9,2,2188, 1447,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4611,  8719,9,4,8,0,1590, 3715,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4612, 16863,9,1,1,0, 561, 6275,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4613,  9307,9,3,7,0,1759, 3595,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4614, 22689,9,2,3,0, 378, 7994,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4615, 11839,9,4,9,2,1151,  874,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4616, 15145,9,1,1,0, 570, 6397,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4617, 10763,9,1,1,0, 273, 8368,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4618, 14165,9,1,1,0, 635, 6094,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4619, 32576,9,3,7,0,1912, 3577,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4620, 11430,9,4,9,0, 704, 5952,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4621,  9962,1,1,2,1,1080, 4691,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4622, 12114,9,4,8,0, 551, 5801,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4623, 10193,9,3,6,0,2553, 1568,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4624, 15759,9,2,4,0,1253, 5022,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4625, 18805,9,3,7,3,2801, 1786,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4626, 17033,9,4,9,2,1583, 2074,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4627, 15256,9,2,4,0, 940, 5713,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4628, 13404,9,4,8,0, 125, 7749,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4629, 28985,9,4,9,0, 401, 6157,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4630, 21248,9,2,3,0, 893, 5636,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4631, 10407,9,4,8,0,1440, 4078,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4632, 15759,9,2,4,0,1349, 4955,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4633, 13744,9,1,1,0, 595, 6179,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4634, 21861,9,2,3,0, 459, 7638,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4635,  9045,9,1,2,1, 892, 4874,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4636, 12114,9,4,8,0, 347, 6810,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4637, 17611,9,3,7,3,1468, 4879,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4638, 17321,9,3,5,0,1316, 3591,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4639, 17804,9,4,8,0,4002, 1400,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4640, 35852,9,2,3,0, 650, 6656,4,0,1,0,1,0,0,1,0,0,0,0,3,9,9,9,9
4641, 17237,9,1,2,0,1132, 4594,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4642,  6325,9,1,1,0, 778, 5672,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4643, 18634,9,3,7,0,2547, 1871,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4644, 23505,9,3,7,3,2962, 1362,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4645, 16407,9,2,4,0,1258, 5018,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4646, 10264,9,3,5,0,1774, 2313,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4647, 20774,9,4,9,2,1197,  992,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4648, 18876,1,2,3,0, 601, 6334,2,1,1,1,0,0,0,0,0,0,0,1,9,9,9,9,1
4649, 16010,9,4,9,2,1694,  798,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4650,  9466,9,1,1,0, 550, 6322,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4651, 11717,9,4,8,0,3175, 1589,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4652, 15529,9,3,5,4,3583,  326,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4653, 32964,9,4,9,2,1647,  795,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4654, 12744,9,4,8,0, 718, 6556,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4655,  9418,9,4,9,2,2207, 1432,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4656, 17321,9,3,5,0,1407, 3499,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4657,  9733,9,4,9,2,1442, 2291,5,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4658, 21561,9,3,6,0,1724, 2664,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4659, 14980,9,1,2,0, 587, 5548,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4660, 22305,9,2,3,0, 916, 5901,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4661, 17953,9,3,7,0,2915, 1710,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4662,  7408,9,1,1,0, 270, 8000,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4663, 22236,9,4,9,2,1898, 1050,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4664, 19833,9,2,3,0, 391, 6633,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4665, 20774,9,4,9,2,1415,  790,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4666, 19778,9,3,7,3,2307, 2686,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4667,  9684,9,3,6,0,1204, 4324,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4668, 15524,9,1,2,1, 313, 7517,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4669, 32462,9,1,2,1, 619, 6724,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4670, 13920,9,4,9,0, 306, 3815,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4671, 13009,9,4,8,0,1535, 3849,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4672, 20603,9,4,9,2, 281, 2150,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4673, 12105,9,3,6,0,1736, 3074,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4674, 15622,9,4,8,0, 417, 6490,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4675, 12003,9,2,4,0, 620, 8044,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4676, 16308,9,3,5,0,1690, 2470,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4677, 23999,9,3,6,0,1133, 4306,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4678, 13878,9,1,2,0, 763, 5356,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4679, 19833,9,2,3,0, 859, 6327,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4680, 24228,9,4,8,0, 234, 7498,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4681, 14546,9,3,5,0,1324, 2902,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4682, 10259,9,3,7,0,1683, 3685,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4683, 24710,9,2,3,0, 449, 6939,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4684, 15095,9,1,2,0, 459, 6303,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4685, 31141,9,3,5,0,1114, 4033,2,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
